trial,state,value,duration_s,param_lambda,param_beta
78,COMPLETE,0.5659437507217063,1892.044309,0.5092209333876219,0.7258496096426578
79,COMPLETE,0.14285714285714296,532.338454,9.032328806536942,0.5718252594532692
80,COMPLETE,0.4198528722877338,615.304845,0.8831518156437272,0.873832511831225
81,COMPLETE,0.43527596811288516,933.091039,0.5018872765893505,0.7109315162862596
82,COMPLETE,0.41647554140062654,607.34671,0.5038893611994198,0.7250166271822466
83,COMPLETE,0.40148777220384274,539.109794,0.9871185291757425,0.683257900479445
84,COMPLETE,0.5420769942875495,1911.689486,0.5063625498465785,0.776289498349527
85,COMPLETE,0.40752897776018565,558.917267,0.768156937154624,0.75781419989791
86,COMPLETE,0.42679995853032937,767.59259,0.5158345182555077,0.684888818540886
87,COMPLETE,0.417406784305267,541.740734,0.5072753252902186,0.8068360004004501
88,COMPLETE,0.41067160430644645,559.990345,0.8353307103355448,0.7284651528715416
89,COMPLETE,0.4676959438952501,1101.414397,0.512990722330438,0.7862872982904641
90,COMPLETE,0.2769230769230768,473.130712,3.166928820403345,0.6398102388640984
91,COMPLETE,0.42480151549712203,795.259643,0.6535394419117033,0.715797991857674
92,COMPLETE,0.42200996565242266,743.49322,0.505040188688402,0.75118950161288
93,COMPLETE,0.46930210029665176,1052.048897,0.5190896017944299,0.709492892274682
94,COMPLETE,0.43375406560015967,883.14769,0.8855482588907033,0.8032663249686389
95,COMPLETE,0.49498732879547874,1354.334275,0.5221746112326464,0.7081654076699831
96,COMPLETE,0.4308354790747302,882.739954,0.8741102137591807,0.8051888573497912
97,COMPLETE,0.14285714285714296,486.543618,14.759801553984452,0.507011810741066
98,COMPLETE,0.3943829625485282,497.897844,1.4409919909602746,0.6101385771553036
99,COMPLETE,0.4295513362166279,760.741998,0.8533725240125974,0.7391892561914968
