trial,state,value,duration_s,param_lambda_u,param_K,param_temperature,param_warmup_epochs
50,COMPLETE,0.4359009930478953,843.490971,10.235645545019533,3,0.6491320072200707,15
51,RUNNING,,,0.6046692177577327,5,0.9137440288629867,23
52,COMPLETE,0.47858576340416903,3811.955064,0.9188719168720951,1,0.7418033235299177,23
53,COMPLETE,0.4915692111056849,3809.876699,0.31918627912068676,4,0.8320916887074408,24
54,COMPLETE,0.49539632104215625,3944.79045,1.1563061043782474,4,0.8805434086086842,23
55,COMPLETE,0.4801511527329879,3781.226827,5.181388589934162,4,0.9676057301802722,25
56,COMPLETE,0.49105766351481284,3935.023481,2.950951653560511,4,0.7905650218487748,24
57,COMPLETE,0.49068030702611054,3789.52487,1.004002390841751,4,0.8367798770607355,25
58,COMPLETE,0.4451939242337172,858.167132,0.9377375608167917,5,0.9712428591414092,21
59,COMPLETE,0.4874628040962904,3779.017523,0.5393227017066807,2,0.9340305435070158,25
60,COMPLETE,0.4903658257080366,3919.944408,0.6745591305322929,4,0.9993238734094114,19
61,COMPLETE,0.4246961248813289,846.783456,21.504658371083025,3,0.45052448687489133,25
62,COMPLETE,0.49457844835272907,3948.342486,2.471543754307277,5,0.7597982868104179,22
63,COMPLETE,0.49817186256084656,3903.824343,1.4485408045008208,5,0.7505655249319433,22
64,COMPLETE,0.4754159765851028,3875.057731,4.620691873826993,5,0.6761527833226513,22
65,COMPLETE,0.49608006875462535,3921.743711,4.314534044532682,5,0.7985880430029995,22
66,COMPLETE,0.4897737006047791,3791.165077,3.1522370993280258,5,0.7533701184196955,22
67,COMPLETE,0.44782766033509647,854.408657,7.150708392466891,5,0.8699835720457827,20
68,COMPLETE,0.4890072187384149,3935.486889,1.0373939938409182,5,0.7220230763247489,19
69,COMPLETE,0.49167049904813354,3790.011344,3.425538815329751,5,0.7818446211884978,22
70,COMPLETE,0.44852658449841093,871.874055,1.9405216611309877,5,0.5945075780504873,25
71,COMPLETE,0.4939781934159967,3790.280165,0.32831234933063314,5,0.9630494284459238,24
72,COMPLETE,0.439353154677837,857.398211,0.8797674604032273,5,0.9426978173468423,25
73,COMPLETE,0.4377949798323856,839.948711,7.983244989629128,2,0.8072802721064039,20
74,COMPLETE,0.48577894332956506,3880.554111,2.387403017090022,3,0.8446436908322668,23
75,COMPLETE,0.4447171123252408,817.093794,12.041409254067693,4,0.3309829454696725,17
76,COMPLETE,0.40857582125355024,818.006171,2.088614751673035,1,0.8986074847486344,16
77,COMPLETE,0.49430914255759395,3810.568041,1.5015876716441534,5,0.7890281761423943,24
78,COMPLETE,0.4591352720346113,1790.208374,16.457112878710298,4,0.6634380904538911,8
79,COMPLETE,0.48794039387803567,3912.240019,1.1421978228220875,5,0.8063496170240803,25
80,COMPLETE,0.49455002313453916,3916.641135,1.4345365639862986,5,0.7925661409584556,22
81,RUNNING,,,4.444522021845456,5,0.7942026140509024,21
82,COMPLETE,0.4895699960627766,3352.832546,1.5709095441693997,5,0.7552910332220252,22
83,COMPLETE,0.45713915604450717,1027.904195,6.722323349404004,5,0.7709362883601187,19
84,COMPLETE,0.48654969252453384,3378.32796,1.363413791116356,5,0.8490899484244887,22
85,COMPLETE,0.36619678805454176,768.235844,23.674046909753734,4,0.3082694059010769,7
86,COMPLETE,0.4533781357803184,964.138459,21.05426198024275,5,0.7728669237550708,18
87,COMPLETE,0.49268740190859217,3539.197986,7.143188899786251,5,0.779995849105665,23
88,COMPLETE,0.4851393999688284,3434.076283,1.4348466773420567,3,0.7434391219395202,18
89,COMPLETE,0.5146156391258188,3553.936796,1.6531353537423694,5,0.9796900270122919,23
90,COMPLETE,0.44057770477339486,733.896449,4.689238575091261,5,0.9134250817156235,20
91,COMPLETE,0.3809409906067504,769.852844,21.093951636516643,2,0.8635115137102465,7
92,COMPLETE,0.5174062950937397,3345.011296,0.41839813829597783,5,0.7653598478625765,23
93,COMPLETE,0.44677505160987474,756.834838,21.17490308471664,5,0.5752102218159216,11
94,COMPLETE,0.5176664095915818,3452.848299,1.1687373917021708,5,0.8043317678738009,23
95,COMPLETE,0.49191307538404916,3561.671076,2.0199559550467523,5,0.634172841212572,22
96,COMPLETE,0.396048475426633,734.662998,0.5191960662351143,2,0.5957988460593194,5
97,COMPLETE,0.44645224196871214,765.993449,13.580814284762491,2,0.44080209098676215,23
98,COMPLETE,0.4486232946602403,793.700545,1.169157928708573,5,0.7212680476932241,20
99,COMPLETE,0.4455732607058387,770.00121,7.733665712276606,1,0.9149671820358212,23
100,COMPLETE,0.4958781419410229,3342.639374,0.1069457941111489,5,0.7851558594646378,21
101,COMPLETE,0.4862300445337013,3317.079918,0.07006042633561238,5,0.9023154774649824,17
102,COMPLETE,0.4554541856376453,783.442954,0.25666767762926423,5,0.656107190867323,25
