protocol,method,tau,fold,source_file,BA,MacroF1,MacroAUC
A,SCE,0.5,4,results/main_experiment/scratch_adam/training/sce/tau_50/fold_04/test_metrics.json,0.40053207995812123,0.14466107446096774,0.7583379836639184
A,SCE,0.5,5,results/main_experiment/scratch_adam/training/sce/tau_50/fold_05/test_metrics.json,0.4893818087632572,0.16630870478369755,0.8020933483745951
A,SCE,0.5,6,results/main_experiment/scratch_adam/training/sce/tau_50/fold_06/test_metrics.json,0.42070527631368043,0.15635908920058683,0.7699920961686384
A,SCE,0.5,7,results/main_experiment/scratch_adam/training/sce/tau_50/fold_07/test_metrics.json,0.509342593771892,0.16888286467723332,0.8186728691627903
A,SCE,0.5,8,results/main_experiment/scratch_adam/training/sce/tau_50/fold_08/test_metrics.json,0.5227437626896154,0.17827727875489496,0.8247128030944582
A,SCE,0.5,9,results/main_experiment/scratch_adam/training/sce/tau_50/fold_09/test_metrics.json,0.4747195867675223,0.1706384556878318,0.7961186681089865
A,baseline,0.0,0,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_00/test_metrics.json,0.7062642220465929,0.46157700371654775,0.9210307533605359
A,baseline,0.0,1,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_01/test_metrics.json,0.6474004370837315,0.40581255338263816,0.8944843374976978
A,baseline,0.0,2,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_02/test_metrics.json,0.6435795006131132,0.42563516238889576,0.9062209594275036
A,baseline,0.0,3,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_03/test_metrics.json,0.6243701606746869,0.43230224243110843,0.8713598042493406
A,baseline,0.0,4,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_04/test_metrics.json,0.6451967771590386,0.45049366020392984,0.8717379892501337
A,baseline,0.0,5,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_05/test_metrics.json,0.7065640264120457,0.4376059636584485,0.9086864263304715
A,baseline,0.0,6,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_06/test_metrics.json,0.6738050222776132,0.406848958766123,0.9051657597379877
A,baseline,0.0,7,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_07/test_metrics.json,0.7083117445410017,0.47603676758872243,0.910309863347906
A,baseline,0.0,8,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_08/test_metrics.json,0.7153782025783315,0.44645754701765433,0.9141324433505952
A,baseline,0.0,9,results/main_experiment/scratch_adam/training/baseline/tau_00/fold_09/test_metrics.json,0.6658402612496824,0.4456003408317234,0.9014134814331501
A,baseline,0.1,0,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_00/test_metrics.json,0.5650699036042655,0.18563177683750778,0.8605529166149367
A,baseline,0.1,1,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_01/test_metrics.json,0.5067781729335026,0.16422335283445433,0.8151348189798376
A,baseline,0.1,2,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_02/test_metrics.json,0.5476524627446286,0.22845429835615502,0.8613965252550423
A,baseline,0.1,3,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_03/test_metrics.json,0.5514551668897986,0.22232983164593373,0.8357084781874438
A,baseline,0.1,4,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_04/test_metrics.json,0.5405352265252702,0.18527505381033346,0.8255221141449124
A,baseline,0.1,5,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_05/test_metrics.json,0.5586578604195312,0.20886381523538936,0.8548404138991283
A,baseline,0.1,6,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_06/test_metrics.json,0.5318627200837951,0.17157181465549773,0.8365319764085432
A,baseline,0.1,7,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_07/test_metrics.json,0.5646177059793116,0.20140300839583117,0.8468738277626793
A,baseline,0.1,8,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_08/test_metrics.json,0.5488994754308248,0.19593455451376512,0.8475460995351235
A,baseline,0.1,9,results/main_experiment/scratch_adam/training/baseline/tau_10/fold_09/test_metrics.json,0.5414451821160415,0.20182006142151648,0.8299447356834362
A,baseline,0.2,0,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_00/test_metrics.json,0.5340814855629021,0.18382185117581257,0.8541199585653282
A,baseline,0.2,1,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_01/test_metrics.json,0.48582239698123286,0.1578420348467748,0.7931468331974246
A,baseline,0.2,2,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_02/test_metrics.json,0.5463225074976227,0.1977673899075489,0.8545847767484894
A,baseline,0.2,3,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_03/test_metrics.json,0.5082029453407523,0.20311360382365665,0.8060742147369727
A,baseline,0.2,4,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_04/test_metrics.json,0.47450997235258807,0.17627103722519613,0.8006255823891023
A,baseline,0.2,5,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_05/test_metrics.json,0.5609664612528199,0.1932800851631781,0.8410796096606701
A,baseline,0.2,6,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_06/test_metrics.json,0.46003892736376806,0.17636752023677096,0.7815396559696941
A,baseline,0.2,7,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_07/test_metrics.json,0.5375789056658817,0.1734773875198466,0.8259960728246837
A,baseline,0.2,8,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_08/test_metrics.json,0.5620314113046349,0.18891194242233564,0.8421446365958917
A,baseline,0.2,9,results/main_experiment/scratch_adam/training/baseline/tau_20/fold_09/test_metrics.json,0.5178810118937195,0.1834079449610396,0.8141850012861129
A,baseline,0.3,0,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_00/test_metrics.json,0.5334442273870745,0.1717443264404738,0.8412098812750483
A,baseline,0.3,1,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_01/test_metrics.json,0.480523275228745,0.14143509916935273,0.8017928707209079
A,baseline,0.3,2,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_02/test_metrics.json,0.5059345928009523,0.18193191702115966,0.82825760109026
A,baseline,0.3,3,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_03/test_metrics.json,0.4552169270873899,0.16466287199183596,0.8095657106994965
A,baseline,0.3,4,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_04/test_metrics.json,0.5116868184347293,0.18287321108699814,0.8209284655621408
A,baseline,0.3,5,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_05/test_metrics.json,0.5092896404316021,0.15680290656753057,0.820033423313222
A,baseline,0.3,6,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_06/test_metrics.json,0.4154143809184099,0.12937081744278195,0.7702608411369694
A,baseline,0.3,7,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_07/test_metrics.json,0.5053702579620623,0.14718509595286963,0.8259783064213507
A,baseline,0.3,8,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_08/test_metrics.json,0.5370258330394075,0.18312522039236492,0.8266166959872717
A,baseline,0.3,9,results/main_experiment/scratch_adam/training/baseline/tau_30/fold_09/test_metrics.json,0.4713083980650912,0.16297542813625232,0.8100451977519404
A,baseline,0.4,0,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_00/test_metrics.json,0.5017406331396513,0.13286566038569428,0.8344456457757977
A,baseline,0.4,1,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_01/test_metrics.json,0.40929228166254805,0.13890007151289543,0.7706977953084883
A,baseline,0.4,2,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_02/test_metrics.json,0.4643936069051277,0.16638202793659645,0.8225602154725268
A,baseline,0.4,3,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_03/test_metrics.json,0.441559370705258,0.16046033820335853,0.771677936688713
A,baseline,0.4,4,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_04/test_metrics.json,0.3996936819426508,0.147774434985192,0.7795161117634343
A,baseline,0.4,5,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_05/test_metrics.json,0.47060037060343923,0.12976747422653917,0.8089756738436921
A,baseline,0.4,6,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_06/test_metrics.json,0.4279381054904011,0.13406459507170038,0.7752152132433224
A,baseline,0.4,7,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_07/test_metrics.json,0.48766193702596405,0.12682288601085573,0.8045084003652073
A,baseline,0.4,8,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_08/test_metrics.json,0.4831100556934072,0.13532153631133206,0.8110078148473046
A,baseline,0.4,9,results/main_experiment/scratch_adam/training/baseline/tau_40/fold_09/test_metrics.json,0.4809402255859334,0.1448874083045201,0.7995483570318606
A,baseline,0.5,0,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_00/test_metrics.json,0.44375848749972174,0.10286039286114601,0.8016357960697097
A,baseline,0.5,1,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_01/test_metrics.json,0.3803352979808099,0.12409268257534067,0.7573205233814075
A,baseline,0.5,2,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_02/test_metrics.json,0.5024446239884027,0.15550378349118202,0.825693926505928
A,baseline,0.5,3,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_03/test_metrics.json,0.4565758862899195,0.15544170180452474,0.7884985156499379
A,baseline,0.5,4,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_04/test_metrics.json,0.409773407494115,0.12734687095177052,0.7555990845451764
A,baseline,0.5,5,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_05/test_metrics.json,0.4319236027569303,0.11709938841621456,0.7892337720421078
A,baseline,0.5,6,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_06/test_metrics.json,0.41358351945380306,0.11742862313339006,0.7653417228365381
A,baseline,0.5,7,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_07/test_metrics.json,0.48408440301852934,0.1308399385718025,0.8127676986926861
A,baseline,0.5,8,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_08/test_metrics.json,0.4696507446525927,0.1256569902570845,0.8139843492643163
A,baseline,0.5,9,results/main_experiment/scratch_adam/training/baseline/tau_50/fold_09/test_metrics.json,0.4416037862880002,0.12828897249789775,0.7916235667800811
AP,AsyCo,0.0,0,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_00/test_metrics.json,0.7009394250994981,0.4567507232672795,0.9278460179974297
AP,AsyCo,0.0,1,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_01/test_metrics.json,0.6280619694933319,0.3940236222251167,0.9176359647066749
AP,AsyCo,0.0,2,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_02/test_metrics.json,0.6281218145835641,0.4210040246285874,0.9044297668045187
AP,AsyCo,0.0,3,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_03/test_metrics.json,0.7100569894932625,0.47170086709633213,0.9422926666071545
AP,AsyCo,0.0,4,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_04/test_metrics.json,0.5279803676798235,0.38488357623496705,0.8482868580654527
AP,AsyCo,0.0,5,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_05/test_metrics.json,0.6743462150946532,0.44985912124786614,0.9342548108752887
AP,AsyCo,0.0,6,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_06/test_metrics.json,0.7053999208872818,0.4430700569078122,0.9280306377864205
AP,AsyCo,0.0,7,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_07/test_metrics.json,0.6467493874874342,0.4188013431943164,0.9105617972620088
AP,AsyCo,0.0,8,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_08/test_metrics.json,0.681891783782058,0.4465983589566337,0.9323407630419199
AP,AsyCo,0.0,9,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_00/fold_09/test_metrics.json,0.6898965305709904,0.4626291234820035,0.9079825539540493
AP,AsyCo,0.1,0,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_00/test_metrics.json,0.6076007194445175,0.2883558975673025,0.8774215783693858
AP,AsyCo,0.1,1,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_01/test_metrics.json,0.5262438282829817,0.2778402573253,0.8527652300967408
AP,AsyCo,0.1,2,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_02/test_metrics.json,0.6072444118863533,0.3000352042393462,0.8832234757559689
AP,AsyCo,0.1,3,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_03/test_metrics.json,0.6125533883661527,0.29151919274286936,0.8657095583626938
AP,AsyCo,0.1,4,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_04/test_metrics.json,0.5824992058875839,0.311273695051554,0.862171131825959
AP,AsyCo,0.1,5,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_05/test_metrics.json,0.6301649559399587,0.3134011822460266,0.8864405709152453
AP,AsyCo,0.1,6,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_06/test_metrics.json,0.5858979245061348,0.2775724355880115,0.8605248272489493
AP,AsyCo,0.1,7,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_07/test_metrics.json,0.4641480755136424,0.23394843041026125,0.7738672037814096
AP,AsyCo,0.1,8,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_08/test_metrics.json,0.5990885766713493,0.2872267402901692,0.8737084846636095
AP,AsyCo,0.1,9,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_10/fold_09/test_metrics.json,0.6501840039704108,0.29222205967013787,0.8723279894913617
AP,AsyCo,0.2,0,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_00/test_metrics.json,0.5631798782787453,0.23849499842379032,0.8701774829790105
AP,AsyCo,0.2,1,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_01/test_metrics.json,0.5705458403376232,0.2334489399230579,0.8607523165870746
AP,AsyCo,0.2,2,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_02/test_metrics.json,0.6137098725491104,0.2942882458173695,0.8730674852028829
AP,AsyCo,0.2,3,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_03/test_metrics.json,0.4959089938952322,0.24514446561416256,0.8423014924795706
AP,AsyCo,0.2,4,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_04/test_metrics.json,0.4970902943215559,0.2282005796404189,0.793033934495049
AP,AsyCo,0.2,5,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_05/test_metrics.json,0.6383157163794964,0.2860696894376704,0.8688768077005088
AP,AsyCo,0.2,6,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_06/test_metrics.json,0.5522099768585145,0.2449714962306413,0.8600375333315268
AP,AsyCo,0.2,7,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_07/test_metrics.json,0.5856416473843765,0.264475969555468,0.8550104516343723
AP,AsyCo,0.2,8,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_08/test_metrics.json,0.60314769656591,0.2700792726638516,0.872526516584697
AP,AsyCo,0.2,9,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_20/fold_09/test_metrics.json,0.5100636541221296,0.2746534121223532,0.8359058742284164
AP,AsyCo,0.3,0,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_00/test_metrics.json,0.5061054252244305,0.19455420518425331,0.8436222585536308
AP,AsyCo,0.3,1,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_01/test_metrics.json,0.5231672517308728,0.23809223127482898,0.8404327415810415
AP,AsyCo,0.3,2,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_02/test_metrics.json,0.5140442462835709,0.2486713937134105,0.866211471198942
AP,AsyCo,0.3,3,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_03/test_metrics.json,0.5415906292082039,0.23316348014306312,0.8397301233884095
AP,AsyCo,0.3,4,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_04/test_metrics.json,0.5212384604622792,0.21996038437288523,0.844304701808763
AP,AsyCo,0.3,5,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_05/test_metrics.json,0.5397510594047787,0.22960929307638422,0.8398130270159634
AP,AsyCo,0.3,6,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_06/test_metrics.json,0.5487203498447923,0.21064086552144998,0.8302556631370112
AP,AsyCo,0.3,7,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_07/test_metrics.json,0.5776293917328713,0.23504986024525712,0.8553161282187091
AP,AsyCo,0.3,8,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_08/test_metrics.json,0.5861665738212082,0.23866873213893167,0.8751879999739318
AP,AsyCo,0.3,9,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_30/fold_09/test_metrics.json,0.5336010452136366,0.2041966340997399,0.849222520803763
AP,AsyCo,0.4,0,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_00/test_metrics.json,0.5326001981220747,0.2090407452373174,0.8320715090067853
AP,AsyCo,0.4,1,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_01/test_metrics.json,0.47933216789605154,0.1428696475769347,0.8187767058687284
AP,AsyCo,0.4,2,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_02/test_metrics.json,0.5990776105832284,0.26802829756777435,0.8718190318079516
AP,AsyCo,0.4,3,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_03/test_metrics.json,0.5394208558055537,0.2258340095632703,0.8371268454924934
AP,AsyCo,0.4,4,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_04/test_metrics.json,0.5172246126456631,0.20155150049640164,0.8390026215269263
AP,AsyCo,0.4,5,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_05/test_metrics.json,0.541172286463827,0.201645055237418,0.8400755911315088
AP,AsyCo,0.4,6,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_06/test_metrics.json,0.5332644379998178,0.21569637117520596,0.8124489073826798
AP,AsyCo,0.4,7,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_07/test_metrics.json,0.5199181862551382,0.20266610490919632,0.8424364439331959
AP,AsyCo,0.4,8,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_08/test_metrics.json,0.5651731585059385,0.19171687809542773,0.8689634820973636
AP,AsyCo,0.4,9,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_40/fold_09/test_metrics.json,0.5034255615910388,0.21988376158778136,0.8341177222276311
AP,AsyCo,0.5,0,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_00/test_metrics.json,0.4847303447705151,0.16246150718102054,0.8294155933117228
AP,AsyCo,0.5,1,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_01/test_metrics.json,0.49909153713282794,0.1810596243286741,0.8147436447827883
AP,AsyCo,0.5,2,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_02/test_metrics.json,0.48084746936250805,0.15247932179188664,0.8120600171980469
AP,AsyCo,0.5,3,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_03/test_metrics.json,0.48079803326946824,0.1978569072125431,0.8234651148356725
AP,AsyCo,0.5,4,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_04/test_metrics.json,0.51715491104109,0.22639912609478596,0.812177100683128
AP,AsyCo,0.5,5,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_05/test_metrics.json,0.5072896434601085,0.1753757114364682,0.8301458062595977
AP,AsyCo,0.5,6,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_06/test_metrics.json,0.4905555505941455,0.1944390353051422,0.8087281283513053
AP,AsyCo,0.5,7,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_07/test_metrics.json,0.58398589464226,0.21687913825042124,0.846113468233031
AP,AsyCo,0.5,8,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_08/test_metrics.json,0.5604173604715496,0.21688075819673888,0.8615050086056307
AP,AsyCo,0.5,9,results/main_experiment/pretrained_adam/training/asyco_divmix/tau_50/fold_09/test_metrics.json,0.5110117924005606,0.19602727922186355,0.8100076070223388
AP,ELR,0.0,0,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_00/test_metrics.json,0.67660296183572,0.38004037884531466,0.888112175711094
AP,ELR,0.0,1,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_01/test_metrics.json,0.6814990090089869,0.3766048444588895,0.8926789884881192
AP,ELR,0.0,2,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_02/test_metrics.json,0.6452402428945696,0.39366169975751003,0.9010905910795801
AP,ELR,0.0,3,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_03/test_metrics.json,0.6404604253445868,0.4180388589987202,0.8537203333072733
AP,ELR,0.0,4,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_04/test_metrics.json,0.5910970954062847,0.369114789066399,0.8757165847460241
AP,ELR,0.0,5,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_05/test_metrics.json,0.7089033421303661,0.4232999938276986,0.9080806578571596
AP,ELR,0.0,6,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_06/test_metrics.json,0.738263698058686,0.5391879567502675,0.9359540605802742
AP,ELR,0.0,7,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_07/test_metrics.json,0.7051583160202097,0.4264106527268015,0.9034122830210131
AP,ELR,0.0,8,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_08/test_metrics.json,0.6821623275573645,0.4173548283864008,0.9112451482248217
AP,ELR,0.0,9,results/main_experiment/pretrained_adam/training/elr/tau_00/fold_09/test_metrics.json,0.6486842105603029,0.4264618190117879,0.9003325238518137
AP,ELR,0.1,0,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_00/test_metrics.json,0.6040379627774438,0.21783691770033622,0.8526388951905827
AP,ELR,0.1,1,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_01/test_metrics.json,0.5993121838347842,0.24825694426708161,0.8534931107453436
AP,ELR,0.1,2,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_02/test_metrics.json,0.6368010253954954,0.2721054038262193,0.8686876820743039
AP,ELR,0.1,3,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_03/test_metrics.json,0.5773164108370219,0.25073445888333057,0.8506234020503214
AP,ELR,0.1,4,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_04/test_metrics.json,0.5508152008239184,0.23660392297657779,0.851970559710605
AP,ELR,0.1,5,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_05/test_metrics.json,0.6488578038135667,0.2657955435795207,0.8599647153497375
AP,ELR,0.1,6,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_06/test_metrics.json,0.6030590890707527,0.2533238145443056,0.8610731774459053
AP,ELR,0.1,7,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_07/test_metrics.json,0.6017185965978948,0.24486528831128448,0.846274924533296
AP,ELR,0.1,8,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_08/test_metrics.json,0.6766006916076728,0.25613585887790724,0.8772946031004681
AP,ELR,0.1,9,results/main_experiment/pretrained_adam/training/elr/tau_10/fold_09/test_metrics.json,0.6312522927526004,0.25217872649897494,0.8510005209559639
AP,ELR,0.2,0,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_00/test_metrics.json,0.6330269485073131,0.2542480703387363,0.8618690398099936
AP,ELR,0.2,1,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_01/test_metrics.json,0.562723318640219,0.2094237520332396,0.8357406829002177
AP,ELR,0.2,2,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_02/test_metrics.json,0.6362238248182949,0.2530453643842631,0.8554782808419018
AP,ELR,0.2,3,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_03/test_metrics.json,0.5649917155630179,0.23437425313588894,0.835120003670301
AP,ELR,0.2,4,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_04/test_metrics.json,0.6215850765408394,0.24928292844723968,0.8388716386944746
AP,ELR,0.2,5,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_05/test_metrics.json,0.6627876646736848,0.2692932483052493,0.864946146298169
AP,ELR,0.2,6,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_06/test_metrics.json,0.5600503848998478,0.23682052762603517,0.8167579681061674
AP,ELR,0.2,7,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_07/test_metrics.json,0.6345708510874573,0.2401782971256709,0.8512976645955163
AP,ELR,0.2,8,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_08/test_metrics.json,0.6419821234299017,0.23820847209735022,0.8645501268891346
AP,ELR,0.2,9,results/main_experiment/pretrained_adam/training/elr/tau_20/fold_09/test_metrics.json,0.5859091871206933,0.2317397643733748,0.8396251776417805
AP,ELR,0.3,0,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_00/test_metrics.json,0.5242436385493889,0.2007303820629151,0.8197941785107657
AP,ELR,0.3,1,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_01/test_metrics.json,0.49327052583539255,0.17193037061182345,0.80146212174446
AP,ELR,0.3,2,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_02/test_metrics.json,0.561811000059848,0.22238030487265328,0.836702632519129
AP,ELR,0.3,3,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_03/test_metrics.json,0.5792637112692665,0.21845593646641107,0.8310831010289608
AP,ELR,0.3,4,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_04/test_metrics.json,0.5291510615478128,0.20186318520597904,0.7925413731456549
AP,ELR,0.3,5,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_05/test_metrics.json,0.5954514354656348,0.21308310183670123,0.8403923401259907
AP,ELR,0.3,6,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_06/test_metrics.json,0.5244309920391227,0.20869725242386217,0.7998942413292214
AP,ELR,0.3,7,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_07/test_metrics.json,0.578226049960438,0.20254044620363418,0.8318596829275414
AP,ELR,0.3,8,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_08/test_metrics.json,0.6126199515718481,0.21775495417707752,0.8453115523577888
AP,ELR,0.3,9,results/main_experiment/pretrained_adam/training/elr/tau_30/fold_09/test_metrics.json,0.6012581522675474,0.22754915977244589,0.843768203160083
AP,ELR,0.4,0,results/main_experiment/pretrained_adam/training/elr/tau_40/fold_00/test_metrics.json,0.4864624379438545,0.18144140242204254,0.8025367968351649
AP,ELR,0.4,1,results/main_experiment/pretrained_adam/training/elr/tau_40/fold_01/test_metrics.json,0.5006525635031946,0.17100446962809843,0.7777256467983916
AP,ELR,0.4,2,results/main_experiment/pretrained_adam/training/elr/tau_40/fold_02/test_metrics.json,0.5608697893794617,0.19585419513518978,0.8291231322091718
AP,ELR,0.4,3,results/main_experiment/pretrained_adam/training/elr/tau_40/fold_03/test_metrics.json,0.5079370453841763,0.18754312742021556,0.7840837407430129
AP,ELR,0.4,4,results/main_experiment/pretrained_adam/training/elr/tau_40/fold_04/test_metrics.json,0.5241297026173716,0.19136013655262585,0.8156761773358154
AP,ELR,0.4,5,results/main_experiment/pretrained_adam/training/elr/tau_40/fold_05/test_metrics.json,0.5148841960243444,0.17963411535528268,0.8118537833683047
