protocol,metric,tau,rank,method,mean,lo,hi,n,gap_to_next
AP,MacroF1,0.3,4,baseline,0.20574516630436154,0.1980335683553745,0.21365134530346275,10,
AP,MacroF1,0.4,1,SCE,0.27695004404903095,0.26390277654472005,0.29061448875947404,10,0.0690568069043582
AP,MacroF1,0.4,2,AsyCo,0.20789323714467275,0.18936735832652976,0.22620671145666726,10,0.019518335763811318
AP,MacroF1,0.4,3,baseline,0.18837490138086144,0.18308294556626062,0.19367630701869928,10,0.0074387087537481356
AP,MacroF1,0.4,4,ELR,0.1809361926271133,0.17605024852763979,0.1860428821674056,10,
AP,MacroF1,0.5,1,SCE,0.23331129460074282,0.22494605828437392,0.24275879050837307,10,0.04132545369878837
AP,MacroF1,0.5,2,AsyCo,0.19198584090195445,0.17770184849764173,0.20627299645176617,10,0.022359122617975097
AP,MacroF1,0.5,3,baseline,0.16962671828397935,0.16026498797154598,0.17829695601230117,10,0.008215006849212697
AP,MacroF1,0.5,4,ELR,0.16141171143476665,0.15547660616473233,0.16737960039901018,10,
AP,MacroAUC,0.0,1,SCE,0.9590258108054097,0.9546284099235736,0.9632642950455089,10,0.013937137760389628
AP,MacroAUC,0.0,2,baseline,0.9450886730450201,0.9408471473015917,0.9493337020862016,10,0.02972248933492827
AP,MacroAUC,0.0,3,AsyCo,0.9153661837100918,0.8980498141778314,0.9287240555026332,10,0.01833184902337448
AP,MacroAUC,0.0,4,ELR,0.8970343346867173,0.8837502296766079,0.909824814371282,10,
AP,MacroAUC,0.1,1,SCE,0.9077671929164497,0.8995527963982747,0.9151001428093242,10,0.031793784219207866
AP,MacroAUC,0.1,2,baseline,0.8759734086972418,0.8694680121112709,0.8829305411688879,10,0.015157403646109513
AP,MacroAUC,0.1,3,AsyCo,0.8608160050511323,0.8392970078056482,0.875488030690528,10,0.0035138459354796536
AP,MacroAUC,0.1,4,ELR,0.8573021591156527,0.852130659833387,0.8633248614970845,10,
AP,MacroAUC,0.2,1,SCE,0.8902631629922799,0.8821692437982563,0.898718480134719,10,0.02765791238513393
AP,MacroAUC,0.2,2,baseline,0.862605250607146,0.8536159498882888,0.8704203524219382,10,0.009436261084835196
AP,MacroAUC,0.2,3,AsyCo,0.8531689895223108,0.837238652460819,0.8655100136157915,10,0.006743316577545122
AP,MacroAUC,0.2,4,ELR,0.8464256729447657,0.8369576456298511,0.8553986446019906,10,
AP,MacroAUC,0.3,1,SCE,0.8650209675987002,0.854315192472999,0.8750568690196421,10,0.01661130403068367
AP,MacroAUC,0.3,2,AsyCo,0.8484096635680165,0.8410916498618164,0.8569813581783146,10,0.015381705526550937
AP,MacroAUC,0.3,3,baseline,0.8330279580414656,0.8193724149593308,0.846574523885392,10,0.008747015356506016
AP,MacroAUC,0.3,4,ELR,0.8242809426849595,0.8123603647609245,0.8351775985955749,10,
AP,MacroAUC,0.4,1,AsyCo,0.8396838860475265,0.8291147325276302,0.8511284020179628,10,0.0040522546631935885
AP,MacroAUC,0.4,2,SCE,0.8356316313843329,0.8282158117488476,0.8429186421805573,10,0.013359441643390091
AP,MacroAUC,0.4,3,baseline,0.8222721897409428,0.8134426497978183,0.8302981056629112,10,0.01930222803114101
AP,MacroAUC,0.4,4,ELR,0.8029699617098018,0.7921077480345622,0.8138545888148198,10,
AP,MacroAUC,0.5,1,AsyCo,0.8248361489283262,0.815426966210373,0.8359096735587211,10,0.005797802920778916
AP,MacroAUC,0.5,2,SCE,0.8190383460075473,0.8080604793792674,0.8288183115066202,10,0.019068292455672986
AP,MacroAUC,0.5,3,baseline,0.7999700535518743,0.7847832012503958,0.8137774824111914,10,0.01722875991732653
AP,MacroAUC,0.5,4,ELR,0.7827412936345478,0.7684126841268631,0.797587372187236,10,
