protocol,metric,tau,rank,method,mean,lo,hi,n,gap_to_next
SP,MacroF1,0.5,4,AsyCo,0.17798422727259738,0.15814455718926124,0.1991075543981214,10,
SP,MacroAUC,0.0,1,SCE,0.9658159815090542,0.9629932913066356,0.9686861432408751,10,0.029255919257474616
SP,MacroAUC,0.0,2,baseline,0.9365600622515796,0.9302260425271653,0.942479098421572,10,0.026979168084267147
SP,MacroAUC,0.0,3,AsyCo,0.9095808941673125,0.8930849021948032,0.9242651098195579,10,0.020411586322329645
SP,MacroAUC,0.0,4,ELR,0.8891693078449828,0.8815653569341397,0.8958381207765196,10,
SP,MacroAUC,0.1,1,SCE,0.9192606293013872,0.9077530307123995,0.9300913418714054,10,0.033934014948104885
SP,MacroAUC,0.1,2,baseline,0.8853266143532823,0.8766913063233419,0.8942370767748966,10,0.018684572545721312
SP,MacroAUC,0.1,3,AsyCo,0.866642041807561,0.8526320572451936,0.8790752240932284,10,0.006153505771907319
SP,MacroAUC,0.1,4,ELR,0.8604885360356537,0.8510699760623668,0.8694722231342653,10,
SP,MacroAUC,0.2,1,SCE,0.9093212739136858,0.9055368469944621,0.9135381546226256,10,0.03706470417464336
SP,MacroAUC,0.2,2,baseline,0.8722565697390424,0.8616825974082206,0.8821484957036642,10,0.014512464803913327
SP,MacroAUC,0.2,3,AsyCo,0.8577441049351291,0.8458847586549468,0.8681179880804709,10,0.011119949549807107
SP,MacroAUC,0.2,4,ELR,0.846624155385322,0.8357875041689523,0.8573270118464733,10,
SP,MacroAUC,0.3,1,SCE,0.8872490380726118,0.8796899584087952,0.8942198629631736,10,0.036724572245804166
SP,MacroAUC,0.3,2,baseline,0.8505244658268076,0.8420332087327066,0.8587447844001853,10,0.023405626175263983
SP,MacroAUC,0.3,3,AsyCo,0.8271188396515436,0.8100224969418568,0.8427586038864697,10,0.001209361353455507
SP,MacroAUC,0.3,4,ELR,0.8259094782980881,0.8151591327668779,0.8355841546481325,10,
SP,MacroAUC,0.4,1,SCE,0.8612260055957186,0.8526714440207097,0.8691362376906107,10,0.01957422551783461
SP,MacroAUC,0.4,2,AsyCo,0.841651780077884,0.8277216849073045,0.8547289227312403,10,0.009843015114950115
SP,MacroAUC,0.4,3,baseline,0.8318087649629339,0.8203688609385192,0.8428097368615993,10,0.03439629796769894
SP,MacroAUC,0.4,4,ELR,0.7974124669952349,0.7803774464240554,0.8137444312048026,10,
SP,MacroAUC,0.5,1,SCE,0.8400969874014959,0.8306194432629732,0.8495302053158739,10,0.013938645060485477
SP,MacroAUC,0.5,2,AsyCo,0.8261583423410104,0.8120516440177874,0.8411959255324167,10,0.008511638777030761
SP,MacroAUC,0.5,3,baseline,0.8176467035639796,0.811957899668913,0.8237268423791367,10,0.033618962054299595
SP,MacroAUC,0.5,4,ELR,0.78402774150968,0.7718920248218658,0.7968370950763941,10,
A,BA,0.0,1,SCE,0.6995243799973526,0.6698076219446147,0.7235961588593948,10,0.025853344533768974
A,BA,0.0,2,baseline,0.6736710354635836,0.6540346806374521,0.693478488700869,10,0.08822699799839351
