trial,state,value,duration_s,param_lambda_u,param_K,param_temperature,param_warmup_epochs
81,COMPLETE,0.6381739069533949,3316.181412,0.3388620442723089,5,0.9321256017271976,24
82,COMPLETE,0.6071802383787059,3331.637924,3.034359673790311,5,0.9873625381438997,25
83,COMPLETE,0.6100090660534008,3319.028441,1.485272872798563,5,0.8318448104144908,25
84,COMPLETE,0.6446706194690733,3325.194801,0.10674833133669703,5,0.8133026604676654,24
85,COMPLETE,0.6187804454722396,3338.68012,1.1743450985530008,3,0.7910868452849539,25
86,COMPLETE,0.6247290784012876,3329.845073,0.2071345206677503,5,0.9951065743420227,23
87,COMPLETE,0.636908717888204,3336.702971,0.3691989968567243,5,0.817727562880239,24
88,COMPLETE,0.6087645457871786,3320.915874,0.7948913603816897,5,0.9912990458878822,22
89,COMPLETE,0.6222198446894751,3369.514672,1.082193616291641,5,0.6866365471134184,25
90,COMPLETE,0.6420716827211151,3320.355643,0.2656371231801029,5,0.804426480740514,24
91,COMPLETE,0.6251376759156045,3326.597705,0.676802383727582,2,0.6353445085623235,20
92,COMPLETE,0.6127117252186765,3316.11791,0.16974337261216904,2,0.6405389821509259,21
93,RUNNING,,,0.05671414007128972,5,0.8437463668191117,23
94,COMPLETE,0.6272336459578426,3496.407962,0.43441467481130125,2,0.9799839432662991,25
95,COMPLETE,0.6014459288826174,3451.170344,0.8971139187202843,2,0.9644298645968822,22
96,COMPLETE,0.6057125312241396,3392.264771,1.1123931069172674,4,0.9537403700969851,24
97,COMPLETE,0.49977171174894525,746.380004,23.674046909753734,4,0.3082694059010769,7
98,COMPLETE,0.575703727267338,1509.942911,1.7908217633865666,2,0.6288867639245614,18
99,COMPLETE,0.542650785551082,727.64623,9.379911246358052,2,0.6887166316073375,20
100,COMPLETE,0.5588133057775699,767.500794,1.8052651133414508,2,0.9879262626018762,23
101,COMPLETE,0.6176935934977508,3307.114491,1.2176243139184546,5,0.7737711769691367,25
