protocol,method,tau,epoch,n,nta,nta_lo,nta_hi,lnmr,lnmr_lo,lnmr_hi
AP,SCE,0.4,90,10,0.2306625106721754,0.20344232489688582,0.2577971003437464,0.43517526304479237,0.41074025374286255,0.4605361569115027
AP,SCE,0.4,120,10,0.23565771673519142,0.2143811109339928,0.25521995291838884,0.5157196332197055,0.4943624499110458,0.5358574731800296
AP,SCE,0.4,149,10,0.23035273312055052,0.214149168233289,0.24560954097146523,0.5335460908924062,0.5172570701237439,0.5493468584069804
AP,SCE,0.5,0,10,0.09037449149583673,0.05934503238038089,0.13480112225661622,0.20560826447049182,0.1412491852974354,0.2803843525850035
AP,SCE,0.5,30,10,0.11085694705374893,0.09902347436150644,0.12110646379177097,0.32711811214135006,0.27927795990719223,0.36525627268064365
AP,SCE,0.5,60,10,0.130737214616339,0.11857525683880007,0.14467468393857622,0.3998646981214244,0.3751559580393985,0.42417153551017944
AP,SCE,0.5,90,10,0.1376385519732693,0.12522386052215215,0.15039844310383052,0.4627760180789947,0.43981957478856554,0.48596789094968024
AP,SCE,0.5,120,10,0.15910991704120628,0.14622855569792578,0.1717684215509829,0.531188820360114,0.5119635888546037,0.550186527903715
AP,SCE,0.5,149,10,0.16718690760362648,0.15381530960634568,0.18122029512903637,0.5499470523692933,0.5340957154098922,0.5666827960945602
AP,baseline,0.1,0,10,0.05664909983391422,0.044826953091888985,0.0690812775404869,0.13994406786742303,0.11267434480355781,0.1673276923190605
AP,baseline,0.1,30,10,0.11289187758039791,0.09881950246155773,0.12606344999170038,0.3429329723660927,0.2963195690418015,0.38933317630271913
AP,baseline,0.1,60,10,0.11544344166991187,0.10855954294163647,0.12263648888800688,0.428354930414842,0.40602967274235524,0.4499022624991446
AP,baseline,0.1,90,10,0.12123209325127612,0.11482682590740328,0.1275008621985041,0.5664886537959404,0.5458286973600982,0.5882312637901551
AP,baseline,0.1,120,10,0.12149245575565129,0.1159599519383272,0.12693885180009243,0.662209368358355,0.6470054535419852,0.677910335885907
AP,baseline,0.1,149,10,0.11942386904412483,0.11392262495696884,0.12471107246376847,0.6930969105237256,0.6740780035199363,0.7110569537158211
AP,baseline,0.2,0,10,0.061273589157391006,0.04854669136793018,0.07656423418527084,0.1418099276215355,0.11721839204461659,0.18099011066383247
AP,baseline,0.2,30,10,0.10494223773353643,0.09453862746738115,0.11641984805979368,0.32645773210685747,0.28862082927766125,0.3625630857151611
AP,baseline,0.2,60,10,0.11207300597271777,0.10577937648929533,0.1190206756541552,0.416235615100213,0.3810250772006937,0.45445457955183416
AP,baseline,0.2,90,10,0.11038984307618734,0.10633764101689808,0.11436086402608472,0.5297320490707069,0.5137554764674461,0.54480904791785
AP,baseline,0.2,120,10,0.11560652357105275,0.11115635535166053,0.11964457300620045,0.638479520283793,0.6275731081454179,0.6484417804053693
AP,baseline,0.2,149,10,0.11605336431217209,0.11048608623348524,0.12049833224642291,0.6625335167439205,0.6471987335542113,0.6777374316784976
AP,baseline,0.3,0,10,0.0552679687321319,0.05075770198919132,0.0604578838211689,0.12831916413336067,0.11370174539273327,0.1438131928267185
AP,baseline,0.3,30,10,0.08635850789292482,0.07681988350719941,0.0950209371909511,0.27518232674987086,0.25264588796749377,0.2972136817291286
AP,baseline,0.3,60,10,0.09924031625851595,0.09339602836170266,0.1050482056545602,0.37114858912461635,0.34651957708088504,0.39723325674222815
AP,baseline,0.3,90,10,0.09737176369390829,0.09299925797810968,0.10174322626450229,0.48277521349051356,0.4612886569376348,0.5082620246503029
AP,baseline,0.3,120,10,0.10633263319775565,0.10416984268391569,0.10856232125265587,0.5875979353911311,0.5711039629039971,0.6061465761642776
AP,baseline,0.3,149,10,0.1092809262051313,0.10669505128443499,0.11184162017309343,0.6198144231055635,0.6125926337333383,0.627126777000825
AP,baseline,0.4,0,10,0.05062464208719453,0.03954931293689155,0.062307625236851696,0.140090522367896,0.10512938965085253,0.18362998486170254
AP,baseline,0.4,30,10,0.08461390364117316,0.07654797360035823,0.09447317405106007,0.25494909882343364,0.2196187027255093,0.2954676667636037
AP,baseline,0.4,60,10,0.08968089881902687,0.08643781780018749,0.09282846427932098,0.327803435439871,0.31443940606365417,0.3432565724360691
AP,baseline,0.4,90,10,0.09484486387825632,0.09081763677379329,0.09850027498876182,0.4575805520681442,0.4359848426674713,0.4756103397943607
AP,baseline,0.4,120,10,0.10129755693890737,0.09710520967345948,0.10550729840658724,0.5418881541997551,0.531350002437509,0.5525658612171837
AP,baseline,0.4,149,10,0.1024024040084289,0.0996027592012397,0.10522280963651769,0.5703172762678367,0.5576676052206995,0.5817099643171759
AP,baseline,0.5,0,10,0.05419381566702373,0.04922234997794114,0.058727653640408446,0.12745865588138633,0.11847141892219293,0.14064635002304182
AP,baseline,0.5,30,10,0.07630399089364646,0.06786769324417394,0.0831179198768354,0.21905781537169614,0.194262573363554,0.24340650281063816
AP,baseline,0.5,60,10,0.08274006359356287,0.07826572164834926,0.08810186625481596,0.31668381792943245,0.2984950615452893,0.33626990341874663
AP,baseline,0.5,90,10,0.09721673189691268,0.088841835445418,0.10920277567639798,0.40578292088419704,0.386209462210551,0.42358785655572034
AP,baseline,0.5,120,10,0.09686012318431787,0.09306599263412282,0.1008908306778035,0.5012870634012422,0.4854831426853053,0.5179859661793025
AP,baseline,0.5,149,10,0.10015132236624233,0.09730671107458065,0.1033996191945279,0.5268562850402962,0.5172199851659439,0.5364959882414485
S,AsyCo,0.1,0,10,0.027357997945290945,0.01843590170079844,0.03812234887767062,0.08297835778048705,0.07218696986893931,0.09400310601047424
S,AsyCo,0.1,30,10,0.10589928077622712,0.0973516400916886,0.11483748013174885,0.24160549105545442,0.22345302815066478,0.26087441608672024
S,AsyCo,0.1,60,10,0.10091556774350074,0.09563100633366992,0.10670444959737055,0.24615068128934642,0.23429896904834613,0.2582784381370605
S,AsyCo,0.1,90,10,0.1025696133456849,0.09299917314376929,0.1139207563459799,0.24524115195159574,0.23296610845767468,0.2577273199087478
S,AsyCo,0.1,120,10,0.11713482686604512,0.09784031041133737,0.14229911440084744,0.24839563133990405,0.2250954110521859,0.27142333540053587
S,AsyCo,0.1,149,10,0.10417683062176575,0.09345765884144727,0.11677890839541107,0.2390873201357227,0.21645385345359253,0.261161413886678
S,AsyCo,0.2,0,10,0.02999075659716169,0.02189724329184504,0.04124058972457897,0.10945615249478369,0.07495398914199447,0.16627943186753386
S,AsyCo,0.2,30,10,0.0963668083388308,0.08577120508786829,0.10693705830968542,0.21539248768590583,0.1898236162077609,0.24417533082637413
S,AsyCo,0.2,60,10,0.10097150154898324,0.09377748995111158,0.10682450329508782,0.23514514079744514,0.22237362816293918,0.24865873988308157
S,AsyCo,0.2,90,10,0.10127147408834569,0.09294848758031515,0.10960062251204443,0.23098364142831856,0.21301783815314576,0.2514807796628732
S,AsyCo,0.2,120,10,0.10609940544187238,0.09884030628009294,0.11162932953918847,0.24363853472994754,0.23071820188200828,0.2587794674936156
S,AsyCo,0.2,149,10,0.10307708834876605,0.09400006384065948,0.11083687950797412,0.2398171102583994,0.22463500291794342,0.2546029834605772
S,AsyCo,0.3,0,10,0.025316980611051317,0.018836280864779568,0.03230894802867119,0.08886600914718869,0.0786873701497463,0.09859153418836139
S,AsyCo,0.3,30,10,0.08980253710666722,0.08282110141631745,0.09572075977221442,0.21749913000678295,0.19712860172967134,0.23908512012393165
S,AsyCo,0.3,60,10,0.09531022406897786,0.08841929940970232,0.1025095077103458,0.22505972713603845,0.20847002405630885,0.2421996950093362
S,AsyCo,0.3,90,10,0.09357328859538397,0.08864301956186932,0.09809580560985431,0.23081904273026357,0.22194772949711597,0.24019032459462064
S,AsyCo,0.3,120,10,0.09754169414665206,0.09131093592225666,0.10391707136869661,0.23317838685889716,0.21811338720990534,0.2504486126814886
S,AsyCo,0.3,149,10,0.09289647436769678,0.08951550718206448,0.09589857292202517,0.22771056231582842,0.21665961179855375,0.23911874515603726
S,AsyCo,0.4,0,10,0.035775659384272185,0.025418517323546323,0.04624058826691611,0.1053421412939487,0.08675694609047997,0.1297803195129747
S,AsyCo,0.4,30,10,0.09484134427042057,0.08361250191855997,0.10950813202814245,0.21696511000245455,0.20548158034044128,0.22972893609591133
S,AsyCo,0.4,60,10,0.09503530784192203,0.08532060455991664,0.1064244013770743,0.21126578464215737,0.20055040588909187,0.22364572687628587
S,AsyCo,0.4,90,10,0.10183072704013367,0.08793344771281046,0.11874208236310081,0.22575900276219837,0.21025487685116548,0.24190083075297983
S,AsyCo,0.4,120,10,0.09486700632248056,0.08428709812318394,0.10643111807685648,0.2207800611202031,0.20000597973838438,0.2434059279562964
S,AsyCo,0.4,149,10,0.10220429289283246,0.08705278816245438,0.12144994426746937,0.22333792187138174,0.20439233919259628,0.24666183717480436
S,AsyCo,0.5,0,10,0.030653659048240023,0.02443519457500807,0.036992879647704466,0.09453985987674078,0.08159947337321267,0.1116673591618269
S,AsyCo,0.5,30,10,0.08297690223681042,0.07516596481922747,0.0916614044340484,0.1984910012042487,0.17946513817779147,0.21676384945808694
S,AsyCo,0.5,60,10,0.08136675620098908,0.07393552952588495,0.08880747249113174,0.20760403910497124,0.19482465868277044,0.21925704279668862
S,AsyCo,0.5,90,10,0.08371087002005441,0.07481071433926618,0.09459005603233032,0.21303080689403867,0.20035296941856365,0.22540735708421006
S,AsyCo,0.5,120,10,0.08648692829808216,0.07953767439088763,0.09307879123777646,0.22316161449078042,0.20837815339181148,0.2397155671865649
S,AsyCo,0.5,149,10,0.08536207643741511,0.07555680022333544,0.09622029926112338,0.20946240513935588,0.19808894234090016,0.22072840708646688
S,ELR,0.1,0,10,0.024049923459708966,0.014525821379129814,0.03730798928983862,0.09096113583953502,0.0668088363077516,0.12838557564661732
S,ELR,0.1,30,10,0.08006137448830594,0.0696650532107297,0.09016747253258936,0.20348607000063462,0.1822823098035292,0.22866493028103885
S,ELR,0.1,60,10,0.08694482612558219,0.07765414704379163,0.09766288272431102,0.2640518067446519,0.23507669513463822,0.3006093480070965
S,ELR,0.1,90,10,0.10195088979481334,0.09123960177326247,0.11149884192134961,0.33373659468421646,0.3135555650479485,0.35490685365658187
S,ELR,0.1,120,10,0.10611102219282371,0.09873963802505106,0.11290031228347042,0.4045964723909726,0.38556938876706986,0.423839750880454
S,ELR,0.1,149,10,0.11045802954994162,0.10488448490045928,0.11654827563995981,0.4409838483109262,0.42067864763067,0.4592218751831846
S,ELR,0.2,0,10,0.026272252608353263,0.018392667528428216,0.03462765284884933,0.08727530429063762,0.0745058811734517,0.10171372965970855
S,ELR,0.2,30,10,0.06799139392350236,0.06336845753902946,0.07313541590761362,0.18014357256315225,0.16694850354797583,0.1955141796778804
S,ELR,0.2,60,10,0.08231648474461697,0.07485739434951749,0.08932595094201731,0.23487144900573428,0.21346988667121045,0.25558311540391065
S,ELR,0.2,90,10,0.09139609691473008,0.08740614284411831,0.09546859211753098,0.30931304306958773,0.2929790677528332,0.3239739145972474
S,ELR,0.2,120,10,0.10176223073699053,0.0972876953570388,0.10655822192488414,0.37757836480657925,0.36268477664049315,0.3924014483722488
S,ELR,0.2,149,10,0.10344167150469856,0.09792839029619921,0.10851755851491231,0.4150091619890534,0.39506040973031237,0.43285701735583926
S,ELR,0.3,0,10,0.032486519826124424,0.022903002978326426,0.041920045046038155,0.10901203984756061,0.07995898283823126,0.1513559064891633
S,ELR,0.3,30,10,0.060482534655234246,0.053739547805258095,0.067620540887405,0.15190143138870088,0.13807877669435695,0.16677336408392765
S,ELR,0.3,60,10,0.07936093791129314,0.07283313293071209,0.08652766775993732,0.22042344356077653,0.20601449833456195,0.2358034358314381
S,ELR,0.3,90,10,0.0795466703333654,0.07202539723239011,0.0874240509505821,0.2435001514237752,0.22920093245904147,0.25874558740809595
S,ELR,0.3,120,10,0.08756901776817394,0.08283202245522224,0.09256384268282844,0.32436042713980096,0.31380081457395737,0.33476189116649574
S,ELR,0.3,149,10,0.09006791257736706,0.0866181020071204,0.09337898268756761,0.36266372426044996,0.35253642164081533,0.372941141919371
S,ELR,0.4,0,10,0.03397696799157391,0.026764820098754943,0.04081658549981426,0.10247709457271481,0.08516258445692755,0.12562120281699724
S,ELR,0.4,30,10,0.060982308834255504,0.05346723537451546,0.06773372042843442,0.15735695087846924,0.143086429762654,0.17008650264032538
S,ELR,0.4,60,10,0.07028553667418232,0.06686069919275416,0.0738933024013837,0.187897363626666,0.17702657524120358,0.19922010157573294
S,ELR,0.4,90,10,0.07407870055870316,0.06702544596520588,0.08190285342306877,0.23314592852202237,0.20929382791452855,0.2599352488254116
S,ELR,0.4,120,10,0.07718188528431841,0.07323170846321145,0.08087121486165337,0.2981917503355992,0.2827869568104799,0.3135480237195289
S,ELR,0.4,149,10,0.0790484446130085,0.07612383445145467,0.08225141537817268,0.33151931366284215,0.3214570484862022,0.34102630450986715
S,ELR,0.5,0,10,0.02965962728489911,0.023218547118118646,0.03585552111764912,0.08222143345029533,0.07322135276562616,0.09306907726492619
S,ELR,0.5,30,10,0.06081484250375252,0.056375224936967824,0.06569311490202923,0.14455393266792882,0.1381723558517038,0.15160860725064657
S,ELR,0.5,60,10,0.06353745426184451,0.059065990412391224,0.06810389371261348,0.16904104420029403,0.15896756108954518,0.17909446326230924
S,ELR,0.5,90,10,0.06730400985420588,0.06333297077329357,0.07145921657013166,0.2159903473464689,0.20054018572409832,0.2335766575214233
S,ELR,0.5,120,10,0.06842104744522298,0.06555032713355195,0.07065023485536534,0.2578335455605819,0.2488363313785076,0.26615143029555155
S,ELR,0.5,149,10,0.07057261261251813,0.06705650138525672,0.07356173025886788,0.29483077966814686,0.28344316587333435,0.30427227165680487
S,SCE,0.1,0,10,0.08952165686154916,0.08162789232779157,0.09776465746153312,0.2891376232587811,0.23943781877496245,0.3396656637487923
S,SCE,0.1,30,10,0.37360896093366813,0.3157346517706843,0.43429628429945055,0.26033532099392076,0.24994335851496455,0.27141179964046536
S,SCE,0.1,60,10,0.3397122888442033,0.2928902495220107,0.39083242341662133,0.3034414969047007,0.29438046407983004,0.3125123621338913
S,SCE,0.1,90,10,0.4241592276754188,0.39271501837220735,0.4557460974945764,0.3485687785761539,0.33547450224018777,0.36035996342918086
S,SCE,0.1,120,10,0.41960943570289916,0.39710247181403074,0.44300084727682687,0.41120696832977677,0.39774437228332177,0.42362956071523544
S,SCE,0.1,149,10,0.4350627580366277,0.4205383439185901,0.45039170753825003,0.42889093204708617,0.4173734155047334,0.44095771994698335
S,SCE,0.2,0,10,0.06841331480232982,0.05445099648071127,0.08067394763949363,0.1922958455567463,0.13430730922741435,0.2558933341642816
S,SCE,0.2,30,10,0.2900011924918057,0.2540430308429355,0.32241480762961744,0.2693756781461005,0.24542554358981974,0.3004439428556662
S,SCE,0.2,60,10,0.3202528410148835,0.28233545431331175,0.36027212414970644,0.31938670683387443,0.3030139302705342,0.337847427954369
S,SCE,0.2,90,10,0.30846174518095026,0.2734425857862483,0.3410661695448212,0.3788750770879275,0.36013097735617655,0.3986727769302798
S,SCE,0.2,120,10,0.34720760082447516,0.33065586887062604,0.36362242901199604,0.4361627693047633,0.41982919311688643,0.45518260502152286
S,SCE,0.2,149,10,0.3593607512470694,0.34976466462130845,0.3679308276451174,0.45524295903567147,0.4447892815170587,0.46560338738981666
S,SCE,0.3,0,10,0.08354323364166469,0.06831265658463911,0.1019221276781078,0.23693289133656042,0.17139186959501176,0.3022069362319428
S,SCE,0.3,30,10,0.19806112018179559,0.15598596578841117,0.24421148607656976,0.27810482594393743,0.2516386887308618,0.3131528822477795
S,SCE,0.3,60,10,0.25254430490945545,0.2049037168844113,0.3007253387428031,0.3193642137454463,0.29870169665886936,0.3456023974047029
S,SCE,0.3,90,10,0.2579870856005854,0.23003732758931875,0.289907862412156,0.377316372557606,0.35311945757641083,0.4039596623600436
S,SCE,0.3,120,10,0.2761873760482957,0.2557843174138981,0.29861059267222456,0.4342184994711162,0.41670001051990957,0.45249858948074284
S,SCE,0.3,149,10,0.29586001074683665,0.28498897854806043,0.3053303978575794,0.45261156071993175,0.44443790807226974,0.4617077930891428
S,SCE,0.4,0,10,0.0892119967355525,0.06643005459488288,0.1163904024006438,0.1888208497519928,0.13939637994583673,0.24514855034547497
S,SCE,0.4,30,10,0.12321423796151365,0.11042999194501804,0.13859277302559722,0.3142272272488545,0.2828133128554083,0.3424037177325101
S,SCE,0.4,60,10,0.1518153970099878,0.13209939513551416,0.1720728477132337,0.3326557932188207,0.3067435869557346,0.35994434676715914
S,SCE,0.4,90,10,0.1630131675710349,0.1425392481525377,0.18735627616520484,0.36138632786394154,0.32302479764969877,0.4047637457898361
S,SCE,0.4,120,10,0.18625786377597892,0.16485548494019178,0.20809458529628452,0.4469173451180682,0.42453935645414376,0.4699276070421015
S,SCE,0.4,149,10,0.1977569229894577,0.17988590948034017,0.21819183590374272,0.4741455492346927,0.4543273553032795,0.4948420111581539
S,SCE,0.5,0,10,0.06273779762987715,0.04751137530528583,0.07718208399835605,0.1989486901260263,0.14084084011037748,0.26010179853608717
S,SCE,0.5,30,10,0.1492242934714174,0.12223441702233848,0.18544481668814053,0.2900452079010417,0.2546914662282233,0.331003241729328
S,SCE,0.5,60,10,0.1299904529513875,0.10815058111470013,0.15732090584277864,0.3028251677554796,0.2655399974797874,0.342424372113361
S,SCE,0.5,90,10,0.14168572766493,0.13015569093794144,0.155945578967544,0.3947088688010852,0.37407059448385593,0.4186815030172394
S,SCE,0.5,120,10,0.13400375579457277,0.12613262256277752,0.14174258012908153,0.44850102776305556,0.429304163467135,0.46781381960720597
S,SCE,0.5,149,10,0.14278603268346854,0.13071685635689345,0.15688807191503473,0.47545032913252233,0.4650664258315051,0.4869076517682316
S,baseline,0.1,0,10,0.021828282028344415,0.013901090378994198,0.03281761637934633,0.08970536740331615,0.06778023082444433,0.12411375905516496
S,baseline,0.1,30,10,0.07998201875100304,0.0709480181494626,0.0880658419353711,0.21235104898151747,0.1798349023789509,0.2487812643948254
S,baseline,0.1,60,10,0.08690042484492405,0.07633506845093709,0.0980788682852505,0.27424798641957193,0.24115643356613506,0.3085224142610275
S,baseline,0.1,90,10,0.10511310339874964,0.1004799888364544,0.11015575563198761,0.3462987895674227,0.3215880783030015,0.3714814324184774
S,baseline,0.1,120,10,0.11107033645146827,0.10583255394898346,0.1159774550852415,0.43201283361082743,0.41602592168036734,0.44965307788250675
S,baseline,0.1,149,10,0.10998283521416692,0.10503637534980248,0.11430194552620658,0.4659592062174232,0.4499338612233956,0.48144794310527744
S,baseline,0.2,0,10,0.026546047387356404,0.01961753210519713,0.034419730672846115,0.08572935230681976,0.07004846319686626,0.1040202664745089
S,baseline,0.2,30,10,0.07089335403301165,0.06398642951299319,0.07779195389501273,0.18062771414081497,0.16784314080189527,0.19478903962779856
S,baseline,0.2,60,10,0.0890263432290626,0.07998850684551549,0.09683424208284452,0.24843547192615062,0.2312525036672962,0.26677795187228287
S,baseline,0.2,90,10,0.0955257131009539,0.08740692880550559,0.10474820140472571,0.32586886025874984,0.3083672422859549,0.34546131821891757
S,baseline,0.2,120,10,0.10386848323388509,0.09757755379251912,0.10996869580862641,0.39870036687270677,0.3856720141765905,0.4107376571536495
S,baseline,0.2,149,10,0.10410634931903413,0.10001925587166997,0.10802678663309968,0.43470098527022805,0.4207976233884361,0.4498896629664361
S,baseline,0.3,0,10,0.03246292920939584,0.023234506025436995,0.0407691272548948,0.10075521554878113,0.08274157565605682,0.12187695200833523
S,baseline,0.3,30,10,0.06420715298513806,0.05811629399469683,0.07196985863365193,0.16317849304124402,0.15155396998550785,0.17608250458800698
S,baseline,0.3,60,10,0.08065928419264635,0.0766435657757259,0.08485339392578609,0.22567172759471835,0.21095710959450592,0.24112175766894603
S,baseline,0.3,90,10,0.08409451854904985,0.07811615841260273,0.08954667632906872,0.2943343562968444,0.27646873278488066,0.3150832382144509
S,baseline,0.3,120,10,0.08948421045962056,0.08516067834184991,0.09395572830190824,0.3487504902737662,0.33060118010729245,0.36535353000751986
S,baseline,0.3,149,10,0.09433460359810494,0.09068666148712631,0.09787405349225915,0.38806938529616536,0.3763189038468888,0.3999586627204979
S,baseline,0.4,0,10,0.03369368777295649,0.026368742202398942,0.04287402333028687,0.10358127660627114,0.09602305393512633,0.11366768470979874
S,baseline,0.4,30,10,0.06197884596045442,0.055988352180993795,0.06764346451109512,0.16201011612632082,0.15211441666469736,0.17167213892105737
S,baseline,0.4,60,10,0.07342605766437413,0.06912308316940707,0.07803508877359341,0.19810379778366066,0.18858643829190444,0.20775785587399526
S,baseline,0.4,90,10,0.0796863527481658,0.07372674778556414,0.08542115001972574,0.2571602452769942,0.23709723577900474,0.2771956439322507
S,baseline,0.4,120,10,0.08291298500097523,0.08032715751492961,0.08575051248772922,0.3229224758204001,0.30987499764091364,0.3370455511229359
S,baseline,0.4,149,10,0.08531196502503682,0.0832761217777954,0.08775786299192301,0.35907546565688914,0.35297922783574426,0.36554743204769125
S,baseline,0.5,0,10,0.030036021933252915,0.020062334902039135,0.03997612685427792,0.08742302816291288,0.0722020939141675,0.10417895965033835
S,baseline,0.5,30,10,0.06337217730241367,0.06054994961286528,0.0661026636299955,0.1516831338598502,0.14438545400428499,0.16126404269668865
S,baseline,0.5,60,10,0.06320339235557479,0.056404027553726185,0.06921881605880231,0.17523846280785177,0.16313680567469052,0.18600270431062088
S,baseline,0.5,90,10,0.07160771746302919,0.06608056643947084,0.07690055819432139,0.24893554699388315,0.2259069729555692,0.27267469255085186
S,baseline,0.5,120,10,0.07688357029931484,0.07315263565388935,0.08030699516760374,0.29552651414859665,0.2857754718354845,0.30568203556283613
S,baseline,0.5,149,10,0.07666268877638976,0.07406216832725257,0.07898065188810147,0.31753836465441704,0.308805502301624,0.32692529119280306
SP,AsyCo,0.1,0,10,0.059847184996823254,0.051259772868472976,0.06842370123468514,0.1238050519423427,0.11522757879775263,0.13374824330865434
SP,AsyCo,0.1,30,10,0.14794704442876921,0.12351149815905481,0.17799634113442658,0.3250734259362052,0.2964208907801545,0.3536826199505469
SP,AsyCo,0.1,60,10,0.17014629742311105,0.14866335210447312,0.19120495575509747,0.3261521345719073,0.3019561341316284,0.3501279024719542
SP,AsyCo,0.1,90,10,0.18771509013461798,0.16065587539203297,0.21517398806976515,0.3387723135970145,0.31166555729067213,0.36759832438287154
SP,AsyCo,0.1,120,10,0.18229240966467372,0.15578949388913382,0.20658797551505168,0.3385496105379528,0.3091042081914077,0.3694469118947896
SP,AsyCo,0.1,149,10,0.1787204252813312,0.15442358128679823,0.20409312646091352,0.32318337795276464,0.294466275851829,0.3534302376442125
SP,AsyCo,0.2,0,10,0.05757492734588847,0.04964133954615696,0.06539372333662175,0.1410342653245929,0.1192488555711774,0.1660251009947278
SP,AsyCo,0.2,30,10,0.12330921161247328,0.11483695774669177,0.13196846107315668,0.3372909869259499,0.3106637819945152,0.36365125766440237
SP,AsyCo,0.2,60,10,0.12896106626170328,0.12169681962563599,0.13694159796739266,0.33472370657647865,0.31058071515637575,0.35817707077743777
SP,AsyCo,0.2,90,10,0.13825492944606083,0.12295946149482744,0.15484112240521447,0.33805807482701433,0.31655656859028003,0.3605391757209596
SP,AsyCo,0.2,120,10,0.13648972526877498,0.12649124821857094,0.1480304639592164,0.3648853233743237,0.335823260566323,0.39204788765595855
SP,AsyCo,0.2,149,10,0.14618470562554595,0.1339775878711227,0.16024535185825897,0.34535037120789674,0.31464269416269064,0.3760202460336234
SP,AsyCo,0.3,0,10,0.06419611076717538,0.04855895014136066,0.08030185361221039,0.13427053880750767,0.10973539796204507,0.16099494654559923
SP,AsyCo,0.3,30,10,0.10817855860290256,0.10054619797362628,0.11583864907899026,0.28689955289792896,0.2569978165830435,0.3133126692597601
SP,AsyCo,0.3,60,10,0.10897300607083196,0.10183711460441953,0.11516510025152064,0.2861793249942988,0.26356950739159746,0.3052679321788447
SP,AsyCo,0.3,90,10,0.12376255524917938,0.11038461194182043,0.1388886312673321,0.29425641466622043,0.2698541164986428,0.31701117812497814
SP,AsyCo,0.3,120,10,0.12296747425698518,0.10982394879284026,0.1375008990258382,0.2991010420720568,0.2654932817895082,0.33122586925242004
SP,AsyCo,0.3,149,10,0.11502799721185235,0.10000173154510326,0.1343051535911129,0.26955634410670987,0.24116174501270546,0.29605578558071693
SP,AsyCo,0.4,0,10,0.052658466018936624,0.043462922622599945,0.061628056002192386,0.12702733080804654,0.11251193719135197,0.14318240344603098
SP,AsyCo,0.4,30,10,0.1382420984736077,0.11225429114030436,0.16669858830930032,0.2894628278083054,0.25945802537730134,0.3227972086989862
SP,AsyCo,0.4,60,10,0.1456073040140741,0.12006055182943798,0.17369513530835645,0.28713018070937474,0.26920651313027727,0.3029632770468567
SP,AsyCo,0.4,90,10,0.14749509675182426,0.12039889520229827,0.17950087037737605,0.3025358770076575,0.28795783755774707,0.3151722800357712
SP,AsyCo,0.4,120,10,0.15819111051671267,0.12349978501371775,0.19725596427133243,0.29339125253056686,0.2777232969023897,0.3109926873519462
SP,AsyCo,0.4,149,10,0.15270694609382543,0.1280499924389137,0.17871402522670826,0.3132645620057078,0.2868179212057761,0.33871468844950575
SP,AsyCo,0.5,0,10,0.04556520675481525,0.037221627889715635,0.05441800005392058,0.1148890711088942,0.09973213934061423,0.1336157764986609
SP,AsyCo,0.5,30,10,0.10479274990274198,0.09384986879527607,0.11551132517668926,0.28438157364090505,0.24839368666693154,0.3174302715425701
SP,AsyCo,0.5,60,10,0.11982395266055534,0.10274571980149129,0.1374162989245574,0.3042434485252702,0.2741467767870906,0.3302680929462644
SP,AsyCo,0.5,90,10,0.1212648479255024,0.10187398858207358,0.14285444702565683,0.29419689280081796,0.27550343666776284,0.3112573510836744
SP,AsyCo,0.5,120,10,0.1234933718062409,0.10606692742549323,0.14577183878354566,0.31435059629312156,0.2957310710622813,0.33245376637943536
SP,AsyCo,0.5,149,10,0.1227359989348672,0.10621892669509603,0.1408279206007122,0.31680330346580043,0.2983566896220475,0.33531334983974587
SP,ELR,0.1,0,10,0.05132026042505168,0.03749681798682458,0.06675244377004856,0.14795209904678752,0.09814123726468268,0.22500471153430388
SP,ELR,0.1,30,10,0.0990425700959455,0.09117784353046318,0.10536721049520992,0.3518076860103238,0.31414118768900856,0.39244874809856106
SP,ELR,0.1,60,10,0.11182854685559593,0.10370628947588297,0.11945070832705885,0.4366673521308849,0.4054341416235243,0.4690219854811517
SP,ELR,0.1,90,10,0.11641473063831675,0.11021708159394895,0.1227557213668828,0.5528376884450421,0.5222677714747483,0.5837123135159921
SP,ELR,0.1,120,10,0.11715123889838568,0.11291703522902767,0.12124117134185702,0.6304285053280685,0.5916848022501765,0.6644297633877178
SP,ELR,0.1,149,10,0.11526598373253698,0.11057293995985874,0.11922657807104825,0.6658815560668602,0.6267478542808473,0.6983125161317099
SP,ELR,0.2,0,10,0.070954337094602,0.05659983137286297,0.0845892122298799,0.14708473433561192,0.12000569831657196,0.1788053313415357
SP,ELR,0.2,30,10,0.09865072471009569,0.09193217424416156,0.10629114089283978,0.3228114778262473,0.3016589998966078,0.34359581999524447
SP,ELR,0.2,60,10,0.10729126746201496,0.09923445301178095,0.11539130282248847,0.42221435636116295,0.3935781487761761,0.44984388046331036
SP,ELR,0.2,90,10,0.11463074373029909,0.11022874232160912,0.11898416356834192,0.5343911459598927,0.518203362164793,0.5498500408140568
SP,ELR,0.2,120,10,0.1181434659044502,0.11393138467654007,0.12173151733975843,0.642232017963455,0.6214912503569776,0.6651242427938726
SP,ELR,0.2,149,10,0.11725978088269765,0.11251624087299869,0.12213008099613236,0.6837558422357656,0.662924026603742,0.7050503612329851
SP,ELR,0.3,0,10,0.05957112894050037,0.04915634785174325,0.07082077592926102,0.13213771713632388,0.10683049766395177,0.16311680808920095
