protocol,method,tau,epoch,n,nta,nta_lo,nta_hi,lnmr,lnmr_lo,lnmr_hi
A,AsyCo,0.5,149,10,0.0751218643630814,0.06954331302403145,0.08107810205877233,0.20139589371172645,0.1950673537106126,0.2080621677861896
A,ELR,0.1,0,10,0.02499691818782843,0.019550919993806395,0.030263554656806763,0.08111613903638737,0.06973001263346472,0.09491621519875719
A,ELR,0.1,30,10,0.06383779009291819,0.05790631072825946,0.06981398755300677,0.15454159690407138,0.14341811678169225,0.1656859948393393
A,ELR,0.1,60,10,0.07672325347101926,0.06931331613497772,0.08450182572505635,0.21853285798723182,0.19274872392113981,0.24725872076168778
A,ELR,0.1,90,10,0.09833579898888674,0.0923994502231766,0.10442864024762777,0.2991121149149345,0.2811568488037132,0.3150604304440785
A,ELR,0.1,120,10,0.10580275142889935,0.10181358356512513,0.11016705005028289,0.37365291724634286,0.35692894016381965,0.3914475192655406
A,ELR,0.1,149,10,0.10680065525864343,0.10258448790551483,0.11126220956356972,0.4069655236831191,0.38815809586497085,0.42605731270764063
A,ELR,0.2,0,10,0.027622576337677052,0.020536102325201318,0.03586322325421621,0.088432560783176,0.07993630904271998,0.09689255006671028
A,ELR,0.2,30,10,0.06721583081600149,0.05897157326047525,0.07452572028082428,0.15462246130764712,0.13979714679722496,0.168962911724421
A,ELR,0.2,60,10,0.07286646346951742,0.06578756991959561,0.08025570777804916,0.19909952621879515,0.18559844756875,0.2142059670365484
A,ELR,0.2,90,10,0.09273057894341849,0.08891505231599729,0.09641760660772505,0.2803977358611228,0.2655045265868991,0.295393042104208
A,ELR,0.2,120,10,0.10180016669146708,0.09761906189764967,0.10540891124117638,0.3459662605826048,0.3302462976233444,0.36205043025687067
A,ELR,0.2,149,10,0.1004738129022694,0.09542165782419376,0.10535071255755388,0.3671795951049456,0.35405739797527386,0.37923342752265865
A,ELR,0.3,0,10,0.034117083518368826,0.02705057914081515,0.04176813986453114,0.09547449716755843,0.08411751093526036,0.10751856423686167
A,ELR,0.3,30,10,0.05607059018737746,0.05149940973839137,0.06038047957143704,0.1374144460062684,0.12677068105974662,0.147946328740121
A,ELR,0.3,60,10,0.07109774198829774,0.06480196195412667,0.07751147401043151,0.17923878063913884,0.1658890226957381,0.19299907633975827
A,ELR,0.3,90,10,0.0762712941323345,0.07118351278978398,0.08142577258707842,0.2317536394126404,0.22324710297063063,0.24075959470011948
A,ELR,0.3,120,10,0.08307791731324991,0.07911741107518011,0.08740410544072141,0.30290321646328905,0.2949091435178408,0.3111830886307253
A,ELR,0.3,149,10,0.08542630199392559,0.0823637524919641,0.08852924895978515,0.32757551825755665,0.31700275827877467,0.337808314532078
A,ELR,0.4,0,10,0.03302715662140769,0.025355482735219603,0.04150107274487006,0.0940505576955588,0.08866285945360834,0.0999272277340487
A,ELR,0.4,30,10,0.051280170034602834,0.0472522948568482,0.05565871968484492,0.13453472595236546,0.1256672732868067,0.14343429126387094
A,ELR,0.4,60,10,0.06647035830946398,0.05927570612461775,0.07115517516680335,0.16759998596042486,0.15351495192987938,0.17877011764461667
A,ELR,0.4,90,10,0.07318381090363886,0.06731073137819799,0.07794596598884813,0.21438653018368997,0.1993144430626255,0.2278104089835884
A,ELR,0.4,120,10,0.07532831303543122,0.07299553818712304,0.077827196739691,0.2718543236149197,0.26139904755027826,0.282083211016598
A,ELR,0.4,149,10,0.07775304185096679,0.07510145251634637,0.08057829890526522,0.2938767533342954,0.28557198474446255,0.3010661484122891
A,ELR,0.5,0,10,0.03319568708680755,0.026925505981617342,0.039541853292463666,0.08918117333869138,0.08027878025997708,0.09725175150147919
A,ELR,0.5,30,10,0.0516221149828059,0.045760845220099135,0.05720198241545516,0.13458107799302924,0.12224709296794663,0.1490685910206953
A,ELR,0.5,60,10,0.059764910072681546,0.05511627002878123,0.06418326188831194,0.1527862828360201,0.14452857717354103,0.16119242735434744
A,ELR,0.5,90,10,0.06667928656289195,0.062061951069724924,0.07236009097887731,0.1967525805561024,0.18341546305452275,0.21243915330012475
A,ELR,0.5,120,10,0.06801420474519021,0.06415932602404158,0.0722159076496618,0.24392749763681815,0.23286948883212652,0.2553807034579157
A,ELR,0.5,149,10,0.0697308958949776,0.0671314565637076,0.07186633440726516,0.26251387969546786,0.2508488086273794,0.27298057574553586
A,SCE,0.1,0,10,0.061165397998667395,0.04566588382697587,0.07562801162562842,0.16754944057264445,0.12023886628450216,0.2187286367096436
A,SCE,0.1,30,10,0.2666229897980251,0.23752659521775815,0.2915877806481131,0.2276006550837324,0.2152112353271121,0.23979992154361593
A,SCE,0.1,60,10,0.33736897817272754,0.2963783615348323,0.38361510099540364,0.27136019077808904,0.2558465753341924,0.28893047166620694
A,SCE,0.1,90,10,0.3982833897257546,0.34269042051116033,0.44567172091965745,0.3057724864993614,0.29851026489710025,0.3144244285952501
A,SCE,0.1,120,10,0.4004750526367384,0.38342377775475545,0.41942518365124054,0.36912156615421926,0.35957811619401386,0.3789099988982707
A,SCE,0.1,149,10,0.405184820348296,0.38903306157237805,0.42218181908724633,0.38417257361841023,0.3757752609822694,0.39463313222488505
A,SCE,0.2,0,10,0.0604720233326266,0.05008578322396219,0.07194751308836564,0.1834728668036964,0.13673727685163975,0.23001108204144358
A,SCE,0.2,30,10,0.17459075765436596,0.14260773615651887,0.20747933336303015,0.23881414887686542,0.22301218735566844,0.25442890334756474
