protocol,method,tau,fold,epoch,nta,lnmr
A,baseline,0.3,4,30,0.06683544303797469,0.12759493670886077
A,baseline,0.3,4,60,0.0820253164556962,0.1681012658227848
A,baseline,0.3,4,90,0.08253164556962025,0.23645569620253165
A,baseline,0.3,4,120,0.07848101265822785,0.299746835443038
A,baseline,0.3,4,149,0.09164556962025316,0.3392405063291139
A,baseline,0.3,5,0,0.0202122283981809,0.09600808489135927
A,baseline,0.3,5,30,0.04446690247599798,0.14502273875694796
A,baseline,0.3,5,60,0.08489135927235977,0.2430520464881253
A,baseline,0.3,5,90,0.07478524507326932,0.22182920667003536
A,baseline,0.3,5,120,0.08691258211217787,0.3678625568468924
A,baseline,0.3,5,149,0.0853966649823143,0.3865588681152097
A,baseline,0.3,6,0,0.03331700146986771,0.10534051935325821
A,baseline,0.3,6,30,0.06320431161195493,0.15090641842234198
A,baseline,0.3,6,60,0.07692307692307693,0.24154826065654092
A,baseline,0.3,6,90,0.08378245957863792,0.3067123958843704
A,baseline,0.3,6,120,0.082312591866732,0.3111219990200882
A,baseline,0.3,6,149,0.08966193042626164,0.3571778539931406
A,baseline,0.3,7,0,0.03128103277060576,0.0958291956305859
A,baseline,0.3,7,30,0.05759682224428997,0.13108242303872888
A,baseline,0.3,7,60,0.07944389275074479,0.19463753723932473
A,baseline,0.3,7,90,0.07298907646474677,0.27358490566037735
A,baseline,0.3,7,120,0.07944389275074479,0.3286991062562066
A,baseline,0.3,7,149,0.08341608738828203,0.3445878848063555
A,baseline,0.3,8,0,0.027486256871564217,0.09345327336331834
A,baseline,0.3,8,30,0.06546726636681659,0.191904047976012
A,baseline,0.3,8,60,0.0864567716141929,0.20739630184907545
A,baseline,0.3,8,90,0.08895552223888056,0.25037481259370314
A,baseline,0.3,8,120,0.07946026986506746,0.3118440779610195
A,baseline,0.3,8,149,0.08895552223888056,0.37231384307846077
A,baseline,0.3,9,0,0.013916500994035786,0.06858846918489066
A,baseline,0.3,9,30,0.04671968190854871,0.12475149105367793
A,baseline,0.3,9,60,0.08300198807157058,0.18986083499005965
A,baseline,0.3,9,90,0.08449304174950298,0.24701789264413518
A,baseline,0.3,9,120,0.08001988071570576,0.3290258449304175
A,baseline,0.3,9,149,0.09244532803180915,0.36928429423459247
A,baseline,0.4,0,0,0.04888215233042819,0.07502841985600606
A,baseline,0.4,0,30,0.05759757483895415,0.16483516483516483
A,baseline,0.4,0,60,0.0826070481242895,0.18188707843880259
A,baseline,0.4,0,90,0.08412277377794619,0.28609321712769986
A,baseline,0.4,0,120,0.08222811671087533,0.2932929139825692
A,baseline,0.4,0,149,0.0867752936718454,0.33421750663129973
A,baseline,0.4,1,0,0.04522246535375638,0.10175054704595186
A,baseline,0.4,1,30,0.049963530269876,0.1199854121079504
A,baseline,0.4,1,60,0.07330415754923414,0.18672501823486506
A,baseline,0.4,1,90,0.07622173595915391,0.24945295404814005
A,baseline,0.4,1,120,0.08533916849015317,0.28774617067833697
A,baseline,0.4,1,149,0.08278628738147338,0.3202042304886944
A,baseline,0.4,2,0,0.019083969465648856,0.09961832061068703
A,baseline,0.4,2,30,0.05381679389312977,0.13244274809160306
A,baseline,0.4,2,60,0.07251908396946564,0.16755725190839696
A,baseline,0.4,2,90,0.08396946564885496,0.23702290076335877
A,baseline,0.4,2,120,0.0816793893129771,0.3240458015267176
A,baseline,0.4,2,149,0.09045801526717558,0.3431297709923664
A,baseline,0.4,3,0,0.038433111603843315,0.10421286031042129
A,baseline,0.4,3,30,0.0639320029563932,0.14412416851441243
A,baseline,0.4,3,60,0.06282335550628233,0.17997043606799704
A,baseline,0.4,3,90,0.09275683665927568,0.2549889135254989
A,baseline,0.4,3,120,0.0794530672579453,0.29859571322985956
A,baseline,0.4,3,149,0.08019216555801921,0.319660014781966
A,baseline,0.4,4,0,0.03186646433990895,0.08990895295902883
A,baseline,0.4,4,30,0.06904400606980274,0.16084977238239756
A,baseline,0.4,4,60,0.06525037936267071,0.167298937784522
A,baseline,0.4,4,90,0.08839150227617602,0.2526555386949924
A,baseline,0.4,4,120,0.0838391502276176,0.30121396054628224
A,baseline,0.4,4,149,0.08042488619119878,0.3216995447647951
A,baseline,0.4,5,0,0.04263997033741194,0.09047089358546533
A,baseline,0.4,5,30,0.041527623285131626,0.13756025213199852
A,baseline,0.4,5,60,0.06748238783833889,0.16981831664812755
A,baseline,0.4,5,90,0.06266221727845754,0.18798665183537264
A,baseline,0.4,5,120,0.07489803485354098,0.282165368928439
A,baseline,0.4,5,149,0.0782350760103819,0.3096032628846867
A,baseline,0.4,6,0,0.02326440177252585,0.09785819793205318
A,baseline,0.4,6,30,0.05465288035450517,0.13847858197932053
A,baseline,0.4,6,60,0.07533234859675036,0.17429837518463812
A,baseline,0.4,6,90,0.07791728212703102,0.22304283604135894
A,baseline,0.4,6,120,0.08382570162481537,0.2858197932053176
A,baseline,0.4,6,149,0.08530280649926145,0.3020679468242245
A,baseline,0.4,7,0,0.029155622870124954,0.09201060204468005
A,baseline,0.4,7,30,0.050738356683074595,0.12608860280196896
A,baseline,0.4,7,60,0.06209769026883756,0.14464218099204848
A,baseline,0.4,7,90,0.06853464596743658,0.22756531616811815
A,baseline,0.4,7,120,0.07724346838318819,0.2828474062854979
A,baseline,0.4,7,149,0.0836804240817872,0.31351760696705794
A,baseline,0.4,8,0,0.028148148148148148,0.09888888888888889
A,baseline,0.4,8,30,0.05148148148148148,0.14777777777777779
A,baseline,0.4,8,60,0.07518518518518519,0.20666666666666667
A,baseline,0.4,8,90,0.07851851851851852,0.22333333333333333
A,baseline,0.4,8,120,0.07851851851851852,0.2851851851851852
A,baseline,0.4,8,149,0.07925925925925927,0.31703703703703706
A,baseline,0.4,9,0,0.021657953696788648,0.07094846900672143
A,baseline,0.4,9,30,0.05526512322628827,0.1407766990291262
A,baseline,0.4,9,60,0.07094846900672143,0.1863330843913368
A,baseline,0.4,9,90,0.09223300970873786,0.2419716206123973
A,baseline,0.4,9,120,0.07804331590739358,0.28416728902165794
A,baseline,0.4,9,149,0.08215085884988797,0.30246452576549665
A,baseline,0.5,0,0,0.043909774436090225,0.07488721804511278
A,baseline,0.5,0,30,0.03458646616541353,0.12481203007518797
A,baseline,0.5,0,60,0.04992481203007519,0.14676691729323307
A,baseline,0.5,0,90,0.06075187969924812,0.17894736842105263
A,baseline,0.5,0,120,0.07037593984962406,0.2760902255639098
A,baseline,0.5,0,149,0.0637593984962406,0.2724812030075188
A,baseline,0.5,1,0,0.0411318553092182,0.09247374562427071
A,baseline,0.5,1,30,0.044924154025670945,0.13127187864644108
A,baseline,0.5,1,60,0.06826137689614936,0.17590431738623105
A,baseline,0.5,1,90,0.08868144690781797,0.27858809801633605
A,baseline,0.5,1,120,0.08634772462077013,0.31009334889148193
A,baseline,0.5,1,149,0.07438739789964995,0.2815052508751459
A,baseline,0.5,2,0,0.030012004801920768,0.08793517406962785
A,baseline,0.5,2,30,0.056422569027611044,0.13025210084033614
A,baseline,0.5,2,60,0.06452581032412966,0.16956782713085233
A,baseline,0.5,2,90,0.09543817527010805,0.2193877551020408
A,baseline,0.5,2,120,0.07923169267707082,0.28241296518607445
A,baseline,0.5,2,149,0.0822328931572629,0.3013205282112845
A,baseline,0.5,3,0,0.04102259215219976,0.08145065398335315
A,baseline,0.5,3,30,0.043400713436385255,0.12128418549346016
A,baseline,0.5,3,60,0.07282996432818074,0.16884661117717004
A,baseline,0.5,3,90,0.05291319857312723,0.15755053507728894
A,baseline,0.5,3,120,0.07342449464922711,0.23335315101070156
A,baseline,0.5,3,149,0.07639714625445898,0.27080856123662306
A,baseline,0.5,4,0,0.02611828279795857,0.10267187030921646
A,baseline,0.5,4,30,0.0687481236865806,0.15731011708195736
A,baseline,0.5,4,60,0.0687481236865806,0.16001200840588412
A,baseline,0.5,4,90,0.06784749324527169,0.22936055238667066
A,baseline,0.5,4,120,0.06904833383368358,0.2548784148904233
A,baseline,0.5,4,149,0.06784749324527169,0.28549984989492644
A,baseline,0.5,5,0,0.026409495548961423,0.11216617210682493
A,baseline,0.5,5,30,0.05074183976261128,0.1086053412462908
A,baseline,0.5,5,60,0.06083086053412463,0.14540059347181009
A,baseline,0.5,5,90,0.06379821958456973,0.21483679525222552
A,baseline,0.5,5,120,0.07922848664688427,0.2652818991097923
A,baseline,0.5,5,149,0.08100890207715133,0.28516320474777446
A,baseline,0.5,6,0,0.03429923122412774,0.09136605558840923
A,baseline,0.5,6,30,0.06475458308693081,0.17179183914843288
A,baseline,0.5,6,60,0.06268480189237138,0.17681845062093435
A,baseline,0.5,6,90,0.06771141336487285,0.22087522176227084
A,baseline,0.5,6,120,0.08693081017149616,0.29597871082199884
A,baseline,0.5,6,149,0.08072146658781786,0.30307510348905975
A,baseline,0.5,7,0,0.04362314450166616,0.10027264465313541
A,baseline,0.5,7,30,0.06513177824901545,0.12965767949106333
A,baseline,0.5,7,60,0.10663435322629507,0.15389275976976674
A,baseline,0.5,7,90,0.07815813389881854,0.23205089366858528
A,baseline,0.5,7,120,0.07361405634656165,0.27264465313541353
A,baseline,0.5,7,149,0.0793698879127537,0.29597091790366553
A,baseline,0.5,8,0,0.014635603345280765,0.06541218637992832
A,baseline,0.5,8,30,0.025089605734767026,0.08213859020310633
A,baseline,0.5,8,60,0.049880525686977296,0.13709677419354838
A,baseline,0.5,8,90,0.056152927120669056,0.18130227001194743
A,baseline,0.5,8,120,0.07556750298685783,0.24283154121863798
A,baseline,0.5,8,149,0.07706093189964158,0.2956989247311828
A,baseline,0.5,9,0,0.031147050014974545,0.07307577118897873
A,baseline,0.5,9,30,0.045223120694818805,0.1308775082359988
A,baseline,0.5,9,60,0.07397424378556454,0.18897873614854746
A,baseline,0.5,9,90,0.07067984426474992,0.20934411500449238
A,baseline,0.5,9,120,0.06918238993710692,0.26804432464809824
A,baseline,0.5,9,149,0.07517220724767895,0.30967355495657384
AP,AsyCo,0.1,0,0,0.08644859813084112,0.2371495327102804
AP,AsyCo,0.1,0,30,0.17523364485981308,0.26401869158878505
AP,AsyCo,0.1,0,60,0.22897196261682243,0.2897196261682243
AP,AsyCo,0.1,0,90,0.22429906542056074,0.2733644859813084
AP,AsyCo,0.1,0,120,0.2827102803738318,0.2932242990654206
AP,AsyCo,0.1,0,149,0.23130841121495327,0.29205607476635514
AP,AsyCo,0.1,1,0,0.06455399061032864,0.10328638497652583
AP,AsyCo,0.1,1,30,0.176056338028169,0.3814553990610329
AP,AsyCo,0.1,1,60,0.1960093896713615,0.3227699530516432
AP,AsyCo,0.1,1,90,0.24178403755868544,0.2793427230046948
AP,AsyCo,0.1,1,120,0.2546948356807512,0.2852112676056338
AP,AsyCo,0.1,1,149,0.27582159624413144,0.3286384976525822
AP,AsyCo,0.1,2,0,0.05190311418685121,0.16724336793540945
AP,AsyCo,0.1,2,30,0.12802768166089964,0.39792387543252594
AP,AsyCo,0.1,2,60,0.17647058823529413,0.39792387543252594
AP,AsyCo,0.1,2,90,0.23760092272202998,0.3679354094579008
AP,AsyCo,0.1,2,120,0.16147635524798154,0.3990772779700115
AP,AsyCo,0.1,2,149,0.21914648212226068,0.3344867358708189
AP,AsyCo,0.1,3,0,0.047225501770956316,0.11216056670602124
AP,AsyCo,0.1,3,30,0.14994096812278632,0.41086186540731995
AP,AsyCo,0.1,3,60,0.22904368358913813,0.34238488783943327
AP,AsyCo,0.1,3,90,0.15938606847697756,0.3482880755608028
AP,AsyCo,0.1,3,120,0.2668240850059032,0.4025974025974026
AP,AsyCo,0.1,3,149,0.2361275088547816,0.3116883116883117
AP,AsyCo,0.1,4,0,0.0475609756097561,0.1
AP,AsyCo,0.1,4,30,0.1878048780487805,0.3195121951219512
AP,AsyCo,0.1,4,60,0.2865853658536585,0.3304878048780488
AP,AsyCo,0.1,4,90,0.3231707317073171,0.3097560975609756
AP,AsyCo,0.1,4,120,0.28536585365853656,0.3195121951219512
AP,AsyCo,0.1,4,149,0.28536585365853656,0.2939024390243902
AP,AsyCo,0.1,5,0,0.05463182897862233,0.13539192399049882
AP,AsyCo,0.1,5,30,0.13064133016627077,0.31235154394299286
AP,AsyCo,0.1,5,60,0.25415676959619954,0.30403800475059384
AP,AsyCo,0.1,5,90,0.2684085510688836,0.31235154394299286
AP,AsyCo,0.1,5,120,0.26365795724465557,0.2850356294536817
AP,AsyCo,0.1,5,149,0.2672209026128266,0.29334916864608074
AP,AsyCo,0.1,6,0,0.03555045871559633,0.09403669724770643
AP,AsyCo,0.1,6,30,0.14220183486238533,0.3302752293577982
AP,AsyCo,0.1,6,60,0.18463302752293578,0.32454128440366975
AP,AsyCo,0.1,6,90,0.231651376146789,0.3302752293577982
AP,AsyCo,0.1,6,120,0.2511467889908257,0.3738532110091743
AP,AsyCo,0.1,6,149,0.21330275229357798,0.31995412844036697
AP,AsyCo,0.1,7,0,0.07613636363636364,0.1784090909090909
AP,AsyCo,0.1,7,30,0.12840909090909092,0.32386363636363635
AP,AsyCo,0.1,7,60,0.18977272727272726,0.3375
AP,AsyCo,0.1,7,90,0.18409090909090908,0.33181818181818185
AP,AsyCo,0.1,7,120,0.23295454545454544,0.3409090909090909
AP,AsyCo,0.1,7,149,0.12954545454545455,0.2625
AP,AsyCo,0.1,8,0,0.07657657657657657,0.20382882882882883
AP,AsyCo,0.1,8,30,0.15765765765765766,0.33896396396396394
AP,AsyCo,0.1,8,60,0.22297297297297297,0.32207207207207206
AP,AsyCo,0.1,8,90,0.2849099099099099,0.3153153153153153
AP,AsyCo,0.1,8,120,0.26238738738738737,0.32319819819819817
AP,AsyCo,0.1,8,149,0.19932432432432431,0.34797297297297297
AP,AsyCo,0.1,9,0,0.060676779463243874,0.1306884480746791
AP,AsyCo,0.1,9,30,0.1855309218203034,0.30221703617269546
AP,AsyCo,0.1,9,60,0.20186697782963828,0.28004667444574094
AP,AsyCo,0.1,9,90,0.26487747957992996,0.3220536756126021
AP,AsyCo,0.1,9,120,0.2508751458576429,0.3208868144690782
AP,AsyCo,0.1,9,149,0.2637106184364061,0.3313885647607935
AP,AsyCo,0.2,0,0,0.03804737975592247,0.11486001435750179
AP,AsyCo,0.2,0,30,0.13137114142139267,0.3173007896625987
AP,AsyCo,0.2,0,60,0.15218951902368988,0.3165829145728643
AP,AsyCo,0.2,0,90,0.18880114860014358,0.36755204594400576
AP,AsyCo,0.2,0,120,0.2096195262024408,0.32591529073941133
AP,AsyCo,0.2,0,149,0.1974156496769562,0.31299353912419237
AP,AsyCo,0.2,1,0,0.06330935251798561,0.10071942446043165
AP,AsyCo,0.2,1,30,0.11726618705035971,0.3129496402877698
AP,AsyCo,0.2,1,60,0.18273381294964028,0.3035971223021583
AP,AsyCo,0.2,1,90,0.160431654676259,0.2956834532374101
AP,AsyCo,0.2,1,120,0.218705035971223,0.31510791366906477
AP,AsyCo,0.2,1,149,0.21151079136690648,0.30935251798561153
AP,AsyCo,0.2,2,0,0.08069164265129683,0.13256484149855907
AP,AsyCo,0.2,2,30,0.13256484149855907,0.37824207492795386
AP,AsyCo,0.2,2,60,0.17363112391930835,0.33861671469740634
AP,AsyCo,0.2,2,90,0.20605187319884727,0.35086455331412103
AP,AsyCo,0.2,2,120,0.2132564841498559,0.35878962536023057
AP,AsyCo,0.2,2,149,0.2219020172910663,0.34438040345821325
AP,AsyCo,0.2,3,0,0.04428044280442804,0.1033210332103321
AP,AsyCo,0.2,3,30,0.14686346863468636,0.33136531365313654
AP,AsyCo,0.2,3,60,0.15940959409594097,0.3114391143911439
AP,AsyCo,0.2,3,90,0.18228782287822878,0.2789667896678967
AP,AsyCo,0.2,3,120,0.1970479704797048,0.30553505535055353
AP,AsyCo,0.2,3,149,0.1881918819188192,0.2863468634686347
AP,AsyCo,0.2,4,0,0.04776119402985075,0.09850746268656717
AP,AsyCo,0.2,4,30,0.1947761194029851,0.3037313432835821
AP,AsyCo,0.2,4,60,0.2126865671641791,0.3194029850746269
AP,AsyCo,0.2,4,90,0.24328358208955222,0.3761194029850746
AP,AsyCo,0.2,4,120,0.208955223880597,0.36268656716417913
AP,AsyCo,0.2,4,149,0.16492537313432837,0.3567164179104478
AP,AsyCo,0.2,5,0,0.05429200293470286,0.14233308877476156
AP,AsyCo,0.2,5,30,0.15480557593543653,0.2773294203961849
AP,AsyCo,0.2,5,60,0.20763022743947177,0.30300807043286865
AP,AsyCo,0.2,5,90,0.23257520176082172,0.31841526045487895
AP,AsyCo,0.2,5,120,0.2765957446808511,0.3338224504768892
AP,AsyCo,0.2,5,149,0.26999266324284665,0.34262655906089506
AP,AsyCo,0.2,6,0,0.05003573981415296,0.14152966404574696
AP,AsyCo,0.2,6,30,0.1222301644031451,0.3130807719799857
AP,AsyCo,0.2,6,60,0.1958541815582559,0.31022158684774837
AP,AsyCo,0.2,6,90,0.17226590421729807,0.320228734810579
AP,AsyCo,0.2,6,120,0.18942101501072195,0.3252323087919943
AP,AsyCo,0.2,6,149,0.20014295925661185,0.3295210864903502
AP,AsyCo,0.2,7,0,0.04199288256227758,0.11530249110320284
AP,AsyCo,0.2,7,30,0.1409252669039146,0.32455516014234875
AP,AsyCo,0.2,7,60,0.15444839857651246,0.3181494661921708
AP,AsyCo,0.2,7,90,0.1686832740213523,0.3409252669039146
AP,AsyCo,0.2,7,120,0.1686832740213523,0.3387900355871886
AP,AsyCo,0.2,7,149,0.201423487544484,0.36298932384341637
AP,AsyCo,0.2,8,0,0.05172413793103448,0.16451149425287356
AP,AsyCo,0.2,8,30,0.1300287356321839,0.2636494252873563
AP,AsyCo,0.2,8,60,0.1752873563218391,0.3045977011494253
AP,AsyCo,0.2,8,90,0.18893678160919541,0.3074712643678161
AP,AsyCo,0.2,8,120,0.23275862068965517,0.34339080459770116
AP,AsyCo,0.2,8,149,0.18893678160919541,0.2938218390804598
AP,AsyCo,0.2,9,0,0.04852941176470588,0.12794117647058822
AP,AsyCo,0.2,9,30,0.14926470588235294,0.24779411764705883
AP,AsyCo,0.2,9,60,0.18455882352941178,0.26323529411764707
AP,AsyCo,0.2,9,90,0.225,0.27941176470588236
AP,AsyCo,0.2,9,120,0.26176470588235295,0.30367647058823527
AP,AsyCo,0.2,9,149,0.24485294117647058,0.2823529411764706
AP,AsyCo,0.3,0,0,0.052967140755272195,0.09024031387935262
AP,AsyCo,0.3,0,30,0.10642471799901913,0.25306522805296716
AP,AsyCo,0.3,0,60,0.13094654242275625,0.29916625796959295
AP,AsyCo,0.3,0,90,0.18195193722412947,0.3094654242275625
AP,AsyCo,0.3,0,120,0.14565963707699853,0.25895046591466403
AP,AsyCo,0.3,0,149,0.1741049534085336,0.2883766552231486
AP,AsyCo,0.3,1,0,0.06356137797185832,0.16108685104318293
AP,AsyCo,0.3,1,30,0.17321688500727803,0.3372149442018438
AP,AsyCo,0.3,1,60,0.2309558466763707,0.2930616205725376
AP,AsyCo,0.3,1,90,0.1819505094614265,0.36438622028141676
AP,AsyCo,0.3,1,120,0.23774866569626396,0.3056768558951965
AP,AsyCo,0.3,1,149,0.22950024260067928,0.31392527899078115
AP,AsyCo,0.3,2,0,0.08734939759036145,0.17720883534136547
AP,AsyCo,0.3,2,30,0.1144578313253012,0.30522088353413657
AP,AsyCo,0.3,2,60,0.1465863453815261,0.29116465863453816
AP,AsyCo,0.3,2,90,0.1571285140562249,0.3102409638554217
AP,AsyCo,0.3,2,120,0.21636546184738956,0.2956827309236948
AP,AsyCo,0.3,2,149,0.18624497991967873,0.2605421686746988
AP,AsyCo,0.3,3,0,0.061083743842364535,0.12561576354679804
AP,AsyCo,0.3,3,30,0.13694581280788176,0.34630541871921183
AP,AsyCo,0.3,3,60,0.15073891625615762,0.36600985221674875
AP,AsyCo,0.3,3,90,0.15566502463054188,0.3665024630541872
AP,AsyCo,0.3,3,120,0.15911330049261083,0.3852216748768473
AP,AsyCo,0.3,3,149,0.13891625615763548,0.3669950738916256
AP,AsyCo,0.3,4,0,0.07189873417721519,0.1362025316455696
AP,AsyCo,0.3,4,30,0.14126582278481012,0.32556962025316455
AP,AsyCo,0.3,4,60,0.1989873417721519,0.3270886075949367
AP,AsyCo,0.3,4,90,0.2410126582278481,0.30430379746835445
AP,AsyCo,0.3,4,120,0.26126582278481014,0.28354430379746837
AP,AsyCo,0.3,4,149,0.18430379746835443,0.2688607594936709
AP,AsyCo,0.3,5,0,0.05457301667508843,0.13845376452753916
AP,AsyCo,0.3,5,30,0.09752400202122284,0.3294593228903487
AP,AsyCo,0.3,5,60,0.10611419909044972,0.302678120262759
AP,AsyCo,0.3,5,90,0.16270843860535625,0.29560384032339565
AP,AsyCo,0.3,5,120,0.18342597271349168,0.34765032844871147
AP,AsyCo,0.3,5,149,0.1551288529560384,0.28600303183425974
AP,AsyCo,0.3,6,0,0.044585987261146494,0.13228809407153355
AP,AsyCo,0.3,6,30,0.12395884370406664,0.2954434100930916
AP,AsyCo,0.3,6,60,0.164625183733464,0.34394904458598724
AP,AsyCo,0.3,6,90,0.1807937285644292,0.32190102890739836
AP,AsyCo,0.3,6,120,0.14600685938265556,0.32092111709946103
AP,AsyCo,0.3,6,149,0.14208721215090642,0.29446349828515433
AP,AsyCo,0.3,7,0,0.062065541211519366,0.12959285004965243
AP,AsyCo,0.3,7,30,0.13505461767626614,0.3118172790466733
AP,AsyCo,0.3,7,60,0.16335650446871897,0.3182720953326713
AP,AsyCo,0.3,7,90,0.15143992055610725,0.2855014895729891
AP,AsyCo,0.3,7,120,0.19612711022840118,0.2929493545183714
AP,AsyCo,0.3,7,149,0.19811320754716982,0.3073485600794439
AP,AsyCo,0.3,8,0,0.05347326336831584,0.13093453273363317
AP,AsyCo,0.3,8,30,0.136431784107946,0.27386306846576713
AP,AsyCo,0.3,8,60,0.1984007996001999,0.30184907546226886
AP,AsyCo,0.3,8,90,0.21989005497251374,0.3213393303348326
AP,AsyCo,0.3,8,120,0.1854072963518241,0.35132433783108447
AP,AsyCo,0.3,8,149,0.21389305347326337,0.29185407296351823
AP,AsyCo,0.3,9,0,0.06411530815109344,0.13021868787276342
AP,AsyCo,0.3,9,30,0.1257455268389662,0.34095427435387676
AP,AsyCo,0.3,9,60,0.13369781312127235,0.3071570576540755
AP,AsyCo,0.3,9,90,0.14065606361829025,0.2788270377733598
AP,AsyCo,0.3,9,120,0.17842942345924453,0.33250497017892644
AP,AsyCo,0.3,9,149,0.14165009940357853,0.29870775347912526
AP,AsyCo,0.4,0,0,0.031072375899962108,0.09852216748768473
AP,AsyCo,0.4,0,30,0.12883668056081848,0.2967032967032967
AP,AsyCo,0.4,0,60,0.14209928003031452,0.29708222811671087
AP,AsyCo,0.4,0,90,0.15422508525956802,0.33232284956422886
AP,AsyCo,0.4,0,120,0.1110269041303524,0.27169382341796133
AP,AsyCo,0.4,0,149,0.15687760515346721,0.32967032967032966
AP,AsyCo,0.4,1,0,0.05908096280087528,0.12180889861415026
AP,AsyCo,0.4,1,30,0.1363967906637491,0.3533916849015317
AP,AsyCo,0.4,1,60,0.1301969365426696,0.33150984682713347
AP,AsyCo,0.4,1,90,0.12253829321663019,0.3070751276440554
AP,AsyCo,0.4,1,120,0.11597374179431072,0.3059810357403355
AP,AsyCo,0.4,1,149,0.12509117432531,0.33442742523705327
AP,AsyCo,0.4,2,0,0.04580152671755725,0.11526717557251909
AP,AsyCo,0.4,2,30,0.13778625954198473,0.3522900763358779
AP,AsyCo,0.4,2,60,0.1534351145038168,0.2958015267175573
AP,AsyCo,0.4,2,90,0.1881679389312977,0.33244274809160307
AP,AsyCo,0.4,2,120,0.22557251908396947,0.316412213740458
AP,AsyCo,0.4,2,149,0.2202290076335878,0.3244274809160305
AP,AsyCo,0.4,3,0,0.0450849963045085,0.1123429416112343
AP,AsyCo,0.4,3,30,0.12638580931263857,0.26422764227642276
AP,AsyCo,0.4,3,60,0.10310421286031042,0.27679231337767923
AP,AsyCo,0.4,3,90,0.12971175166297116,0.3325942350332594
AP,AsyCo,0.4,3,120,0.15299334811529933,0.33000739098300075
AP,AsyCo,0.4,3,149,0.15594974131559497,0.35439763488543974
AP,AsyCo,0.4,4,0,0.06562974203338391,0.1479514415781487
AP,AsyCo,0.4,4,30,0.11418816388467375,0.28148710166919577
AP,AsyCo,0.4,4,60,0.13732928679817905,0.3615326251896813
AP,AsyCo,0.4,4,90,0.15364188163884673,0.34332321699544766
AP,AsyCo,0.4,4,120,0.15819423368740515,0.34749620637329287
AP,AsyCo,0.4,4,149,0.13922610015174508,0.3213201820940819
AP,AsyCo,0.4,5,0,0.04078605858361142,0.12606599925843529
AP,AsyCo,0.4,5,30,0.16796440489432704,0.26733407489803485
AP,AsyCo,0.4,5,60,0.17945865776789025,0.29662588060808304
AP,AsyCo,0.4,5,90,0.19911012235817574,0.2817945865776789
AP,AsyCo,0.4,5,120,0.21950315164998146,0.29773822766036334
AP,AsyCo,0.4,5,149,0.1742677048572488,0.3025583982202447
AP,AsyCo,0.4,6,0,0.06979320531757754,0.13146233382570163
AP,AsyCo,0.4,6,30,0.11816838995568685,0.26107828655834564
AP,AsyCo,0.4,6,60,0.15398818316100443,0.30612998522895124
AP,AsyCo,0.4,6,90,0.1447562776957164,0.31388478581979323
AP,AsyCo,0.4,6,120,0.14586410635155095,0.2965288035450517
AP,AsyCo,0.4,6,149,0.15805022156573117,0.31831610044313147
AP,AsyCo,0.4,7,0,0.07118515713744794,0.13176826959485044
AP,AsyCo,0.4,7,30,0.11662249148049982,0.2904202953426732
AP,AsyCo,0.4,7,60,0.15486558121923513,0.2862552063612268
AP,AsyCo,0.4,7,90,0.17114729269216206,0.302158273381295
AP,AsyCo,0.4,7,120,0.13593335857629685,0.2798182506626278
AP,AsyCo,0.4,7,149,0.15032184778492996,0.30367285119273
AP,AsyCo,0.4,8,0,0.05148148148148148,0.12333333333333334
AP,AsyCo,0.4,8,30,0.09851851851851852,0.28629629629629627
AP,AsyCo,0.4,8,60,0.12074074074074075,0.3111111111111111
AP,AsyCo,0.4,8,90,0.13037037037037036,0.34
AP,AsyCo,0.4,8,120,0.13111111111111112,0.30777777777777776
AP,AsyCo,0.4,8,149,0.12481481481481481,0.33814814814814814
AP,AsyCo,0.4,9,0,0.06534727408513816,0.13928304705003733
AP,AsyCo,0.4,9,30,0.15011202389843167,0.25840179238237493
AP,AsyCo,0.4,9,60,0.1527259148618372,0.2438386855862584
AP,AsyCo,0.4,9,90,0.16168782673637042,0.3188946975354742
AP,AsyCo,0.4,9,120,0.18521284540702015,0.32262882748319643
AP,AsyCo,0.4,9,149,0.18670649738610903,0.2707244212098581
AP,AsyCo,0.5,0,0,0.053834586466165416,0.11909774436090226
AP,AsyCo,0.5,0,30,0.13112781954887218,0.2956390977443609
AP,AsyCo,0.5,0,60,0.13052631578947368,0.2881203007518797
AP,AsyCo,0.5,0,90,0.11398496240601504,0.31759398496240604
AP,AsyCo,0.5,0,120,0.1530827067669173,0.3269172932330827
AP,AsyCo,0.5,0,149,0.12962406015037595,0.32360902255639096
AP,AsyCo,0.5,1,0,0.06680280046674446,0.17677946324387397
AP,AsyCo,0.5,1,30,0.11814469078179697,0.3135939323220537
AP,AsyCo,0.5,1,60,0.11989498249708284,0.3130105017502917
AP,AsyCo,0.5,1,90,0.12572928821470244,0.28996499416569427
AP,AsyCo,0.5,1,120,0.13156359393232206,0.3296382730455076
AP,AsyCo,0.5,1,149,0.14964994165694281,0.323220536756126
AP,AsyCo,0.5,2,0,0.05822328931572629,0.11374549819927972
AP,AsyCo,0.5,2,30,0.14705882352941177,0.30582232893157263
AP,AsyCo,0.5,2,60,0.17016806722689076,0.28391356542617047
AP,AsyCo,0.5,2,90,0.14555822328931572,0.22749099639855944
AP,AsyCo,0.5,2,120,0.1524609843937575,0.24939975990396157
AP,AsyCo,0.5,2,149,0.12965186074429771,0.22418967587034813
