,nv,bkl,mel,bcc,akiec,vasc,df
nv,0.0,0.23063866653748577,0.5393418841940486,0.05703303369678755,0.038133487799783296,0.06801213233292104,0.06684079543897392
bkl,0.12316327556449343,0.0,0.49400471325896833,0.11018574315751027,0.20735482920835985,0.012639956807731284,0.052651482002936706
mel,0.2660959564061707,0.4551892763854905,0.0,0.0849009986294206,0.14104159622729232,0.01730736731964449,0.03546480503198085
bcc,0.04080642233247674,0.21954284834657734,0.23397127286140013,0.0,0.3402798664332171,0.07331759800867466,0.09208199201765428
akiec,0.012583209431573861,0.37638692023093767,0.2586852719308992,0.2720600232195085,0.0,0.008709823734686659,0.0715747514523939
vasc,0.22310333857016418,0.0954707038046726,0.1975483447414952,0.22695532260163342,0.0710020927932827,0.0,0.1859201974887519
df,0.14295461569356474,0.21369461273917745,0.2077025385753063,0.17783388144584245,0.17074336178652402,0.08707098975958502,0.0
