trial,state,value,duration_s,param_lambda_u,param_K,param_temperature,param_warmup_epochs
53,COMPLETE,0.6623192120461396,3294.487368,0.05640933769003981,5,0.9011472236750687,12
54,COMPLETE,0.563964424316376,713.773106,1.8474060793662785,5,0.9596972223327326,13
55,COMPLETE,0.5908173089567812,734.929637,1.907207898304607,1,0.9517754579604909,7
56,COMPLETE,0.6239903706737451,3253.855578,0.06692761786790413,4,0.9333326049377572,11
57,COMPLETE,0.572512227179191,711.607623,1.296425073360028,5,0.8797496706601269,6
58,COMPLETE,0.5686563655969543,712.295787,13.568085480827405,2,0.8908400940072301,10
59,COMPLETE,0.5906669989599053,732.996449,16.27586592026808,1,0.37178597315660483,24
60,COMPLETE,0.5841648150940099,732.16573,19.53364721961014,3,0.7654383490657946,25
61,COMPLETE,0.5712697202455516,715.541691,2.3492866675682285,5,0.9580808187447363,10
62,COMPLETE,0.6483081815326784,3267.070995,0.07868459381040155,5,0.999310381668362,20
63,COMPLETE,0.6617252871365593,3258.497889,0.443209575990718,2,0.8331335276415637,19
64,COMPLETE,0.5909934373546133,734.631285,0.2666065750043253,2,0.6079245325489949,17
65,COMPLETE,0.5987090112186774,734.224096,0.36032505458825015,2,0.898736648642099,20
66,COMPLETE,0.589819102770479,734.266037,5.825642481195114,2,0.8186458988746912,20
67,COMPLETE,0.6310819284616869,3271.793,1.9692434148304665,2,0.8369131344019705,17
68,COMPLETE,0.583764138234104,717.596633,0.006562670525631753,5,0.8812150586243751,21
69,COMPLETE,0.5644957340613639,717.1512,16.08203160819464,2,0.5502330672383915,13
70,COMPLETE,0.627386115327203,3282.837282,0.27484013192687323,3,0.7622937352202713,15
71,COMPLETE,0.6534992849637575,3271.594312,0.6670784528413514,5,0.9341939083112794,22
72,COMPLETE,0.537872148394607,725.050545,16.008337465517307,4,0.6073436351200018,6
73,COMPLETE,0.5833351010959185,732.294296,2.2980343997190684,5,0.9746933358602607,21
74,COMPLETE,0.6324771434482728,3311.322568,7.258187564239224,5,0.9667292715365718,24
75,COMPLETE,0.5877792608606306,744.130969,13.716141075131716,3,0.3922624413697825,16
76,COMPLETE,0.5831144034886542,719.272138,24.091062442802304,3,0.2630188026293264,20
77,COMPLETE,0.6463090330524167,3319.157093,0.2871863692374765,5,0.9868568345974812,20
78,COMPLETE,0.5557380982125174,747.255302,24.098654997839052,2,0.8844307693931425,10
79,RUNNING,,,7.41950408379691,5,0.2579955302028894,16
80,COMPLETE,0.6594371988544964,3847.627571,0.23894358830293688,5,0.8397206098091663,18
81,COMPLETE,0.6446926541477239,3749.80608,7.2733764753134995,5,0.813868105780174,17
82,COMPLETE,0.5988559042113998,858.874699,6.955717265833165,1,0.3420437926486925,17
83,COMPLETE,0.5636095257456871,833.957842,23.674046909753734,4,0.3082694059010769,7
84,COMPLETE,0.648443222975579,3722.73343,1.2487496525995152,5,0.7421436698046004,16
85,COMPLETE,0.6269009979170861,3759.216454,1.495139188846303,4,0.6887907578672926,15
86,COMPLETE,0.6130290154255611,2364.173764,7.234480981777627,5,0.6034970840144699,13
87,COMPLETE,0.6502525838584503,3734.244818,0.16654654054124696,5,0.5130434020902809,17
88,COMPLETE,0.6536283598272142,3741.614827,0.21175690443306983,5,0.9996545581096538,15
89,COMPLETE,0.6500886051882674,3734.199487,1.8944499888944142,5,0.5730226896132672,19
90,COMPLETE,0.5895606855566562,837.426311,14.903818063376443,4,0.6736559428628129,16
91,COMPLETE,0.6566508340363214,3735.323442,0.8099535782627318,5,0.9380481061664093,12
92,COMPLETE,0.6439923487934592,3742.281886,1.2720827609123666,5,0.9258895516946382,14
93,COMPLETE,0.6591221663960056,3736.415813,1.1257826262370554,5,0.9120886235857587,12
94,COMPLETE,0.652561914447628,3737.818406,1.5308062909522768,5,0.9965900175644075,13
95,COMPLETE,0.6478631373851271,3735.239652,0.21213482334605688,5,0.8143182185510385,15
96,COMPLETE,0.5984786337842515,836.677665,0.13508716849152735,2,0.7752353995201728,23
97,COMPLETE,0.651496679896475,3745.206342,0.833696628595503,2,0.9299492978167166,12
98,COMPLETE,0.6604457435334894,3744.460851,0.4598656526262569,5,0.7178132626435594,8
99,COMPLETE,0.6667504093747965,3740.924209,0.6722205653269558,5,0.8470313033558283,11
100,COMPLETE,0.673527845788567,3730.42672,1.180287270074002,5,0.7201213405804776,10
101,COMPLETE,0.6351349902561025,3754.492341,3.3499908309319464,5,0.7169880755951558,9
