trial,state,value,duration_s,param_lambda,param_beta
0,COMPLETE,0.6224222418941011,1694.147379,1.7873564613001214,0.9278214378844623
1,COMPLETE,0.4377708572034262,1665.749007,6.028563143721882,0.7693963178886665
2,COMPLETE,0.6152539932161162,1658.270276,0.8500186494605505,0.5701975341512912
3,COMPLETE,0.6242617718175694,1654.449893,0.609209325111088,0.8897792655987208
4,COMPLETE,0.47985552959219857,1642.627897,3.862689194653676,0.8186326600082204
5,COMPLETE,0.6235277742893232,1660.213861,0.5362604871585998,0.9364594334728974
6,COMPLETE,0.24285714285714285,1651.966638,8.483766803598272,0.5955525998052242
7,COMPLETE,0.6329326593657726,1654.265898,0.9279990423245288,0.5825320294340453
8,COMPLETE,0.6280277493561968,1653.881221,1.4072546358030324,0.7361403942345071
9,COMPLETE,0.49811418995750856,1652.14731,2.1727270548647377,0.6310531130891188
10,COMPLETE,0.42751654097942476,377.175609,4.006368751999268,0.5627722372934189
11,COMPLETE,0.5396605076435661,386.709612,1.3505263874802735,0.6648628294821612
12,COMPLETE,0.5208917307935369,377.72072,2.3585260188125883,0.8533291826268561
13,COMPLETE,0.6238881357101207,1640.163303,0.9860805485286999,0.7314054972861253
14,COMPLETE,0.43232547864106363,374.874104,3.7500594752084933,0.520902685723999
15,COMPLETE,0.6275578879620994,1649.715916,0.6416087658466677,0.6653655116992614
16,COMPLETE,0.37260545905707226,375.878015,13.523648613588907,0.8890055375555438
17,COMPLETE,0.6428404829665766,1642.532684,0.5172605541187841,0.5540202117059951
18,COMPLETE,0.6453046214587232,1636.810473,0.7510821512396104,0.5033236033314834
19,COMPLETE,0.6067876414815785,979.688831,0.5511433719641158,0.5070176598463052
20,COMPLETE,0.5533565863849738,385.814589,1.1683054207928523,0.5677988490111889
21,COMPLETE,0.5561349029548619,395.84134,1.1424915716982718,0.5013189865937074
22,COMPLETE,0.5951055973477217,714.655841,0.5213476564624111,0.5701663674810303
23,COMPLETE,0.6277012868776708,1639.785864,0.6727231546537114,0.6354736288615395
24,COMPLETE,0.6306660004887107,1649.573095,0.9963069596458725,0.5130296107672674
25,COMPLETE,0.5709076596053873,447.821455,0.5877798404022235,0.5275336950315335
26,COMPLETE,0.16103896103896104,375.514238,14.827696909541055,0.6809454588986075
27,COMPLETE,0.4748851597334666,375.689147,1.806122784831418,0.5217479662958839
28,COMPLETE,0.5554443021226814,387.287368,1.0811979749969796,0.6031365208342171
29,COMPLETE,0.6126899186503024,1016.879155,0.5079915878803078,0.5041145858585813
30,COMPLETE,0.5642096557598191,388.804399,1.0773814839879068,0.6100503246956429
31,COMPLETE,0.5295692559064943,377.197326,1.3264590243345713,0.5049423029602467
32,COMPLETE,0.5700366515237064,444.783405,1.1654144758352833,0.5069264931349197
33,COMPLETE,0.6534580801481198,1652.019399,0.9340482221211514,0.5373596334919839
34,COMPLETE,0.6352491047718161,1653.849955,0.515725344935649,0.5949503576699143
35,COMPLETE,0.631302364265423,1640.446042,0.5096448480778363,0.6303082980574309
36,COMPLETE,0.6295808201014481,1650.904266,0.5668479512962709,0.5841846676221478
