trial,state,value,duration_s,param_alpha,param_beta,param_A
0,COMPLETE,0.702822678245792,1783.900668,0.13292918943162169,1.9063571821788408,-3.6080363491315692
1,COMPLETE,0.6832970453058209,1752.903561,0.6251373574521749,0.39643541684062933,-7.064032877982784
2,COMPLETE,0.627323910036911,1750.964374,0.014936568554617643,1.745734676972377,-4.393309929540747
3,COMPLETE,0.6498773102293285,1767.780544,1.3311216080736887,0.13911053916202465,-2.180540887028034
4,COMPLETE,0.6797921045663202,1757.96879,3.142880890840109,0.5034443102887247,-6.909050196757397
5,COMPLETE,0.694534320895977,1755.164984,0.03549878832196503,0.6780602616231216,-4.851461410206573
6,COMPLETE,0.6944751371057294,1764.553868,0.19762189340280073,0.6533353663762795,-4.328882631665723
7,COMPLETE,0.6942844404114709,1760.71682,0.02621087878265441,0.6550748322169144,-5.80182894023785
8,COMPLETE,0.7048985535996366,1766.054164,0.23345864076016243,1.5918343266467259,-6.801957307049841
9,COMPLETE,0.7335598990070025,1737.877134,0.34890188454913873,1.2255876808378807,-7.721297523680014
10,COMPLETE,0.6808487339552898,1481.128919,0.6647135865318028,0.4239958350058539,-7.609690442088323
11,COMPLETE,0.6052918818913448,691.126027,7.025166339242156,1.9347008628416629,-3.1496159113012334
12,COMPLETE,0.669836241159247,1382.602536,0.08200518402245831,0.2855770166121293,-3.8946018409270584
13,COMPLETE,0.6406316231220487,975.507639,0.2091498132903561,0.3318726462050797,-5.028938539332379
14,COMPLETE,0.45587453696737407,419.457031,0.012681352169084602,1.8277087639496858,-6.4473201103998985
15,COMPLETE,0.6972201406274877,1765.618254,0.8295565991772145,1.7378777446847367,-6.961771332989534
16,COMPLETE,0.5576020504493655,409.131994,0.23305607397244024,1.3587319258145798,-6.366400759614919
17,COMPLETE,0.6994014444942934,1765.471208,0.46036650707716575,1.0575951310074574,-7.5770785309709
18,COMPLETE,0.6675312624406032,1313.537309,3.8143201149622974,1.345738627533926,-7.899604242456062
19,COMPLETE,0.6060006633149164,614.196755,2.767382464975026,1.3230541995852645,-4.576712810709901
20,COMPLETE,0.5168360310980459,416.283867,0.022929519170490527,1.0755136195993125,-2.1947813937426925
21,COMPLETE,0.5630957305194965,417.546441,0.2619731750504909,1.940369602716428,-3.7863890699337497
22,COMPLETE,0.5583061847856705,414.789607,0.07032651449042174,1.7500459105491515,-2.2095929618962984
23,COMPLETE,0.5655708086315911,421.546869,0.1617022549407808,1.349481167855937,-4.356894355800646
24,COMPLETE,0.4974019281539954,411.997301,0.02449217346968676,1.3077736334183203,-7.951689808352639
25,COMPLETE,0.5135182343812467,411.006095,0.12508297655573686,1.9202854257157718,-5.621840320068156
26,COMPLETE,0.5440598588650808,411.532374,0.10139070930834901,1.6706637412750467,-7.254557819895327
27,COMPLETE,0.5744229957256668,422.270974,5.399832342209879,1.114587861621306,-2.349942488492089
28,COMPLETE,0.5071340453252724,408.776881,0.06329591825673167,0.843790654895914,-7.928003160278528
29,COMPLETE,0.7039553455220385,1786.368663,0.7284113298019097,0.8260964107066515,-6.006436025850668
30,COMPLETE,0.5764421731457599,429.428211,1.4888581108153016,0.426279474093735,-5.3427548829375375
31,COMPLETE,0.6065294384094617,604.863557,0.4373397992100684,1.4152744881506174,-7.73963328894805
32,COMPLETE,0.717574163426599,1782.244969,0.456191003711153,0.7827723862237925,-5.845083101722874
33,COMPLETE,0.7094590948297593,1765.625705,0.9955400920775751,1.0568095422716393,-6.006316588690794
34,COMPLETE,0.6549777544983826,1043.627105,0.7982301231973943,0.9960013701959971,-5.142590795120482
35,COMPLETE,0.6669074544016553,1304.832458,2.4654545469868565,1.2790491879825978,-6.170990378115534
36,COMPLETE,0.6844706199851117,1398.298321,0.17632077480041772,0.8500476685333123,-5.717857588643894
37,COMPLETE,0.6973054018348079,1779.808517,0.41254467111987597,1.0937449840726237,-6.390152670079019
38,COMPLETE,0.5615632216961096,416.031563,0.22615651361260558,1.3224206359887472,-6.42935963157889
39,COMPLETE,0.7083466793511661,1765.886912,1.1188053765237034,1.0979931527094537,-7.439574240359956
40,COMPLETE,0.5851655805529529,429.221899,8.898152626333884,1.0271438608386645,-6.260464631645906
41,COMPLETE,0.691729548853418,1516.530348,1.740085661960684,1.1526341288635606,-6.960412915557403
42,COMPLETE,0.603014259559082,563.768684,2.8549002167261217,0.9107261756979893,-7.991079678959744
43,COMPLETE,0.7025917771891101,1777.567824,0.7055578849191841,0.8049702568487416,-7.128987067380416
44,COMPLETE,0.6999592087708777,1766.125209,0.7407105055889179,1.2843369691872444,-7.981485443208379
45,COMPLETE,0.5788630074509264,410.517539,0.5514276765938991,0.7669036723000087,-2.214481608240181
46,COMPLETE,0.5090893673672163,410.007607,0.021018035409169133,0.25601483677123604,-7.666233141495509
47,COMPLETE,0.5904108623734536,476.340192,0.165095179590705,1.1226685876590878,-7.846675688771956
48,COMPLETE,0.6965597029441171,1800.412802,0.7245238686001473,0.7365606694397608,-6.227763420079407
49,COMPLETE,0.694929527946995,1772.872747,0.9302982758869501,1.4246299489379899,-6.246517402468024
50,COMPLETE,0.5645782480808176,404.812743,0.18463893192021558,1.5843924487334307,-7.81686495605747
51,COMPLETE,0.7058390441729842,1641.440051,0.5241667853131937,0.8363264213008472,-6.155446161236847
52,COMPLETE,0.5899823558043608,435.778714,0.27578163208160006,0.7110341902477089,-6.663433059928016
53,COMPLETE,0.681314766628941,1288.61836,0.8072710600976858,1.1359758689907782,-6.311586313847349
54,COMPLETE,0.6505807148013879,739.461042,0.3232119817238125,0.6225083930352753,-5.421365408904924
55,COMPLETE,0.620912229650051,564.418394,0.51305793980787,1.739981002396115,-6.440152547869944
56,COMPLETE,0.7027542153730095,1662.500233,1.1227123791204268,0.9297679302231695,-7.108877369543867
57,COMPLETE,0.7046195337315965,1673.917597,0.32565342395273367,0.9779969298206107,-4.472473676405651
58,COMPLETE,0.6857260502354251,1314.009363,1.084136854658648,1.1456751598501385,-5.312390519899488
59,COMPLETE,0.5284521761070436,387.258444,0.07377084151016149,1.5051742997286155,-5.895345688090084
60,COMPLETE,0.595209718944459,452.074316,2.4556774520854585,0.6666854566873917,-6.459837273224393
61,COMPLETE,0.7047633808734375,1656.337691,0.8335188883479494,1.1154038602079799,-4.215240712149728
62,COMPLETE,0.5908245370092778,390.106421,1.9228116559858999,1.0957824888642653,-3.7309759593632643
63,COMPLETE,0.6964268611317124,1651.898042,1.1822919434825505,1.4407655337290497,-4.267746495029721
64,COMPLETE,0.5881455991801839,387.7091,1.3072924405052062,0.7535439332656076,-4.140237010770509
65,COMPLETE,0.599440215706674,441.084201,0.37852678572505793,1.2238578038837864,-3.2156587324864203
66,COMPLETE,0.636064926563634,661.457576,0.4326113386426577,0.8618938974488065,-5.301274290701472
67,COMPLETE,0.5759291795238873,375.350865,5.660220313499313,0.40310870678300903,-2.5154643112211605
68,COMPLETE,0.5753900043485913,374.527252,0.5483504166263262,0.2775568020549404,-6.532794276409482
69,COMPLETE,0.5454196315846701,376.550805,0.12339818507145027,1.0956433890648887,-6.734233029389449
70,COMPLETE,0.6462250895300101,715.465012,0.43403546938740234,0.923296371847158,-6.858796981576995
71,COMPLETE,0.6284958378152112,556.450379,0.46115419595856805,0.8612318499708603,-4.716348554332459
72,COMPLETE,0.5483283114523971,396.506986,0.049688092625124546,0.8139998427471321,-4.586492002225578
73,COMPLETE,0.6139657239590474,559.634414,0.1997877632469881,0.9588154639283629,-4.090162863687842
74,COMPLETE,0.6139719792045739,539.767487,0.27630860583160577,1.0661127345635089,-4.484432021271275
75,COMPLETE,0.6175179494519114,538.724737,0.26112948220927645,1.489028768009837,-7.110168933721295
76,COMPLETE,0.6137959510181364,523.979317,0.6494323117970026,0.9844011591122792,-3.467327780844361
77,COMPLETE,0.5587048873596483,379.078701,0.20962438420720317,1.3381386975494767,-5.159249504733102
78,COMPLETE,0.5986593022826199,439.653695,0.366536719958502,0.9002791458888717,-7.953513289171955
79,COMPLETE,0.619853562269391,547.954812,0.39529048376212633,0.7931089864779656,-6.136320891029918
80,COMPLETE,0.6013927540073596,450.103662,1.0150285754546184,0.9709874894779705,-5.193238264168353
81,COMPLETE,0.6444846722465364,717.960583,1.5263861772659582,0.8855407058299061,-5.836793084569911
82,COMPLETE,0.7004959445781254,1645.661407,0.45835985077590147,1.1929156410516617,-6.839246920792265
83,COMPLETE,0.5770610564106171,373.36444,0.9527623144128942,0.5343469843857441,-5.411659398623357
84,COMPLETE,0.6001854780157323,452.871429,0.545345292487471,1.2295776161453256,-7.512186222247631
85,COMPLETE,0.7093770640377841,1639.134931,0.36486493874194326,0.905553375800793,-5.763118821309974
86,COMPLETE,0.6892682220179637,1388.795841,0.18178882899497534,0.8818657299598224,-5.398198930105226
87,COMPLETE,0.6080272239331925,525.332356,0.20819147798990864,1.0105655291068962,-5.874120852197558
88,COMPLETE,0.5181134249424023,375.894993,0.07149010865218043,1.9345817925740239,-6.531496796342692
89,COMPLETE,0.6131691057858035,529.498291,1.645455452021139,1.0820890541988333,-6.159173048467996
90,COMPLETE,0.5609398474122976,379.806459,0.14154829011569947,0.1528910278575185,-2.764753367091749
91,COMPLETE,0.6492698938874113,748.02939,0.45276735652100925,0.6367099915003492,-6.04332313149462
92,COMPLETE,0.6634934638456741,962.689508,0.47990914361917836,0.9922603566934487,-5.747247429105957
93,COMPLETE,0.6645084347101673,967.183912,0.6368482907275852,0.896482971069587,-6.3964158972056495
94,COMPLETE,0.6635015193989986,962.736583,0.5584520749849082,0.7623022874435725,-5.667948427291687
95,COMPLETE,0.5710808338853319,381.587942,0.03775962747284458,0.19309186625911756,-5.848818389334869
96,COMPLETE,0.535483190390367,388.629828,0.012069113508058409,0.4462043874715981,-2.0226476935685285
97,COMPLETE,0.582049713590223,380.381572,1.1322903936333995,1.115883152889593,-4.862256589590458
98,COMPLETE,0.6080377292042666,545.651711,3.49708361212343,1.67310175261301,-6.741889917078933
99,COMPLETE,0.579149675214467,396.125669,6.5244589747033706,1.0294882258530724,-4.5549327783996105
