protocol,method,tau,true_class,pred_class,count,rate
S,AsyCo,0.4,mel,nv,8.0,0.013029315960912053
S,AsyCo,0.4,mel,bkl,46.0,0.0749185667752443
S,AsyCo,0.4,mel,mel,189.0,0.30781758957654726
S,AsyCo,0.4,mel,bcc,34.0,0.05537459283387622
S,AsyCo,0.4,mel,akiec,244.0,0.3973941368078176
S,AsyCo,0.4,mel,vasc,55.0,0.08957654723127036
S,AsyCo,0.4,mel,df,38.0,0.06188925081433225
S,AsyCo,0.4,bcc,nv,0.0,0.0
S,AsyCo,0.4,bcc,bkl,3.0,0.009174311926605505
S,AsyCo,0.4,bcc,mel,1.0,0.0030581039755351682
S,AsyCo,0.4,bcc,bcc,152.0,0.4648318042813456
S,AsyCo,0.4,bcc,akiec,117.0,0.3577981651376147
S,AsyCo,0.4,bcc,vasc,39.0,0.11926605504587157
S,AsyCo,0.4,bcc,df,15.0,0.045871559633027525
S,AsyCo,0.4,akiec,nv,0.0,0.0
S,AsyCo,0.4,akiec,bkl,1.0,0.0043859649122807015
S,AsyCo,0.4,akiec,mel,9.0,0.039473684210526314
S,AsyCo,0.4,akiec,bcc,28.0,0.12280701754385964
S,AsyCo,0.4,akiec,akiec,181.0,0.793859649122807
S,AsyCo,0.4,akiec,vasc,5.0,0.021929824561403508
S,AsyCo,0.4,akiec,df,4.0,0.017543859649122806
S,AsyCo,0.4,vasc,nv,2.0,0.02040816326530612
S,AsyCo,0.4,vasc,bkl,1.0,0.01020408163265306
S,AsyCo,0.4,vasc,mel,1.0,0.01020408163265306
S,AsyCo,0.4,vasc,bcc,6.0,0.061224489795918366
S,AsyCo,0.4,vasc,akiec,3.0,0.030612244897959183
S,AsyCo,0.4,vasc,vasc,85.0,0.8673469387755102
S,AsyCo,0.4,vasc,df,0.0,0.0
S,AsyCo,0.4,df,nv,0.0,0.0
S,AsyCo,0.4,df,bkl,0.0,0.0
S,AsyCo,0.4,df,mel,3.0,0.0410958904109589
S,AsyCo,0.4,df,bcc,6.0,0.0821917808219178
S,AsyCo,0.4,df,akiec,27.0,0.3698630136986301
S,AsyCo,0.4,df,vasc,8.0,0.1095890410958904
S,AsyCo,0.4,df,df,29.0,0.3972602739726027
S,AsyCo,0.5,nv,nv,33.0,0.006107717934480844
S,AsyCo,0.5,nv,bkl,100.0,0.018508236165093468
S,AsyCo,0.5,nv,mel,725.0,0.13418471219692762
S,AsyCo,0.5,nv,bcc,181.0,0.03349990745881917
S,AsyCo,0.5,nv,akiec,543.0,0.10049972237645752
S,AsyCo,0.5,nv,vasc,2855.0,0.5284101425134184
S,AsyCo,0.5,nv,df,966.0,0.1787895613548029
S,AsyCo,0.5,bkl,nv,1.0,0.001375515818431912
S,AsyCo,0.5,bkl,bkl,26.0,0.03576341127922971
S,AsyCo,0.5,bkl,mel,60.0,0.08253094910591471
S,AsyCo,0.5,bkl,bcc,125.0,0.171939477303989
S,AsyCo,0.5,bkl,akiec,371.0,0.5103163686382394
S,AsyCo,0.5,bkl,vasc,71.0,0.09766162310866575
S,AsyCo,0.5,bkl,df,73.0,0.10041265474552957
S,AsyCo,0.5,mel,nv,2.0,0.003257328990228013
S,AsyCo,0.5,mel,bkl,19.0,0.030944625407166124
S,AsyCo,0.5,mel,mel,160.0,0.26058631921824105
S,AsyCo,0.5,mel,bcc,68.0,0.11074918566775244
S,AsyCo,0.5,mel,akiec,258.0,0.4201954397394137
S,AsyCo,0.5,mel,vasc,97.0,0.15798045602605862
S,AsyCo,0.5,mel,df,10.0,0.016286644951140065
S,AsyCo,0.5,bcc,nv,0.0,0.0
S,AsyCo,0.5,bcc,bkl,1.0,0.0030581039755351682
S,AsyCo,0.5,bcc,mel,1.0,0.0030581039755351682
S,AsyCo,0.5,bcc,bcc,147.0,0.44954128440366975
S,AsyCo,0.5,bcc,akiec,137.0,0.41896024464831805
S,AsyCo,0.5,bcc,vasc,27.0,0.08256880733944955
S,AsyCo,0.5,bcc,df,14.0,0.04281345565749235
S,AsyCo,0.5,akiec,nv,0.0,0.0
S,AsyCo,0.5,akiec,bkl,1.0,0.0043859649122807015
S,AsyCo,0.5,akiec,mel,7.0,0.03070175438596491
S,AsyCo,0.5,akiec,bcc,40.0,0.17543859649122806
S,AsyCo,0.5,akiec,akiec,171.0,0.75
S,AsyCo,0.5,akiec,vasc,3.0,0.013157894736842105
S,AsyCo,0.5,akiec,df,6.0,0.02631578947368421
S,AsyCo,0.5,vasc,nv,0.0,0.0
S,AsyCo,0.5,vasc,bkl,0.0,0.0
S,AsyCo,0.5,vasc,mel,3.0,0.030612244897959183
S,AsyCo,0.5,vasc,bcc,12.0,0.12244897959183673
S,AsyCo,0.5,vasc,akiec,1.0,0.01020408163265306
S,AsyCo,0.5,vasc,vasc,81.0,0.826530612244898
S,AsyCo,0.5,vasc,df,1.0,0.01020408163265306
S,AsyCo,0.5,df,nv,0.0,0.0
S,AsyCo,0.5,df,bkl,0.0,0.0
S,AsyCo,0.5,df,mel,2.0,0.0273972602739726
S,AsyCo,0.5,df,bcc,9.0,0.1232876712328767
S,AsyCo,0.5,df,akiec,31.0,0.4246575342465753
S,AsyCo,0.5,df,vasc,5.0,0.0684931506849315
S,AsyCo,0.5,df,df,26.0,0.3561643835616438
SP,baseline,0.0,nv,nv,3341.0,0.6183601702757727
SP,baseline,0.0,nv,bkl,385.0,0.07125670923560985
SP,baseline,0.0,nv,mel,1199.0,0.22191375161947066
SP,baseline,0.0,nv,bcc,145.0,0.026836942439385527
SP,baseline,0.0,nv,akiec,128.0,0.023690542291319637
SP,baseline,0.0,nv,vasc,81.0,0.014991671293725709
SP,baseline,0.0,nv,df,124.0,0.0229502128447159
SP,baseline,0.0,bkl,nv,7.0,0.009628610729023384
SP,baseline,0.0,bkl,bkl,462.0,0.6354883081155434
SP,baseline,0.0,bkl,mel,123.0,0.16918844566712518
SP,baseline,0.0,bkl,bcc,33.0,0.0453920220082531
SP,baseline,0.0,bkl,akiec,87.0,0.11966987620357634
SP,baseline,0.0,bkl,vasc,1.0,0.001375515818431912
SP,baseline,0.0,bkl,df,14.0,0.01925722145804677
SP,baseline,0.0,mel,nv,9.0,0.014657980456026058
SP,baseline,0.0,mel,bkl,46.0,0.0749185667752443
SP,baseline,0.0,mel,mel,485.0,0.7899022801302932
SP,baseline,0.0,mel,bcc,22.0,0.035830618892508145
SP,baseline,0.0,mel,akiec,44.0,0.07166123778501629
SP,baseline,0.0,mel,vasc,7.0,0.011400651465798045
SP,baseline,0.0,mel,df,1.0,0.0016286644951140066
SP,baseline,0.0,bcc,nv,1.0,0.0030581039755351682
SP,baseline,0.0,bcc,bkl,9.0,0.027522935779816515
SP,baseline,0.0,bcc,mel,12.0,0.03669724770642202
SP,baseline,0.0,bcc,bcc,266.0,0.8134556574923547
SP,baseline,0.0,bcc,akiec,31.0,0.09480122324159021
SP,baseline,0.0,bcc,vasc,2.0,0.0061162079510703364
SP,baseline,0.0,bcc,df,6.0,0.01834862385321101
SP,baseline,0.0,akiec,nv,0.0,0.0
SP,baseline,0.0,akiec,bkl,20.0,0.08771929824561403
SP,baseline,0.0,akiec,mel,20.0,0.08771929824561403
SP,baseline,0.0,akiec,bcc,27.0,0.11842105263157894
SP,baseline,0.0,akiec,akiec,156.0,0.6842105263157895
SP,baseline,0.0,akiec,vasc,1.0,0.0043859649122807015
SP,baseline,0.0,akiec,df,4.0,0.017543859649122806
SP,baseline,0.0,vasc,nv,0.0,0.0
SP,baseline,0.0,vasc,bkl,2.0,0.02040816326530612
SP,baseline,0.0,vasc,mel,1.0,0.01020408163265306
SP,baseline,0.0,vasc,bcc,4.0,0.04081632653061224
SP,baseline,0.0,vasc,akiec,1.0,0.01020408163265306
SP,baseline,0.0,vasc,vasc,89.0,0.9081632653061225
SP,baseline,0.0,vasc,df,1.0,0.01020408163265306
SP,baseline,0.0,df,nv,1.0,0.0136986301369863
SP,baseline,0.0,df,bkl,5.0,0.0684931506849315
SP,baseline,0.0,df,mel,4.0,0.0547945205479452
SP,baseline,0.0,df,bcc,7.0,0.0958904109589041
SP,baseline,0.0,df,akiec,7.0,0.0958904109589041
SP,baseline,0.0,df,vasc,1.0,0.0136986301369863
SP,baseline,0.0,df,df,48.0,0.6575342465753424
SP,baseline,0.1,nv,nv,241.0,0.044604849157875257
SP,baseline,0.1,nv,bkl,1014.0,0.18767351471404775
SP,baseline,0.1,nv,mel,2604.0,0.4819544697390339
SP,baseline,0.1,nv,bcc,398.0,0.073662779937072
SP,baseline,0.1,nv,akiec,204.0,0.03775680177679067
SP,baseline,0.1,nv,vasc,550.0,0.10179529890801407
SP,baseline,0.1,nv,df,392.0,0.0725522857671664
SP,baseline,0.1,bkl,nv,0.0,0.0
SP,baseline,0.1,bkl,bkl,466.0,0.640990371389271
SP,baseline,0.1,bkl,mel,95.0,0.13067400275103164
SP,baseline,0.1,bkl,bcc,37.0,0.05089408528198074
SP,baseline,0.1,bkl,akiec,98.0,0.13480055020632736
SP,baseline,0.1,bkl,vasc,4.0,0.005502063273727648
SP,baseline,0.1,bkl,df,27.0,0.037138927097661624
SP,baseline,0.1,mel,nv,2.0,0.003257328990228013
SP,baseline,0.1,mel,bkl,93.0,0.15146579804560262
SP,baseline,0.1,mel,mel,419.0,0.6824104234527687
SP,baseline,0.1,mel,bcc,28.0,0.04560260586319218
SP,baseline,0.1,mel,akiec,58.0,0.09446254071661238
SP,baseline,0.1,mel,vasc,6.0,0.009771986970684038
SP,baseline,0.1,mel,df,8.0,0.013029315960912053
SP,baseline,0.1,bcc,nv,0.0,0.0
SP,baseline,0.1,bcc,bkl,16.0,0.04892966360856269
SP,baseline,0.1,bcc,mel,13.0,0.039755351681957186
SP,baseline,0.1,bcc,bcc,253.0,0.7737003058103975
SP,baseline,0.1,bcc,akiec,38.0,0.1162079510703364
SP,baseline,0.1,bcc,vasc,1.0,0.0030581039755351682
SP,baseline,0.1,bcc,df,6.0,0.01834862385321101
SP,baseline,0.1,akiec,nv,0.0,0.0
SP,baseline,0.1,akiec,bkl,20.0,0.08771929824561403
SP,baseline,0.1,akiec,mel,14.0,0.06140350877192982
SP,baseline,0.1,akiec,bcc,28.0,0.12280701754385964
SP,baseline,0.1,akiec,akiec,158.0,0.6929824561403509
SP,baseline,0.1,akiec,vasc,1.0,0.0043859649122807015
SP,baseline,0.1,akiec,df,7.0,0.03070175438596491
SP,baseline,0.1,vasc,nv,0.0,0.0
SP,baseline,0.1,vasc,bkl,1.0,0.01020408163265306
SP,baseline,0.1,vasc,mel,3.0,0.030612244897959183
SP,baseline,0.1,vasc,bcc,5.0,0.05102040816326531
SP,baseline,0.1,vasc,akiec,2.0,0.02040816326530612
SP,baseline,0.1,vasc,vasc,85.0,0.8673469387755102
SP,baseline,0.1,vasc,df,2.0,0.02040816326530612
SP,baseline,0.1,df,nv,0.0,0.0
SP,baseline,0.1,df,bkl,5.0,0.0684931506849315
SP,baseline,0.1,df,mel,5.0,0.0684931506849315
SP,baseline,0.1,df,bcc,6.0,0.0821917808219178
SP,baseline,0.1,df,akiec,4.0,0.0547945205479452
SP,baseline,0.1,df,vasc,1.0,0.0136986301369863
SP,baseline,0.1,df,df,52.0,0.7123287671232876
SP,baseline,0.2,nv,nv,131.0,0.02424578937627244
SP,baseline,0.2,nv,bkl,1292.0,0.2391264112530076
SP,baseline,0.2,nv,mel,2472.0,0.4575235980011105
SP,baseline,0.2,nv,bcc,391.0,0.07236720340551546
SP,baseline,0.2,nv,akiec,228.0,0.0421987784564131
SP,baseline,0.2,nv,vasc,491.0,0.09087543957060892
SP,baseline,0.2,nv,df,398.0,0.073662779937072
SP,baseline,0.2,bkl,nv,0.0,0.0
SP,baseline,0.2,bkl,bkl,469.0,0.6451169188445667
SP,baseline,0.2,bkl,mel,80.0,0.11004126547455295
SP,baseline,0.2,bkl,bcc,43.0,0.059147180192572216
SP,baseline,0.2,bkl,akiec,108.0,0.1485557083906465
SP,baseline,0.2,bkl,vasc,4.0,0.005502063273727648
SP,baseline,0.2,bkl,df,23.0,0.03163686382393398
SP,baseline,0.2,mel,nv,1.0,0.0016286644951140066
SP,baseline,0.2,mel,bkl,111.0,0.18078175895765472
SP,baseline,0.2,mel,mel,380.0,0.6188925081433225
SP,baseline,0.2,mel,bcc,32.0,0.05211726384364821
SP,baseline,0.2,mel,akiec,70.0,0.11400651465798045
SP,baseline,0.2,mel,vasc,11.0,0.017915309446254073
SP,baseline,0.2,mel,df,9.0,0.014657980456026058
SP,baseline,0.2,bcc,nv,0.0,0.0
SP,baseline,0.2,bcc,bkl,19.0,0.0581039755351682
SP,baseline,0.2,bcc,mel,8.0,0.024464831804281346
SP,baseline,0.2,bcc,bcc,259.0,0.7920489296636085
SP,baseline,0.2,bcc,akiec,33.0,0.10091743119266056
SP,baseline,0.2,bcc,vasc,2.0,0.0061162079510703364
SP,baseline,0.2,bcc,df,6.0,0.01834862385321101
SP,baseline,0.2,akiec,nv,0.0,0.0
SP,baseline,0.2,akiec,bkl,29.0,0.12719298245614036
SP,baseline,0.2,akiec,mel,12.0,0.05263157894736842
SP,baseline,0.2,akiec,bcc,28.0,0.12280701754385964
SP,baseline,0.2,akiec,akiec,156.0,0.6842105263157895
SP,baseline,0.2,akiec,vasc,0.0,0.0
SP,baseline,0.2,akiec,df,3.0,0.013157894736842105
SP,baseline,0.2,vasc,nv,0.0,0.0
SP,baseline,0.2,vasc,bkl,3.0,0.030612244897959183
SP,baseline,0.2,vasc,mel,0.0,0.0
SP,baseline,0.2,vasc,bcc,5.0,0.05102040816326531
SP,baseline,0.2,vasc,akiec,1.0,0.01020408163265306
SP,baseline,0.2,vasc,vasc,83.0,0.8469387755102041
SP,baseline,0.2,vasc,df,6.0,0.061224489795918366
SP,baseline,0.2,df,nv,0.0,0.0
SP,baseline,0.2,df,bkl,7.0,0.0958904109589041
SP,baseline,0.2,df,mel,5.0,0.0684931506849315
SP,baseline,0.2,df,bcc,10.0,0.136986301369863
SP,baseline,0.2,df,akiec,4.0,0.0547945205479452
SP,baseline,0.2,df,vasc,1.0,0.0136986301369863
SP,baseline,0.2,df,df,46.0,0.6301369863013698
SP,baseline,0.3,nv,nv,132.0,0.024430871737923375
SP,baseline,0.3,nv,bkl,1215.0,0.2248750694058856
SP,baseline,0.3,nv,mel,2232.0,0.4131038312048862
SP,baseline,0.3,nv,bcc,444.0,0.08217656857301499
SP,baseline,0.3,nv,akiec,293.0,0.05422913196372386
SP,baseline,0.3,nv,vasc,617.0,0.11419581713862668
SP,baseline,0.3,nv,df,470.0,0.0869887099759393
SP,baseline,0.3,bkl,nv,1.0,0.001375515818431912
SP,baseline,0.3,bkl,bkl,434.0,0.5969738651994498
SP,baseline,0.3,bkl,mel,65.0,0.08940852819807428
SP,baseline,0.3,bkl,bcc,74.0,0.10178817056396149
SP,baseline,0.3,bkl,akiec,116.0,0.15955983493810177
SP,baseline,0.3,bkl,vasc,14.0,0.01925722145804677
SP,baseline,0.3,bkl,df,23.0,0.03163686382393398
SP,baseline,0.3,mel,nv,1.0,0.0016286644951140066
SP,baseline,0.3,mel,bkl,133.0,0.21661237785016288
SP,baseline,0.3,mel,mel,318.0,0.5179153094462541
SP,baseline,0.3,mel,bcc,53.0,0.08631921824104234
SP,baseline,0.3,mel,akiec,80.0,0.13029315960912052
SP,baseline,0.3,mel,vasc,11.0,0.017915309446254073
SP,baseline,0.3,mel,df,18.0,0.029315960912052116
SP,baseline,0.3,bcc,nv,0.0,0.0
SP,baseline,0.3,bcc,bkl,15.0,0.045871559633027525
SP,baseline,0.3,bcc,mel,11.0,0.03363914373088685
SP,baseline,0.3,bcc,bcc,244.0,0.746177370030581
SP,baseline,0.3,bcc,akiec,42.0,0.12844036697247707
SP,baseline,0.3,bcc,vasc,7.0,0.021406727828746176
SP,baseline,0.3,bcc,df,8.0,0.024464831804281346
SP,baseline,0.3,akiec,nv,0.0,0.0
SP,baseline,0.3,akiec,bkl,17.0,0.07456140350877193
SP,baseline,0.3,akiec,mel,5.0,0.021929824561403508
SP,baseline,0.3,akiec,bcc,38.0,0.16666666666666666
SP,baseline,0.3,akiec,akiec,162.0,0.7105263157894737
SP,baseline,0.3,akiec,vasc,1.0,0.0043859649122807015
SP,baseline,0.3,akiec,df,5.0,0.021929824561403508
SP,baseline,0.3,vasc,nv,0.0,0.0
SP,baseline,0.3,vasc,bkl,4.0,0.04081632653061224
SP,baseline,0.3,vasc,mel,2.0,0.02040816326530612
SP,baseline,0.3,vasc,bcc,9.0,0.09183673469387756
SP,baseline,0.3,vasc,akiec,2.0,0.02040816326530612
SP,baseline,0.3,vasc,vasc,75.0,0.7653061224489796
SP,baseline,0.3,vasc,df,6.0,0.061224489795918366
SP,baseline,0.3,df,nv,0.0,0.0
SP,baseline,0.3,df,bkl,4.0,0.0547945205479452
SP,baseline,0.3,df,mel,3.0,0.0410958904109589
SP,baseline,0.3,df,bcc,13.0,0.1780821917808219
SP,baseline,0.3,df,akiec,4.0,0.0547945205479452
SP,baseline,0.3,df,vasc,2.0,0.0273972602739726
SP,baseline,0.3,df,df,47.0,0.6438356164383562
SP,baseline,0.4,nv,nv,113.0,0.020914306866555616
SP,baseline,0.4,nv,bkl,1286.0,0.238015917083102
SP,baseline,0.4,nv,mel,1893.0,0.35036091060521934
SP,baseline,0.4,nv,bcc,505.0,0.093466592633722
SP,baseline,0.4,nv,akiec,370.0,0.06848047381084582
SP,baseline,0.4,nv,vasc,652.0,0.1206736997964094
SP,baseline,0.4,nv,df,584.0,0.10808809920414585
SP,baseline,0.4,bkl,nv,1.0,0.001375515818431912
SP,baseline,0.4,bkl,bkl,422.0,0.5804676753782668
SP,baseline,0.4,bkl,mel,52.0,0.07152682255845942
SP,baseline,0.4,bkl,bcc,72.0,0.09903713892709766
SP,baseline,0.4,bkl,akiec,142.0,0.1953232462173315
SP,baseline,0.4,bkl,vasc,10.0,0.013755158184319119
SP,baseline,0.4,bkl,df,28.0,0.03851444291609354
SP,baseline,0.4,mel,nv,3.0,0.004885993485342019
SP,baseline,0.4,mel,bkl,171.0,0.2785016286644951
SP,baseline,0.4,mel,mel,247.0,0.4022801302931596
SP,baseline,0.4,mel,bcc,58.0,0.09446254071661238
SP,baseline,0.4,mel,akiec,108.0,0.1758957654723127
SP,baseline,0.4,mel,vasc,11.0,0.017915309446254073
SP,baseline,0.4,mel,df,16.0,0.026058631921824105
SP,baseline,0.4,bcc,nv,0.0,0.0
SP,baseline,0.4,bcc,bkl,14.0,0.04281345565749235
SP,baseline,0.4,bcc,mel,4.0,0.012232415902140673
SP,baseline,0.4,bcc,bcc,243.0,0.7431192660550459
SP,baseline,0.4,bcc,akiec,53.0,0.1620795107033639
SP,baseline,0.4,bcc,vasc,5.0,0.01529051987767584
SP,baseline,0.4,bcc,df,8.0,0.024464831804281346
SP,baseline,0.4,akiec,nv,0.0,0.0
SP,baseline,0.4,akiec,bkl,17.0,0.07456140350877193
SP,baseline,0.4,akiec,mel,8.0,0.03508771929824561
SP,baseline,0.4,akiec,bcc,37.0,0.16228070175438597
SP,baseline,0.4,akiec,akiec,161.0,0.706140350877193
SP,baseline,0.4,akiec,vasc,0.0,0.0
SP,baseline,0.4,akiec,df,5.0,0.021929824561403508
SP,baseline,0.4,vasc,nv,0.0,0.0
SP,baseline,0.4,vasc,bkl,3.0,0.030612244897959183
SP,baseline,0.4,vasc,mel,0.0,0.0
SP,baseline,0.4,vasc,bcc,8.0,0.08163265306122448
SP,baseline,0.4,vasc,akiec,4.0,0.04081632653061224
SP,baseline,0.4,vasc,vasc,74.0,0.7551020408163265
SP,baseline,0.4,vasc,df,9.0,0.09183673469387756
SP,baseline,0.4,df,nv,0.0,0.0
SP,baseline,0.4,df,bkl,7.0,0.0958904109589041
SP,baseline,0.4,df,mel,0.0,0.0
SP,baseline,0.4,df,bcc,9.0,0.1232876712328767
SP,baseline,0.4,df,akiec,12.0,0.1643835616438356
SP,baseline,0.4,df,vasc,1.0,0.0136986301369863
SP,baseline,0.4,df,df,44.0,0.6027397260273972
SP,baseline,0.5,nv,nv,260.0,0.04812141402924301
SP,baseline,0.5,nv,bkl,1365.0,0.2526374236535258
SP,baseline,0.5,nv,mel,1728.0,0.3198223209328151
SP,baseline,0.5,nv,bcc,449.0,0.08310198038126966
SP,baseline,0.5,nv,akiec,384.0,0.07107162687395892
SP,baseline,0.5,nv,vasc,646.0,0.1195632056265038
SP,baseline,0.5,nv,df,571.0,0.1056820285026837
SP,baseline,0.5,bkl,nv,1.0,0.001375515818431912
SP,baseline,0.5,bkl,bkl,386.0,0.530949105914718
SP,baseline,0.5,bkl,mel,39.0,0.05364511691884457
SP,baseline,0.5,bkl,bcc,88.0,0.12104539202200826
SP,baseline,0.5,bkl,akiec,151.0,0.2077028885832187
SP,baseline,0.5,bkl,vasc,9.0,0.012379642365887207
SP,baseline,0.5,bkl,df,53.0,0.07290233837689133
SP,baseline,0.5,mel,nv,2.0,0.003257328990228013
SP,baseline,0.5,mel,bkl,198.0,0.32247557003257327
SP,baseline,0.5,mel,mel,220.0,0.3583061889250814
SP,baseline,0.5,mel,bcc,52.0,0.08469055374592833
SP,baseline,0.5,mel,akiec,113.0,0.18403908794788273
SP,baseline,0.5,mel,vasc,12.0,0.019543973941368076
SP,baseline,0.5,mel,df,17.0,0.02768729641693811
SP,baseline,0.5,bcc,nv,0.0,0.0
SP,baseline,0.5,bcc,bkl,13.0,0.039755351681957186
SP,baseline,0.5,bcc,mel,8.0,0.024464831804281346
SP,baseline,0.5,bcc,bcc,217.0,0.6636085626911316
SP,baseline,0.5,bcc,akiec,57.0,0.1743119266055046
SP,baseline,0.5,bcc,vasc,10.0,0.03058103975535168
SP,baseline,0.5,bcc,df,22.0,0.0672782874617737
SP,baseline,0.5,akiec,nv,0.0,0.0
SP,baseline,0.5,akiec,bkl,25.0,0.10964912280701754
SP,baseline,0.5,akiec,mel,2.0,0.008771929824561403
SP,baseline,0.5,akiec,bcc,31.0,0.13596491228070176
SP,baseline,0.5,akiec,akiec,165.0,0.7236842105263158
SP,baseline,0.5,akiec,vasc,0.0,0.0
SP,baseline,0.5,akiec,df,5.0,0.021929824561403508
SP,baseline,0.5,vasc,nv,0.0,0.0
SP,baseline,0.5,vasc,bkl,1.0,0.01020408163265306
SP,baseline,0.5,vasc,mel,0.0,0.0
SP,baseline,0.5,vasc,bcc,10.0,0.10204081632653061
SP,baseline,0.5,vasc,akiec,4.0,0.04081632653061224
SP,baseline,0.5,vasc,vasc,68.0,0.6938775510204082
SP,baseline,0.5,vasc,df,15.0,0.15306122448979592
SP,baseline,0.5,df,nv,0.0,0.0
SP,baseline,0.5,df,bkl,12.0,0.1643835616438356
SP,baseline,0.5,df,mel,0.0,0.0
SP,baseline,0.5,df,bcc,10.0,0.136986301369863
SP,baseline,0.5,df,akiec,9.0,0.1232876712328767
SP,baseline,0.5,df,vasc,2.0,0.0273972602739726
SP,baseline,0.5,df,df,40.0,0.547945205479452
SP,SCE,0.0,nv,nv,4706.0,0.8709975939292985
SP,SCE,0.0,nv,bkl,153.0,0.028317601332593003
SP,SCE,0.0,nv,mel,437.0,0.08088099204145845
SP,SCE,0.0,nv,bcc,47.0,0.008698870997593929
SP,SCE,0.0,nv,akiec,32.0,0.005922635572829909
SP,SCE,0.0,nv,vasc,15.0,0.00277623542476402
SP,SCE,0.0,nv,df,13.0,0.0024060707014621507
SP,SCE,0.0,bkl,nv,43.0,0.059147180192572216
SP,SCE,0.0,bkl,bkl,543.0,0.7469050894085282
SP,SCE,0.0,bkl,mel,74.0,0.10178817056396149
SP,SCE,0.0,bkl,bcc,19.0,0.026134800550206328
SP,SCE,0.0,bkl,akiec,45.0,0.061898211829436035
SP,SCE,0.0,bkl,vasc,1.0,0.001375515818431912
SP,SCE,0.0,bkl,df,2.0,0.002751031636863824
SP,SCE,0.0,mel,nv,104.0,0.16938110749185667
SP,SCE,0.0,mel,bkl,40.0,0.06514657980456026
SP,SCE,0.0,mel,mel,432.0,0.7035830618892508
SP,SCE,0.0,mel,bcc,15.0,0.024429967426710098
SP,SCE,0.0,mel,akiec,16.0,0.026058631921824105
SP,SCE,0.0,mel,vasc,4.0,0.006514657980456026
SP,SCE,0.0,mel,df,3.0,0.004885993485342019
SP,SCE,0.0,bcc,nv,11.0,0.03363914373088685
SP,SCE,0.0,bcc,bkl,8.0,0.024464831804281346
SP,SCE,0.0,bcc,mel,14.0,0.04281345565749235
SP,SCE,0.0,bcc,bcc,276.0,0.8440366972477065
SP,SCE,0.0,bcc,akiec,15.0,0.045871559633027525
SP,SCE,0.0,bcc,vasc,1.0,0.0030581039755351682
SP,SCE,0.0,bcc,df,2.0,0.0061162079510703364
SP,SCE,0.0,akiec,nv,5.0,0.021929824561403508
SP,SCE,0.0,akiec,bkl,38.0,0.16666666666666666
SP,SCE,0.0,akiec,mel,23.0,0.10087719298245613
SP,SCE,0.0,akiec,bcc,18.0,0.07894736842105263
SP,SCE,0.0,akiec,akiec,142.0,0.6228070175438597
SP,SCE,0.0,akiec,vasc,0.0,0.0
SP,SCE,0.0,akiec,df,2.0,0.008771929824561403
SP,SCE,0.0,vasc,nv,4.0,0.04081632653061224
SP,SCE,0.0,vasc,bkl,1.0,0.01020408163265306
SP,SCE,0.0,vasc,mel,3.0,0.030612244897959183
SP,SCE,0.0,vasc,bcc,4.0,0.04081632653061224
SP,SCE,0.0,vasc,akiec,0.0,0.0
SP,SCE,0.0,vasc,vasc,84.0,0.8571428571428571
SP,SCE,0.0,vasc,df,2.0,0.02040816326530612
SP,SCE,0.0,df,nv,11.0,0.1506849315068493
SP,SCE,0.0,df,bkl,3.0,0.0410958904109589
SP,SCE,0.0,df,mel,6.0,0.0821917808219178
SP,SCE,0.0,df,bcc,4.0,0.0547945205479452
SP,SCE,0.0,df,akiec,3.0,0.0410958904109589
SP,SCE,0.0,df,vasc,0.0,0.0
SP,SCE,0.0,df,df,46.0,0.6301369863013698
SP,SCE,0.1,nv,nv,4130.0,0.7643901536183602
SP,SCE,0.1,nv,bkl,234.0,0.043309272626318715
SP,SCE,0.1,nv,mel,660.0,0.12215435868961688
SP,SCE,0.1,nv,bcc,110.0,0.020359059781602813
SP,SCE,0.1,nv,akiec,86.0,0.01591708310198038
SP,SCE,0.1,nv,vasc,98.0,0.0181380714417916
SP,SCE,0.1,nv,df,85.0,0.015732000740329447
SP,SCE,0.1,bkl,nv,34.0,0.04676753782668501
SP,SCE,0.1,bkl,bkl,487.0,0.6698762035763411
SP,SCE,0.1,bkl,mel,90.0,0.12379642365887207
SP,SCE,0.1,bkl,bcc,28.0,0.03851444291609354
SP,SCE,0.1,bkl,akiec,72.0,0.09903713892709766
SP,SCE,0.1,bkl,vasc,4.0,0.005502063273727648
SP,SCE,0.1,bkl,df,12.0,0.016506189821182942
SP,SCE,0.1,mel,nv,86.0,0.14006514657980457
SP,SCE,0.1,mel,bkl,69.0,0.11237785016286644
SP,SCE,0.1,mel,mel,398.0,0.6482084690553745
SP,SCE,0.1,mel,bcc,21.0,0.03420195439739414
SP,SCE,0.1,mel,akiec,32.0,0.05211726384364821
SP,SCE,0.1,mel,vasc,6.0,0.009771986970684038
SP,SCE,0.1,mel,df,2.0,0.003257328990228013
SP,SCE,0.1,bcc,nv,8.0,0.024464831804281346
SP,SCE,0.1,bcc,bkl,24.0,0.07339449541284404
SP,SCE,0.1,bcc,mel,6.0,0.01834862385321101
SP,SCE,0.1,bcc,bcc,259.0,0.7920489296636085
SP,SCE,0.1,bcc,akiec,25.0,0.0764525993883792
SP,SCE,0.1,bcc,vasc,2.0,0.0061162079510703364
SP,SCE,0.1,bcc,df,3.0,0.009174311926605505
SP,SCE,0.1,akiec,nv,3.0,0.013157894736842105
SP,SCE,0.1,akiec,bkl,32.0,0.14035087719298245
