protocol,method,tau,true_class,pred_class,count,rate
SP,AsyCo,0.4,mel,mel,198.0,0.32247557003257327
SP,AsyCo,0.4,mel,bcc,44.0,0.07166123778501629
SP,AsyCo,0.4,mel,akiec,145.0,0.23615635179153094
SP,AsyCo,0.4,mel,vasc,51.0,0.08306188925081433
SP,AsyCo,0.4,mel,df,86.0,0.14006514657980457
SP,AsyCo,0.4,bcc,nv,0.0,0.0
SP,AsyCo,0.4,bcc,bkl,3.0,0.009174311926605505
SP,AsyCo,0.4,bcc,mel,0.0,0.0
SP,AsyCo,0.4,bcc,bcc,233.0,0.7125382262996942
SP,AsyCo,0.4,bcc,akiec,53.0,0.1620795107033639
SP,AsyCo,0.4,bcc,vasc,21.0,0.06422018348623854
SP,AsyCo,0.4,bcc,df,17.0,0.05198776758409786
SP,AsyCo,0.4,akiec,nv,0.0,0.0
SP,AsyCo,0.4,akiec,bkl,2.0,0.008771929824561403
SP,AsyCo,0.4,akiec,mel,4.0,0.017543859649122806
SP,AsyCo,0.4,akiec,bcc,20.0,0.08771929824561403
SP,AsyCo,0.4,akiec,akiec,176.0,0.7719298245614035
SP,AsyCo,0.4,akiec,vasc,4.0,0.017543859649122806
SP,AsyCo,0.4,akiec,df,22.0,0.09649122807017543
SP,AsyCo,0.4,vasc,nv,0.0,0.0
SP,AsyCo,0.4,vasc,bkl,0.0,0.0
SP,AsyCo,0.4,vasc,mel,0.0,0.0
SP,AsyCo,0.4,vasc,bcc,1.0,0.01020408163265306
SP,AsyCo,0.4,vasc,akiec,0.0,0.0
SP,AsyCo,0.4,vasc,vasc,90.0,0.9183673469387755
SP,AsyCo,0.4,vasc,df,7.0,0.07142857142857142
SP,AsyCo,0.4,df,nv,0.0,0.0
SP,AsyCo,0.4,df,bkl,0.0,0.0
SP,AsyCo,0.4,df,mel,0.0,0.0
SP,AsyCo,0.4,df,bcc,3.0,0.0410958904109589
SP,AsyCo,0.4,df,akiec,7.0,0.0958904109589041
SP,AsyCo,0.4,df,vasc,4.0,0.0547945205479452
SP,AsyCo,0.4,df,df,59.0,0.8082191780821918
SP,AsyCo,0.5,nv,nv,144.0,0.026651860077734593
SP,AsyCo,0.5,nv,bkl,322.0,0.059596520451600965
SP,AsyCo,0.5,nv,mel,1002.0,0.18545252637423654
SP,AsyCo,0.5,nv,bcc,388.0,0.07181195632056266
SP,AsyCo,0.5,nv,akiec,420.0,0.07773459189339256
SP,AsyCo,0.5,nv,vasc,1979.0,0.3662779937071997
SP,AsyCo,0.5,nv,df,1148.0,0.212474551175273
SP,AsyCo,0.5,bkl,nv,0.0,0.0
SP,AsyCo,0.5,bkl,bkl,137.0,0.18844566712517194
SP,AsyCo,0.5,bkl,mel,56.0,0.07702888583218707
SP,AsyCo,0.5,bkl,bcc,81.0,0.11141678129298486
SP,AsyCo,0.5,bkl,akiec,268.0,0.3686382393397524
SP,AsyCo,0.5,bkl,vasc,78.0,0.10729023383768914
SP,AsyCo,0.5,bkl,df,107.0,0.14718019257221457
SP,AsyCo,0.5,mel,nv,2.0,0.003257328990228013
SP,AsyCo,0.5,mel,bkl,113.0,0.18403908794788273
SP,AsyCo,0.5,mel,mel,164.0,0.2671009771986971
SP,AsyCo,0.5,mel,bcc,49.0,0.07980456026058631
SP,AsyCo,0.5,mel,akiec,166.0,0.2703583061889251
SP,AsyCo,0.5,mel,vasc,55.0,0.08957654723127036
SP,AsyCo,0.5,mel,df,65.0,0.10586319218241043
SP,AsyCo,0.5,bcc,nv,0.0,0.0
SP,AsyCo,0.5,bcc,bkl,3.0,0.009174311926605505
SP,AsyCo,0.5,bcc,mel,1.0,0.0030581039755351682
SP,AsyCo,0.5,bcc,bcc,211.0,0.6452599388379205
SP,AsyCo,0.5,bcc,akiec,61.0,0.18654434250764526
SP,AsyCo,0.5,bcc,vasc,24.0,0.07339449541284404
SP,AsyCo,0.5,bcc,df,27.0,0.08256880733944955
SP,AsyCo,0.5,akiec,nv,0.0,0.0
SP,AsyCo,0.5,akiec,bkl,3.0,0.013157894736842105
SP,AsyCo,0.5,akiec,mel,2.0,0.008771929824561403
SP,AsyCo,0.5,akiec,bcc,28.0,0.12280701754385964
SP,AsyCo,0.5,akiec,akiec,175.0,0.7675438596491229
SP,AsyCo,0.5,akiec,vasc,4.0,0.017543859649122806
SP,AsyCo,0.5,akiec,df,16.0,0.07017543859649122
SP,AsyCo,0.5,vasc,nv,0.0,0.0
SP,AsyCo,0.5,vasc,bkl,0.0,0.0
SP,AsyCo,0.5,vasc,mel,0.0,0.0
SP,AsyCo,0.5,vasc,bcc,2.0,0.02040816326530612
SP,AsyCo,0.5,vasc,akiec,0.0,0.0
SP,AsyCo,0.5,vasc,vasc,85.0,0.8673469387755102
SP,AsyCo,0.5,vasc,df,11.0,0.11224489795918367
SP,AsyCo,0.5,df,nv,0.0,0.0
SP,AsyCo,0.5,df,bkl,1.0,0.0136986301369863
SP,AsyCo,0.5,df,mel,1.0,0.0136986301369863
SP,AsyCo,0.5,df,bcc,3.0,0.0410958904109589
SP,AsyCo,0.5,df,akiec,9.0,0.1232876712328767
SP,AsyCo,0.5,df,vasc,6.0,0.0821917808219178
SP,AsyCo,0.5,df,df,53.0,0.726027397260274
A,baseline,0.0,nv,nv,2910.0,0.5385896724042198
A,baseline,0.0,nv,bkl,345.0,0.06385341476957246
A,baseline,0.0,nv,mel,1156.0,0.21395521006848048
A,baseline,0.0,nv,bcc,156.0,0.028872848417545807
A,baseline,0.0,nv,akiec,252.0,0.046640755136035536
A,baseline,0.0,nv,vasc,143.0,0.026466777716083658
A,baseline,0.0,nv,df,441.0,0.08162132148806218
A,baseline,0.0,bkl,nv,17.0,0.023383768913342505
A,baseline,0.0,bkl,bkl,304.0,0.41815680880330125
A,baseline,0.0,bkl,mel,145.0,0.19944979367262725
A,baseline,0.0,bkl,bcc,34.0,0.04676753782668501
A,baseline,0.0,bkl,akiec,153.0,0.21045392022008252
A,baseline,0.0,bkl,vasc,8.0,0.011004126547455296
A,baseline,0.0,bkl,df,66.0,0.0907840440165062
A,baseline,0.0,mel,nv,9.0,0.014657980456026058
A,baseline,0.0,mel,bkl,42.0,0.06840390879478828
A,baseline,0.0,mel,mel,405.0,0.6596091205211726
A,baseline,0.0,mel,bcc,30.0,0.048859934853420196
A,baseline,0.0,mel,akiec,92.0,0.1498371335504886
A,baseline,0.0,mel,vasc,11.0,0.017915309446254073
A,baseline,0.0,mel,df,25.0,0.04071661237785016
A,baseline,0.0,bcc,nv,0.0,0.0
A,baseline,0.0,bcc,bkl,8.0,0.024464831804281346
A,baseline,0.0,bcc,mel,6.0,0.01834862385321101
A,baseline,0.0,bcc,bcc,240.0,0.7339449541284404
A,baseline,0.0,bcc,akiec,51.0,0.1559633027522936
A,baseline,0.0,bcc,vasc,6.0,0.01834862385321101
A,baseline,0.0,bcc,df,16.0,0.04892966360856269
A,baseline,0.0,akiec,nv,0.0,0.0
A,baseline,0.0,akiec,bkl,10.0,0.043859649122807015
A,baseline,0.0,akiec,mel,13.0,0.05701754385964912
A,baseline,0.0,akiec,bcc,30.0,0.13157894736842105
A,baseline,0.0,akiec,akiec,166.0,0.7280701754385965
A,baseline,0.0,akiec,vasc,0.0,0.0
A,baseline,0.0,akiec,df,9.0,0.039473684210526314
A,baseline,0.0,vasc,nv,0.0,0.0
A,baseline,0.0,vasc,bkl,0.0,0.0
A,baseline,0.0,vasc,mel,2.0,0.02040816326530612
A,baseline,0.0,vasc,bcc,5.0,0.05102040816326531
A,baseline,0.0,vasc,akiec,0.0,0.0
A,baseline,0.0,vasc,vasc,89.0,0.9081632653061225
A,baseline,0.0,vasc,df,2.0,0.02040816326530612
A,baseline,0.0,df,nv,0.0,0.0
A,baseline,0.0,df,bkl,2.0,0.0273972602739726
A,baseline,0.0,df,mel,2.0,0.0273972602739726
A,baseline,0.0,df,bcc,10.0,0.136986301369863
A,baseline,0.0,df,akiec,5.0,0.0684931506849315
A,baseline,0.0,df,vasc,1.0,0.0136986301369863
A,baseline,0.0,df,df,53.0,0.726027397260274
A,baseline,0.1,nv,nv,0.0,0.0
A,baseline,0.1,nv,bkl,315.0,0.05830094392004442
A,baseline,0.1,nv,mel,1582.0,0.29280029613177866
A,baseline,0.1,nv,bcc,373.0,0.06903572089579862
A,baseline,0.1,nv,akiec,556.0,0.10290579307791968
A,baseline,0.1,nv,vasc,1517.0,0.28076994262446786
A,baseline,0.1,nv,df,1060.0,0.19618730334999074
A,baseline,0.1,bkl,nv,0.0,0.0
A,baseline,0.1,bkl,bkl,218.0,0.2998624484181568
A,baseline,0.1,bkl,mel,82.0,0.11279229711141678
A,baseline,0.1,bkl,bcc,62.0,0.08528198074277854
A,baseline,0.1,bkl,akiec,258.0,0.35488308115543327
A,baseline,0.1,bkl,vasc,22.0,0.030261348005502064
A,baseline,0.1,bkl,df,85.0,0.11691884456671252
A,baseline,0.1,mel,nv,0.0,0.0
A,baseline,0.1,mel,bkl,59.0,0.09609120521172639
A,baseline,0.1,mel,mel,289.0,0.47068403908794787
A,baseline,0.1,mel,bcc,44.0,0.07166123778501629
A,baseline,0.1,mel,akiec,159.0,0.25895765472312704
A,baseline,0.1,mel,vasc,12.0,0.019543973941368076
A,baseline,0.1,mel,df,51.0,0.08306188925081433
A,baseline,0.1,bcc,nv,0.0,0.0
A,baseline,0.1,bcc,bkl,4.0,0.012232415902140673
A,baseline,0.1,bcc,mel,1.0,0.0030581039755351682
A,baseline,0.1,bcc,bcc,222.0,0.6788990825688074
A,baseline,0.1,bcc,akiec,73.0,0.22324159021406728
A,baseline,0.1,bcc,vasc,7.0,0.021406727828746176
A,baseline,0.1,bcc,df,20.0,0.06116207951070336
A,baseline,0.1,akiec,nv,0.0,0.0
A,baseline,0.1,akiec,bkl,6.0,0.02631578947368421
A,baseline,0.1,akiec,mel,5.0,0.021929824561403508
A,baseline,0.1,akiec,bcc,36.0,0.15789473684210525
A,baseline,0.1,akiec,akiec,164.0,0.7192982456140351
A,baseline,0.1,akiec,vasc,2.0,0.008771929824561403
A,baseline,0.1,akiec,df,15.0,0.06578947368421052
A,baseline,0.1,vasc,nv,0.0,0.0
A,baseline,0.1,vasc,bkl,0.0,0.0
A,baseline,0.1,vasc,mel,1.0,0.01020408163265306
A,baseline,0.1,vasc,bcc,8.0,0.08163265306122448
A,baseline,0.1,vasc,akiec,3.0,0.030612244897959183
A,baseline,0.1,vasc,vasc,85.0,0.8673469387755102
A,baseline,0.1,vasc,df,1.0,0.01020408163265306
A,baseline,0.1,df,nv,0.0,0.0
A,baseline,0.1,df,bkl,0.0,0.0
A,baseline,0.1,df,mel,0.0,0.0
A,baseline,0.1,df,bcc,7.0,0.0958904109589041
A,baseline,0.1,df,akiec,8.0,0.1095890410958904
A,baseline,0.1,df,vasc,1.0,0.0136986301369863
A,baseline,0.1,df,df,57.0,0.7808219178082192
A,baseline,0.2,nv,nv,0.0,0.0
A,baseline,0.2,nv,bkl,329.0,0.060892096983157507
A,baseline,0.2,nv,mel,1198.0,0.22172866925781973
A,baseline,0.2,nv,bcc,458.0,0.08476772163612807
A,baseline,0.2,nv,akiec,633.0,0.11715713492504164
A,baseline,0.2,nv,vasc,1612.0,0.2983527669813067
A,baseline,0.2,nv,df,1173.0,0.21710161021654636
A,baseline,0.2,bkl,nv,0.0,0.0
A,baseline,0.2,bkl,bkl,198.0,0.2723521320495186
A,baseline,0.2,bkl,mel,66.0,0.0907840440165062
A,baseline,0.2,bkl,bcc,82.0,0.11279229711141678
A,baseline,0.2,bkl,akiec,263.0,0.36176066024759285
A,baseline,0.2,bkl,vasc,21.0,0.02888583218707015
A,baseline,0.2,bkl,df,97.0,0.13342503438789546
A,baseline,0.2,mel,nv,0.0,0.0
A,baseline,0.2,mel,bkl,63.0,0.10260586319218241
A,baseline,0.2,mel,mel,220.0,0.3583061889250814
A,baseline,0.2,mel,bcc,55.0,0.08957654723127036
A,baseline,0.2,mel,akiec,209.0,0.34039087947882735
A,baseline,0.2,mel,vasc,20.0,0.03257328990228013
A,baseline,0.2,mel,df,47.0,0.07654723127035831
A,baseline,0.2,bcc,nv,0.0,0.0
A,baseline,0.2,bcc,bkl,2.0,0.0061162079510703364
A,baseline,0.2,bcc,mel,2.0,0.0061162079510703364
A,baseline,0.2,bcc,bcc,244.0,0.746177370030581
A,baseline,0.2,bcc,akiec,51.0,0.1559633027522936
A,baseline,0.2,bcc,vasc,9.0,0.027522935779816515
A,baseline,0.2,bcc,df,19.0,0.0581039755351682
A,baseline,0.2,akiec,nv,0.0,0.0
A,baseline,0.2,akiec,bkl,2.0,0.008771929824561403
A,baseline,0.2,akiec,mel,1.0,0.0043859649122807015
A,baseline,0.2,akiec,bcc,35.0,0.15350877192982457
A,baseline,0.2,akiec,akiec,169.0,0.7412280701754386
A,baseline,0.2,akiec,vasc,4.0,0.017543859649122806
A,baseline,0.2,akiec,df,17.0,0.07456140350877193
A,baseline,0.2,vasc,nv,0.0,0.0
A,baseline,0.2,vasc,bkl,1.0,0.01020408163265306
A,baseline,0.2,vasc,mel,0.0,0.0
A,baseline,0.2,vasc,bcc,14.0,0.14285714285714285
A,baseline,0.2,vasc,akiec,2.0,0.02040816326530612
A,baseline,0.2,vasc,vasc,77.0,0.7857142857142857
A,baseline,0.2,vasc,df,4.0,0.04081632653061224
A,baseline,0.2,df,nv,0.0,0.0
A,baseline,0.2,df,bkl,1.0,0.0136986301369863
A,baseline,0.2,df,mel,0.0,0.0
A,baseline,0.2,df,bcc,5.0,0.0684931506849315
A,baseline,0.2,df,akiec,10.0,0.136986301369863
A,baseline,0.2,df,vasc,4.0,0.0547945205479452
A,baseline,0.2,df,df,53.0,0.726027397260274
A,baseline,0.3,nv,nv,0.0,0.0
A,baseline,0.3,nv,bkl,266.0,0.04923190819914862
A,baseline,0.3,nv,mel,932.0,0.17249676105867112
A,baseline,0.3,nv,bcc,424.0,0.0784749213399963
A,baseline,0.3,nv,akiec,686.0,0.12696650009254118
A,baseline,0.3,nv,vasc,1763.0,0.3263002035905978
A,baseline,0.3,nv,df,1332.0,0.24652970571904498
A,baseline,0.3,bkl,nv,0.0,0.0
A,baseline,0.3,bkl,bkl,136.0,0.18707015130674004
A,baseline,0.3,bkl,mel,42.0,0.0577716643741403
A,baseline,0.3,bkl,bcc,84.0,0.1155433287482806
A,baseline,0.3,bkl,akiec,299.0,0.41127922971114167
A,baseline,0.3,bkl,vasc,36.0,0.04951856946354883
A,baseline,0.3,bkl,df,130.0,0.17881705639614856
A,baseline,0.3,mel,nv,0.0,0.0
A,baseline,0.3,mel,bkl,75.0,0.12214983713355049
A,baseline,0.3,mel,mel,159.0,0.25895765472312704
A,baseline,0.3,mel,bcc,59.0,0.09609120521172639
A,baseline,0.3,mel,akiec,228.0,0.3713355048859935
A,baseline,0.3,mel,vasc,27.0,0.043973941368078175
A,baseline,0.3,mel,df,66.0,0.10749185667752444
A,baseline,0.3,bcc,nv,0.0,0.0
A,baseline,0.3,bcc,bkl,1.0,0.0030581039755351682
A,baseline,0.3,bcc,mel,0.0,0.0
A,baseline,0.3,bcc,bcc,218.0,0.6666666666666666
A,baseline,0.3,bcc,akiec,71.0,0.21712538226299694
A,baseline,0.3,bcc,vasc,11.0,0.03363914373088685
A,baseline,0.3,bcc,df,26.0,0.07951070336391437
A,baseline,0.3,akiec,nv,0.0,0.0
A,baseline,0.3,akiec,bkl,1.0,0.0043859649122807015
A,baseline,0.3,akiec,mel,0.0,0.0
A,baseline,0.3,akiec,bcc,25.0,0.10964912280701754
A,baseline,0.3,akiec,akiec,173.0,0.7587719298245614
A,baseline,0.3,akiec,vasc,2.0,0.008771929824561403
A,baseline,0.3,akiec,df,27.0,0.11842105263157894
A,baseline,0.3,vasc,nv,0.0,0.0
A,baseline,0.3,vasc,bkl,0.0,0.0
A,baseline,0.3,vasc,mel,1.0,0.01020408163265306
A,baseline,0.3,vasc,bcc,5.0,0.05102040816326531
A,baseline,0.3,vasc,akiec,4.0,0.04081632653061224
A,baseline,0.3,vasc,vasc,83.0,0.8469387755102041
A,baseline,0.3,vasc,df,5.0,0.05102040816326531
A,baseline,0.3,df,nv,0.0,0.0
A,baseline,0.3,df,bkl,0.0,0.0
A,baseline,0.3,df,mel,1.0,0.0136986301369863
A,baseline,0.3,df,bcc,6.0,0.0821917808219178
A,baseline,0.3,df,akiec,10.0,0.136986301369863
A,baseline,0.3,df,vasc,3.0,0.0410958904109589
A,baseline,0.3,df,df,53.0,0.726027397260274
A,baseline,0.4,nv,nv,0.0,0.0
A,baseline,0.4,nv,bkl,243.0,0.044975013881177126
A,baseline,0.4,nv,mel,670.0,0.12400518230612623
A,baseline,0.4,nv,bcc,492.0,0.09106052193225986
A,baseline,0.4,nv,akiec,749.0,0.13862668887655005
A,baseline,0.4,nv,vasc,1849.0,0.34221728669257817
A,baseline,0.4,nv,df,1400.0,0.2591153063113085
A,baseline,0.4,bkl,nv,0.0,0.0
A,baseline,0.4,bkl,bkl,100.0,0.1375515818431912
A,baseline,0.4,bkl,mel,30.0,0.04126547455295736
A,baseline,0.4,bkl,bcc,113.0,0.15543328748280605
A,baseline,0.4,bkl,akiec,320.0,0.4401650618982118
A,baseline,0.4,bkl,vasc,41.0,0.05639614855570839
A,baseline,0.4,bkl,df,123.0,0.16918844566712518
A,baseline,0.4,mel,nv,0.0,0.0
A,baseline,0.4,mel,bkl,71.0,0.11563517915309446
A,baseline,0.4,mel,mel,115.0,0.18729641693811075
A,baseline,0.4,mel,bcc,71.0,0.11563517915309446
A,baseline,0.4,mel,akiec,265.0,0.43159609120521175
A,baseline,0.4,mel,vasc,26.0,0.04234527687296417
A,baseline,0.4,mel,df,66.0,0.10749185667752444
A,baseline,0.4,bcc,nv,0.0,0.0
A,baseline,0.4,bcc,bkl,1.0,0.0030581039755351682
A,baseline,0.4,bcc,mel,0.0,0.0
A,baseline,0.4,bcc,bcc,215.0,0.6574923547400612
A,baseline,0.4,bcc,akiec,73.0,0.22324159021406728
A,baseline,0.4,bcc,vasc,17.0,0.05198776758409786
A,baseline,0.4,bcc,df,21.0,0.06422018348623854
A,baseline,0.4,akiec,nv,0.0,0.0
A,baseline,0.4,akiec,bkl,1.0,0.0043859649122807015
A,baseline,0.4,akiec,mel,0.0,0.0
A,baseline,0.4,akiec,bcc,40.0,0.17543859649122806
A,baseline,0.4,akiec,akiec,169.0,0.7412280701754386
A,baseline,0.4,akiec,vasc,2.0,0.008771929824561403
A,baseline,0.4,akiec,df,16.0,0.07017543859649122
A,baseline,0.4,vasc,nv,0.0,0.0
A,baseline,0.4,vasc,bkl,0.0,0.0
A,baseline,0.4,vasc,mel,1.0,0.01020408163265306
A,baseline,0.4,vasc,bcc,8.0,0.08163265306122448
A,baseline,0.4,vasc,akiec,3.0,0.030612244897959183
A,baseline,0.4,vasc,vasc,76.0,0.7755102040816326
A,baseline,0.4,vasc,df,10.0,0.10204081632653061
A,baseline,0.4,df,nv,0.0,0.0
A,baseline,0.4,df,bkl,2.0,0.0273972602739726
A,baseline,0.4,df,mel,0.0,0.0
A,baseline,0.4,df,bcc,7.0,0.0958904109589041
A,baseline,0.4,df,akiec,11.0,0.1506849315068493
A,baseline,0.4,df,vasc,2.0,0.0273972602739726
A,baseline,0.4,df,df,51.0,0.6986301369863014
A,baseline,0.5,nv,nv,6.0,0.001110494169905608
A,baseline,0.5,nv,bkl,219.0,0.04053303720155469
A,baseline,0.5,nv,mel,578.0,0.10697760503424024
A,baseline,0.5,nv,bcc,504.0,0.09328151027207107
A,baseline,0.5,nv,akiec,830.0,0.15361836017027578
A,baseline,0.5,nv,vasc,1923.0,0.3559133814547474
A,baseline,0.5,nv,df,1343.0,0.24856561169720526
A,baseline,0.5,bkl,nv,0.0,0.0
A,baseline,0.5,bkl,bkl,68.0,0.09353507565337002
A,baseline,0.5,bkl,mel,25.0,0.0343878954607978
A,baseline,0.5,bkl,bcc,116.0,0.15955983493810177
A,baseline,0.5,bkl,akiec,334.0,0.4594222833562586
A,baseline,0.5,bkl,vasc,39.0,0.05364511691884457
A,baseline,0.5,bkl,df,145.0,0.19944979367262725
A,baseline,0.5,mel,nv,0.0,0.0
A,baseline,0.5,mel,bkl,56.0,0.09120521172638436
A,baseline,0.5,mel,mel,97.0,0.15798045602605862
A,baseline,0.5,mel,bcc,87.0,0.14169381107491857
A,baseline,0.5,mel,akiec,278.0,0.4527687296416938
A,baseline,0.5,mel,vasc,22.0,0.035830618892508145
A,baseline,0.5,mel,df,74.0,0.12052117263843648
A,baseline,0.5,bcc,nv,0.0,0.0
A,baseline,0.5,bcc,bkl,1.0,0.0030581039755351682
A,baseline,0.5,bcc,mel,0.0,0.0
A,baseline,0.5,bcc,bcc,203.0,0.6207951070336392
A,baseline,0.5,bcc,akiec,81.0,0.24770642201834864
A,baseline,0.5,bcc,vasc,14.0,0.04281345565749235
A,baseline,0.5,bcc,df,28.0,0.0856269113149847
A,baseline,0.5,akiec,nv,0.0,0.0
A,baseline,0.5,akiec,bkl,0.0,0.0
A,baseline,0.5,akiec,mel,0.0,0.0
A,baseline,0.5,akiec,bcc,34.0,0.14912280701754385
A,baseline,0.5,akiec,akiec,165.0,0.7236842105263158
A,baseline,0.5,akiec,vasc,3.0,0.013157894736842105
A,baseline,0.5,akiec,df,26.0,0.11403508771929824
A,baseline,0.5,vasc,nv,0.0,0.0
A,baseline,0.5,vasc,bkl,1.0,0.01020408163265306
A,baseline,0.5,vasc,mel,1.0,0.01020408163265306
A,baseline,0.5,vasc,bcc,5.0,0.05102040816326531
A,baseline,0.5,vasc,akiec,2.0,0.02040816326530612
A,baseline,0.5,vasc,vasc,83.0,0.8469387755102041
A,baseline,0.5,vasc,df,6.0,0.061224489795918366
A,baseline,0.5,df,nv,0.0,0.0
A,baseline,0.5,df,bkl,0.0,0.0
A,baseline,0.5,df,mel,0.0,0.0
A,baseline,0.5,df,bcc,12.0,0.1643835616438356
A,baseline,0.5,df,akiec,12.0,0.1643835616438356
A,baseline,0.5,df,vasc,1.0,0.0136986301369863
A,baseline,0.5,df,df,48.0,0.6575342465753424
A,SCE,0.0,nv,nv,4079.0,0.7549509531741625
A,SCE,0.0,nv,bkl,209.0,0.038682213585045346
A,SCE,0.0,nv,mel,795.0,0.14714047751249307
A,SCE,0.0,nv,bcc,105.0,0.01943364797334814
A,SCE,0.0,nv,akiec,110.0,0.020359059781602813
A,SCE,0.0,nv,vasc,36.0,0.006662965019433648
A,SCE,0.0,nv,df,69.0,0.012770682953914493
A,SCE,0.0,bkl,nv,45.0,0.061898211829436035
A,SCE,0.0,bkl,bkl,374.0,0.5144429160935351
A,SCE,0.0,bkl,mel,152.0,0.20907840440165062
A,SCE,0.0,bkl,bcc,29.0,0.039889958734525444
A,SCE,0.0,bkl,akiec,92.0,0.1265474552957359
A,SCE,0.0,bkl,vasc,8.0,0.011004126547455296
A,SCE,0.0,bkl,df,27.0,0.037138927097661624
A,SCE,0.0,mel,nv,42.0,0.06840390879478828
A,SCE,0.0,mel,bkl,49.0,0.07980456026058631
A,SCE,0.0,mel,mel,428.0,0.6970684039087948
A,SCE,0.0,mel,bcc,20.0,0.03257328990228013
A,SCE,0.0,mel,akiec,57.0,0.09283387622149837
A,SCE,0.0,mel,vasc,5.0,0.008143322475570033
A,SCE,0.0,mel,df,13.0,0.021172638436482084
A,SCE,0.0,bcc,nv,1.0,0.0030581039755351682
A,SCE,0.0,bcc,bkl,13.0,0.039755351681957186
A,SCE,0.0,bcc,mel,10.0,0.03058103975535168
A,SCE,0.0,bcc,bcc,251.0,0.7675840978593272
A,SCE,0.0,bcc,akiec,39.0,0.11926605504587157
A,SCE,0.0,bcc,vasc,4.0,0.012232415902140673
A,SCE,0.0,bcc,df,9.0,0.027522935779816515
A,SCE,0.0,akiec,nv,2.0,0.008771929824561403
A,SCE,0.0,akiec,bkl,25.0,0.10964912280701754
A,SCE,0.0,akiec,mel,27.0,0.11842105263157894
A,SCE,0.0,akiec,bcc,30.0,0.13157894736842105
A,SCE,0.0,akiec,akiec,137.0,0.6008771929824561
A,SCE,0.0,akiec,vasc,1.0,0.0043859649122807015
A,SCE,0.0,akiec,df,6.0,0.02631578947368421
A,SCE,0.0,vasc,nv,2.0,0.02040816326530612
A,SCE,0.0,vasc,bkl,0.0,0.0
A,SCE,0.0,vasc,mel,0.0,0.0
A,SCE,0.0,vasc,bcc,6.0,0.061224489795918366
A,SCE,0.0,vasc,akiec,2.0,0.02040816326530612
A,SCE,0.0,vasc,vasc,87.0,0.8877551020408163
A,SCE,0.0,vasc,df,1.0,0.01020408163265306
A,SCE,0.0,df,nv,3.0,0.0410958904109589
A,SCE,0.0,df,bkl,3.0,0.0410958904109589
A,SCE,0.0,df,mel,1.0,0.0136986301369863
A,SCE,0.0,df,bcc,10.0,0.136986301369863
A,SCE,0.0,df,akiec,6.0,0.0821917808219178
A,SCE,0.0,df,vasc,1.0,0.0136986301369863
A,SCE,0.0,df,df,49.0,0.6712328767123288
A,SCE,0.1,nv,nv,2411.0,0.44623357394040347
A,SCE,0.1,nv,bkl,215.0,0.03979270775495095
A,SCE,0.1,nv,mel,1000.0,0.18508236165093467
A,SCE,0.1,nv,bcc,217.0,0.04016287247825282
A,SCE,0.1,nv,akiec,262.0,0.04849157875254488
A,SCE,0.1,nv,vasc,684.0,0.1265963353692393
A,SCE,0.1,nv,df,614.0,0.11364057005367388
A,SCE,0.1,bkl,nv,26.0,0.03576341127922971
A,SCE,0.1,bkl,bkl,311.0,0.42778541953232463
A,SCE,0.1,bkl,mel,120.0,0.16506189821182943
A,SCE,0.1,bkl,bcc,48.0,0.06602475928473177
A,SCE,0.1,bkl,akiec,158.0,0.2173314993122421
A,SCE,0.1,bkl,vasc,10.0,0.013755158184319119
A,SCE,0.1,bkl,df,54.0,0.07427785419532325
A,SCE,0.1,mel,nv,20.0,0.03257328990228013
A,SCE,0.1,mel,bkl,56.0,0.09120521172638436
A,SCE,0.1,mel,mel,366.0,0.5960912052117264
A,SCE,0.1,mel,bcc,35.0,0.057003257328990226
A,SCE,0.1,mel,akiec,110.0,0.1791530944625407
A,SCE,0.1,mel,vasc,6.0,0.009771986970684038
A,SCE,0.1,mel,df,21.0,0.03420195439739414
A,SCE,0.1,bcc,nv,0.0,0.0
A,SCE,0.1,bcc,bkl,11.0,0.03363914373088685
A,SCE,0.1,bcc,mel,3.0,0.009174311926605505
A,SCE,0.1,bcc,bcc,226.0,0.691131498470948
A,SCE,0.1,bcc,akiec,57.0,0.1743119266055046
A,SCE,0.1,bcc,vasc,6.0,0.01834862385321101
A,SCE,0.1,bcc,df,24.0,0.07339449541284404
A,SCE,0.1,akiec,nv,1.0,0.0043859649122807015
A,SCE,0.1,akiec,bkl,12.0,0.05263157894736842
A,SCE,0.1,akiec,mel,11.0,0.04824561403508772
A,SCE,0.1,akiec,bcc,35.0,0.15350877192982457
A,SCE,0.1,akiec,akiec,153.0,0.6710526315789473
A,SCE,0.1,akiec,vasc,1.0,0.0043859649122807015
A,SCE,0.1,akiec,df,15.0,0.06578947368421052
A,SCE,0.1,vasc,nv,1.0,0.01020408163265306
A,SCE,0.1,vasc,bkl,0.0,0.0
A,SCE,0.1,vasc,mel,0.0,0.0
A,SCE,0.1,vasc,bcc,6.0,0.061224489795918366
A,SCE,0.1,vasc,akiec,1.0,0.01020408163265306
A,SCE,0.1,vasc,vasc,85.0,0.8673469387755102
A,SCE,0.1,vasc,df,5.0,0.05102040816326531
A,SCE,0.1,df,nv,1.0,0.0136986301369863
A,SCE,0.1,df,bkl,4.0,0.0547945205479452
A,SCE,0.1,df,mel,1.0,0.0136986301369863
A,SCE,0.1,df,bcc,9.0,0.1232876712328767
A,SCE,0.1,df,akiec,9.0,0.1232876712328767
