protocol,diagnostic,method,tau,class_name,value
A,perclass_f1,baseline,0.0,akiec,0.3514477499425165
A,perclass_f1,baseline,0.0,vasc,0.5128597100447174
A,perclass_f1,baseline,0.0,df,0.1622944256307923
A,perclass_f1,SCE,0.0,nv,0.8516865016677432
A,perclass_f1,SCE,0.0,bkl,0.5339827299303301
A,perclass_f1,SCE,0.0,mel,0.4226861472200175
A,perclass_f1,SCE,0.0,bcc,0.6448208789543562
A,perclass_f1,SCE,0.0,akiec,0.40921551175975035
A,perclass_f1,SCE,0.0,vasc,0.7331913427074718
A,perclass_f1,SCE,0.0,df,0.3917895100069012
A,perclass_f1,ELR,0.0,nv,0.09382061246674354
A,perclass_f1,ELR,0.0,bkl,0.40585514975124903
A,perclass_f1,ELR,0.0,mel,0.2987292567737058
A,perclass_f1,ELR,0.0,bcc,0.5683534108754774
A,perclass_f1,ELR,0.0,akiec,0.35714435784677584
A,perclass_f1,ELR,0.0,vasc,0.43323499660003195
A,perclass_f1,ELR,0.0,df,0.03189604579118754
A,perclass_f1,AsyCo,0.0,nv,0.591848179750418
A,perclass_f1,AsyCo,0.0,bkl,0.19140769415832107
A,perclass_f1,AsyCo,0.0,mel,0.3436102536039953
A,perclass_f1,AsyCo,0.0,bcc,0.2461571119075232
A,perclass_f1,AsyCo,0.0,akiec,0.30736970781827727
A,perclass_f1,AsyCo,0.0,vasc,0.16186364078287457
A,perclass_f1,AsyCo,0.0,df,0.06301475974158154
A,perclass_f1,baseline,0.1,nv,0.0
A,perclass_f1,baseline,0.1,bkl,0.3209100492738529
A,perclass_f1,baseline,0.1,mel,0.22540085812742955
A,perclass_f1,baseline,0.1,bcc,0.4148215908821312
A,perclass_f1,baseline,0.1,akiec,0.2263628010827416
A,perclass_f1,baseline,0.1,vasc,0.10179642939398828
A,perclass_f1,baseline,0.1,df,0.08656356863432535
A,perclass_f1,SCE,0.1,nv,0.6121495600138556
A,perclass_f1,SCE,0.1,bkl,0.462888237949801
A,perclass_f1,SCE,0.1,mel,0.34594480667839184
A,perclass_f1,SCE,0.1,bcc,0.5061108138410466
A,perclass_f1,SCE,0.1,akiec,0.3117906441194332
A,perclass_f1,SCE,0.1,vasc,0.19792134955202306
A,perclass_f1,SCE,0.1,df,0.12108051742252197
A,perclass_f1,ELR,0.1,nv,0.0
A,perclass_f1,ELR,0.1,bkl,0.307393635593235
A,perclass_f1,ELR,0.1,mel,0.2481946668467033
A,perclass_f1,ELR,0.1,bcc,0.45757985773666265
A,perclass_f1,ELR,0.1,akiec,0.22998200528348672
A,perclass_f1,ELR,0.1,vasc,0.08445025068585939
A,perclass_f1,ELR,0.1,df,0.07607406849762724
A,perclass_f1,AsyCo,0.1,nv,0.08174121099487364
A,perclass_f1,AsyCo,0.1,bkl,0.15831974553845884
A,perclass_f1,AsyCo,0.1,mel,0.300671188726134
A,perclass_f1,AsyCo,0.1,bcc,0.3294523063137072
A,perclass_f1,AsyCo,0.1,akiec,0.2781271654280515
A,perclass_f1,AsyCo,0.1,vasc,0.08781982802037167
A,perclass_f1,AsyCo,0.1,df,0.042848926416805475
A,perclass_f1,baseline,0.2,nv,0.0
A,perclass_f1,baseline,0.2,bkl,0.29641342425774636
A,perclass_f1,baseline,0.2,mel,0.21007718432159878
A,perclass_f1,baseline,0.2,bcc,0.4010466404396057
A,perclass_f1,baseline,0.2,akiec,0.2197568808514987
A,perclass_f1,baseline,0.2,vasc,0.08497420567406118
A,perclass_f1,baseline,0.2,df,0.07171422255300136
A,perclass_f1,SCE,0.2,nv,0.47022044362498194
A,perclass_f1,SCE,0.2,bkl,0.4252547729985296
A,perclass_f1,SCE,0.2,mel,0.31832302599658113
A,perclass_f1,SCE,0.2,bcc,0.4579189071618538
A,perclass_f1,SCE,0.2,akiec,0.29637055586262306
A,perclass_f1,SCE,0.2,vasc,0.1407604548660159
A,perclass_f1,SCE,0.2,df,0.0946080337870061
A,perclass_f1,ELR,0.2,nv,0.0
A,perclass_f1,ELR,0.2,bkl,0.2630513457757081
A,perclass_f1,ELR,0.2,mel,0.2305651192402372
A,perclass_f1,ELR,0.2,bcc,0.40746700595085006
A,perclass_f1,ELR,0.2,akiec,0.20769891286639958
A,perclass_f1,ELR,0.2,vasc,0.07672412577009659
A,perclass_f1,ELR,0.2,df,0.05791757976432228
A,perclass_f1,AsyCo,0.2,nv,0.05484699854550066
A,perclass_f1,AsyCo,0.2,bkl,0.13322926637408142
A,perclass_f1,AsyCo,0.2,mel,0.26988407016145366
A,perclass_f1,AsyCo,0.2,bcc,0.3494218049768529
A,perclass_f1,AsyCo,0.2,akiec,0.27275535701216247
A,perclass_f1,AsyCo,0.2,vasc,0.08126053198660489
A,perclass_f1,AsyCo,0.2,df,0.04055761486200164
A,perclass_f1,baseline,0.3,nv,0.0
A,perclass_f1,baseline,0.3,bkl,0.2175609129754669
A,perclass_f1,baseline,0.3,mel,0.18352363455417345
A,perclass_f1,baseline,0.3,bcc,0.3835827489191488
A,perclass_f1,baseline,0.3,akiec,0.20518200082095261
A,perclass_f1,baseline,0.3,vasc,0.083741777531278
A,perclass_f1,baseline,0.3,df,0.06188375114011404
A,perclass_f1,SCE,0.3,nv,0.30191137998259476
A,perclass_f1,SCE,0.3,bkl,0.3644709993606969
A,perclass_f1,SCE,0.3,mel,0.2570424470002609
A,perclass_f1,SCE,0.3,bcc,0.43131974131303774
A,perclass_f1,SCE,0.3,akiec,0.28568920322059566
A,perclass_f1,SCE,0.3,vasc,0.1176581798740673
A,perclass_f1,SCE,0.3,df,0.07923711366943516
A,perclass_f1,ELR,0.3,nv,0.0
A,perclass_f1,ELR,0.3,bkl,0.18651504096738686
A,perclass_f1,ELR,0.3,mel,0.20632158165688125
A,perclass_f1,ELR,0.3,bcc,0.3830665283292223
A,perclass_f1,ELR,0.3,akiec,0.20606896514035172
A,perclass_f1,ELR,0.3,vasc,0.07505444544075654
A,perclass_f1,ELR,0.3,df,0.0572200195511882
A,perclass_f1,AsyCo,0.3,nv,0.018338280935072882
A,perclass_f1,AsyCo,0.3,bkl,0.07469059422339024
A,perclass_f1,AsyCo,0.3,mel,0.25106805178993985
A,perclass_f1,AsyCo,0.3,bcc,0.27668066487263526
A,perclass_f1,AsyCo,0.3,akiec,0.24088499581629663
A,perclass_f1,AsyCo,0.3,vasc,0.0596568811870435
A,perclass_f1,AsyCo,0.3,df,0.036936694960697
A,perclass_f1,baseline,0.4,nv,0.0
A,perclass_f1,baseline,0.4,bkl,0.17301071088845948
A,perclass_f1,baseline,0.4,mel,0.15907440049113425
A,perclass_f1,baseline,0.4,bcc,0.341751002711492
A,perclass_f1,baseline,0.4,akiec,0.18642794412527047
A,perclass_f1,baseline,0.4,vasc,0.07349784300455632
A,perclass_f1,baseline,0.4,df,0.05831060184316631
A,perclass_f1,SCE,0.4,nv,0.040805099485773114
A,perclass_f1,SCE,0.4,bkl,0.30248918451469525
A,perclass_f1,SCE,0.4,mel,0.1782369461897452
A,perclass_f1,SCE,0.4,bcc,0.36225451616459325
A,perclass_f1,SCE,0.4,akiec,0.2420565041802772
A,perclass_f1,SCE,0.4,vasc,0.1082769722969534
A,perclass_f1,SCE,0.4,df,0.06515147272152458
A,perclass_f1,ELR,0.4,nv,0.0
A,perclass_f1,ELR,0.4,bkl,0.1227288888220246
A,perclass_f1,ELR,0.4,mel,0.16145911417396677
A,perclass_f1,ELR,0.4,bcc,0.3418616070603523
A,perclass_f1,ELR,0.4,akiec,0.17448100328755695
A,perclass_f1,ELR,0.4,vasc,0.07399021055311661
A,perclass_f1,ELR,0.4,df,0.05503570914906845
A,perclass_f1,AsyCo,0.4,nv,0.008440542445755808
A,perclass_f1,AsyCo,0.4,bkl,0.06489648717669572
A,perclass_f1,AsyCo,0.4,mel,0.21594435428833533
A,perclass_f1,AsyCo,0.4,bcc,0.3131349482754173
A,perclass_f1,AsyCo,0.4,akiec,0.2257547053829883
A,perclass_f1,AsyCo,0.4,vasc,0.06254435994184135
A,perclass_f1,AsyCo,0.4,df,0.036039144872674046
A,perclass_f1,baseline,0.5,nv,0.0022153862943435345
A,perclass_f1,baseline,0.5,bkl,0.12300554482715895
A,perclass_f1,baseline,0.5,mel,0.14714651425060238
A,perclass_f1,baseline,0.5,bcc,0.32261393096172913
A,perclass_f1,baseline,0.5,akiec,0.17176163141265754
A,perclass_f1,baseline,0.5,vasc,0.07716035915185224
A,perclass_f1,baseline,0.5,df,0.05528817429390356
A,perclass_f1,SCE,0.5,nv,0.015648950120839375
A,perclass_f1,SCE,0.5,bkl,0.2289223068042135
A,perclass_f1,SCE,0.5,mel,0.16559204190480858
A,perclass_f1,SCE,0.5,bcc,0.3544226006656409
A,perclass_f1,SCE,0.5,akiec,0.23866813477458065
A,perclass_f1,SCE,0.5,vasc,0.10025538942943482
A,perclass_f1,SCE,0.5,df,0.0647481885027802
A,perclass_f1,ELR,0.5,nv,0.0007393715341959334
A,perclass_f1,ELR,0.5,bkl,0.07356397660983223
A,perclass_f1,ELR,0.5,mel,0.15147551749542276
A,perclass_f1,ELR,0.5,bcc,0.29154173647786286
A,perclass_f1,ELR,0.5,akiec,0.1691550449632449
A,perclass_f1,ELR,0.5,vasc,0.0680067101010286
A,perclass_f1,ELR,0.5,df,0.05132463562830155
A,perclass_f1,AsyCo,0.5,nv,0.00844722682627251
A,perclass_f1,AsyCo,0.5,bkl,0.018864732708410305
A,perclass_f1,AsyCo,0.5,mel,0.2119939333039939
A,perclass_f1,AsyCo,0.5,bcc,0.2610155966382079
A,perclass_f1,AsyCo,0.5,akiec,0.19527080207546327
A,perclass_f1,AsyCo,0.5,vasc,0.05965431171463496
A,perclass_f1,AsyCo,0.5,df,0.030197817913740006
A,perclass_nta,baseline,0.1,nv,0.0
A,perclass_nta,baseline,0.1,bkl,0.2471073261005885
A,perclass_nta,baseline,0.1,mel,0.44044785932588876
A,perclass_nta,baseline,0.1,bcc,0.4511688202716953
A,perclass_nta,baseline,0.1,akiec,0.638004341861697
A,perclass_nta,baseline,0.1,vasc,0.49862575333163567
A,perclass_nta,baseline,0.1,df,0.7074999999999999
A,perclass_nta,SCE,0.1,nv,0.387093860365613
A,perclass_nta,SCE,0.1,bkl,0.33216816983877234
A,perclass_nta,SCE,0.1,mel,0.523177847019985
A,perclass_nta,SCE,0.1,bcc,0.47792597352214605
A,perclass_nta,SCE,0.1,akiec,0.5540985814672391
A,perclass_nta,SCE,0.1,vasc,0.5193833290892115
A,perclass_nta,SCE,0.1,df,0.6991666666666666
A,perclass_nta,ELR,0.1,nv,0.0
A,perclass_nta,ELR,0.1,bkl,0.17773216222492666
A,perclass_nta,ELR,0.1,mel,0.4461130516757968
A,perclass_nta,ELR,0.1,bcc,0.4624418235523713
A,perclass_nta,ELR,0.1,akiec,0.6838761481500529
A,perclass_nta,ELR,0.1,vasc,0.5183155080213904
A,perclass_nta,ELR,0.1,df,0.74
A,perclass_nta,AsyCo,0.1,nv,0.044543317100413884
A,perclass_nta,AsyCo,0.1,bkl,0.11301886655645266
A,perclass_nta,AsyCo,0.1,mel,0.4169058838454179
A,perclass_nta,AsyCo,0.1,bcc,0.2731934575392993
A,perclass_nta,AsyCo,0.1,akiec,0.6626245527947532
A,perclass_nta,AsyCo,0.1,vasc,0.9031652661064425
A,perclass_nta,AsyCo,0.1,df,0.8516666666666668
A,perclass_nta,baseline,0.2,nv,0.0
A,perclass_nta,baseline,0.2,bkl,0.217745290404903
A,perclass_nta,baseline,0.2,mel,0.35778481279992935
A,perclass_nta,baseline,0.2,bcc,0.5081406041695891
A,perclass_nta,baseline,0.2,akiec,0.6066206212457816
A,perclass_nta,baseline,0.2,vasc,0.5077636002740323
A,perclass_nta,baseline,0.2,df,0.6420597784568374
A,perclass_nta,SCE,0.2,nv,0.27280247495039667
A,perclass_nta,SCE,0.2,bkl,0.3428532662140984
A,perclass_nta,SCE,0.2,mel,0.4900384679556341
A,perclass_nta,SCE,0.2,bcc,0.4961324862968769
A,perclass_nta,SCE,0.2,akiec,0.5323229351804446
A,perclass_nta,SCE,0.2,vasc,0.5757226044845509
A,perclass_nta,SCE,0.2,df,0.6270435446906035
A,perclass_nta,ELR,0.2,nv,0.0
A,perclass_nta,ELR,0.2,bkl,0.16290941629176922
A,perclass_nta,ELR,0.2,mel,0.37684469504559825
A,perclass_nta,ELR,0.2,bcc,0.46551200989622343
A,perclass_nta,ELR,0.2,akiec,0.6469890369261357
A,perclass_nta,ELR,0.2,vasc,0.5369016798176174
A,perclass_nta,ELR,0.2,df,0.7143000381970971
A,perclass_nta,AsyCo,0.2,nv,0.02356905290420083
A,perclass_nta,AsyCo,0.2,bkl,0.08313106469490975
A,perclass_nta,AsyCo,0.2,mel,0.3554876258341352
A,perclass_nta,AsyCo,0.2,bcc,0.33230179170321494
A,perclass_nta,AsyCo,0.2,akiec,0.7936060416009066
A,perclass_nta,AsyCo,0.2,vasc,0.9309921703235071
A,perclass_nta,AsyCo,0.2,df,0.6831359816653934
A,perclass_nta,baseline,0.3,nv,6.963788300835655e-05
A,perclass_nta,baseline,0.3,bkl,0.16362467382924312
A,perclass_nta,baseline,0.3,mel,0.25143584617314824
A,perclass_nta,baseline,0.3,bcc,0.4491548780420411
A,perclass_nta,baseline,0.3,akiec,0.6203487375089389
A,perclass_nta,baseline,0.3,vasc,0.5538217391066315
A,perclass_nta,baseline,0.3,df,0.6250284043441938
A,perclass_nta,SCE,0.3,nv,0.17007375075563388
A,perclass_nta,SCE,0.3,bkl,0.2896293182246459
A,perclass_nta,SCE,0.3,mel,0.4119341695650408
A,perclass_nta,SCE,0.3,bcc,0.5007309624225738
A,perclass_nta,SCE,0.3,akiec,0.6048658700295023
A,perclass_nta,SCE,0.3,vasc,0.6061986549167494
A,perclass_nta,SCE,0.3,df,0.6676460089617985
A,perclass_nta,ELR,0.3,nv,0.0
A,perclass_nta,ELR,0.3,bkl,0.1105627837734082
A,perclass_nta,ELR,0.3,mel,0.25900738648319976
A,perclass_nta,ELR,0.3,bcc,0.4713102487709383
A,perclass_nta,ELR,0.3,akiec,0.6680041010596598
A,perclass_nta,ELR,0.3,vasc,0.5670120654043747
A,perclass_nta,ELR,0.3,df,0.6400552897395003
A,perclass_nta,AsyCo,0.3,nv,0.010012929295881568
A,perclass_nta,AsyCo,0.3,bkl,0.039083953110446344
A,perclass_nta,AsyCo,0.3,mel,0.2995884903441014
A,perclass_nta,AsyCo,0.3,bcc,0.30116905689759316
A,perclass_nta,AsyCo,0.3,akiec,0.7868971088851309
A,perclass_nta,AsyCo,0.3,vasc,0.9541763110381666
A,perclass_nta,AsyCo,0.3,df,0.5755309485835802
A,perclass_nta,baseline,0.4,nv,0.0
A,perclass_nta,baseline,0.4,bkl,0.12554475487442754
A,perclass_nta,baseline,0.4,mel,0.20015859790646834
A,perclass_nta,baseline,0.4,bcc,0.5018630285151586
A,perclass_nta,baseline,0.4,akiec,0.6663853353352343
A,perclass_nta,baseline,0.4,vasc,0.5756860688946202
A,perclass_nta,baseline,0.4,df,0.579943039350915
A,perclass_nta,SCE,0.4,nv,0.016736980398836226
A,perclass_nta,SCE,0.4,bkl,0.249998913414975
A,perclass_nta,SCE,0.4,mel,0.35946573331129367
A,perclass_nta,SCE,0.4,bcc,0.5668538049659804
A,perclass_nta,SCE,0.4,akiec,0.6651574399072563
A,perclass_nta,SCE,0.4,vasc,0.6595558739968903
A,perclass_nta,SCE,0.4,df,0.5653208294928181
A,perclass_nta,ELR,0.4,nv,0.0
A,perclass_nta,ELR,0.4,bkl,0.08535953952401927
A,perclass_nta,ELR,0.4,mel,0.16652776256658042
A,perclass_nta,ELR,0.4,bcc,0.514551262309337
A,perclass_nta,ELR,0.4,akiec,0.6933749680891876
A,perclass_nta,ELR,0.4,vasc,0.6168539709240574
A,perclass_nta,ELR,0.4,df,0.571858032618288
A,perclass_nta,AsyCo,0.4,nv,0.00426898852748034
A,perclass_nta,AsyCo,0.4,bkl,0.04556373472181513
A,perclass_nta,AsyCo,0.4,mel,0.2803723825727238
A,perclass_nta,AsyCo,0.4,bcc,0.35174516498945446
A,perclass_nta,AsyCo,0.4,akiec,0.8062306484718377
A,perclass_nta,AsyCo,0.4,vasc,0.8972411541618334
A,perclass_nta,AsyCo,0.4,df,0.40456256143763625
A,perclass_nta,baseline,0.5,nv,0.0007016682905209846
A,perclass_nta,baseline,0.5,bkl,0.08869236399648125
A,perclass_nta,baseline,0.5,mel,0.1532002688823001
A,perclass_nta,baseline,0.5,bcc,0.47623243133582155
A,perclass_nta,baseline,0.5,akiec,0.6796058101234628
A,perclass_nta,baseline,0.5,vasc,0.6232100303767619
A,perclass_nta,baseline,0.5,df,0.6052471849829189
A,perclass_nta,SCE,0.5,nv,0.006130806616226591
A,perclass_nta,SCE,0.5,bkl,0.18085002107204068
A,perclass_nta,SCE,0.5,mel,0.31931050684609436
A,perclass_nta,SCE,0.5,bcc,0.5424391171472603
A,perclass_nta,SCE,0.5,akiec,0.6957963339564982
A,perclass_nta,SCE,0.5,vasc,0.6766351463019997
A,perclass_nta,SCE,0.5,df,0.5631184615181578
A,perclass_nta,ELR,0.5,nv,0.0
A,perclass_nta,ELR,0.5,bkl,0.05120791229562999
A,perclass_nta,ELR,0.5,mel,0.1255672104024717
A,perclass_nta,ELR,0.5,bcc,0.4908981587025817
A,perclass_nta,ELR,0.5,akiec,0.6967187545172473
A,perclass_nta,ELR,0.5,vasc,0.5797834441823926
A,perclass_nta,ELR,0.5,df,0.5873063513367581
A,perclass_nta,AsyCo,0.5,nv,0.0029525331380169774
A,perclass_nta,AsyCo,0.5,bkl,0.012657684684681137
A,perclass_nta,AsyCo,0.5,mel,0.2579097821248414
A,perclass_nta,AsyCo,0.5,bcc,0.30209732109661924
A,perclass_nta,AsyCo,0.5,akiec,0.8058280495804802
A,perclass_nta,AsyCo,0.5,vasc,0.8218690974783043
A,perclass_nta,AsyCo,0.5,df,0.3645247272557805
A,perclass_lnmr,baseline,0.1,nv,0.4795131481951467
A,perclass_lnmr,baseline,0.1,bkl,0.39372161247105286
A,perclass_lnmr,baseline,0.1,mel,0.3099480605144598
A,perclass_lnmr,baseline,0.1,bcc,0.3950725638974162
A,perclass_lnmr,baseline,0.1,akiec,0.2352515442631357
A,perclass_lnmr,baseline,0.1,vasc,0.41847381376793147
A,perclass_lnmr,baseline,0.1,df,0.20388888888888893
A,perclass_lnmr,SCE,0.1,nv,0.3826611105478698
A,perclass_lnmr,SCE,0.1,bkl,0.45815403902008944
A,perclass_lnmr,SCE,0.1,mel,0.3242904866885668
A,perclass_lnmr,SCE,0.1,bcc,0.40549469395178894
A,perclass_lnmr,SCE,0.1,akiec,0.34010997130941856
A,perclass_lnmr,SCE,0.1,vasc,0.4052198455139632
A,perclass_lnmr,SCE,0.1,df,0.19194444444444442
A,perclass_lnmr,ELR,0.1,nv,0.42930373201005356
A,perclass_lnmr,ELR,0.1,bkl,0.4305009090877
A,perclass_lnmr,ELR,0.1,mel,0.27095669540890316
A,perclass_lnmr,ELR,0.1,bcc,0.39907228486975377
A,perclass_lnmr,ELR,0.1,akiec,0.21150639558811327
A,perclass_lnmr,ELR,0.1,vasc,0.4134305237246414
A,perclass_lnmr,ELR,0.1,df,0.1997222222222222
A,perclass_lnmr,AsyCo,0.1,nv,0.22291565772887498
A,perclass_lnmr,AsyCo,0.1,bkl,0.23929853763709757
A,perclass_lnmr,AsyCo,0.1,mel,0.13648085181656947
A,perclass_lnmr,AsyCo,0.1,bcc,0.1964140617311091
A,perclass_lnmr,AsyCo,0.1,akiec,0.09935569092697218
A,perclass_lnmr,AsyCo,0.1,vasc,0.04516806722689075
A,perclass_lnmr,AsyCo,0.1,df,0.03055555555555555
A,perclass_lnmr,baseline,0.2,nv,0.42182270563468577
A,perclass_lnmr,baseline,0.2,bkl,0.36332755201119615
A,perclass_lnmr,baseline,0.2,mel,0.35325775646117097
A,perclass_lnmr,baseline,0.2,bcc,0.36724799626854826
A,perclass_lnmr,baseline,0.2,akiec,0.2563669516018682
A,perclass_lnmr,baseline,0.2,vasc,0.40845783639716193
A,perclass_lnmr,baseline,0.2,df,0.219146294881589
A,perclass_lnmr,SCE,0.2,nv,0.39980303020176206
A,perclass_lnmr,SCE,0.2,bkl,0.38562318632799275
A,perclass_lnmr,SCE,0.2,mel,0.33007163109064375
A,perclass_lnmr,SCE,0.2,bcc,0.36759362939632667
A,perclass_lnmr,SCE,0.2,akiec,0.31938945700819904
A,perclass_lnmr,SCE,0.2,vasc,0.3558110096892234
A,perclass_lnmr,SCE,0.2,df,0.22771199388846447
A,perclass_lnmr,ELR,0.2,nv,0.38234172872897715
A,perclass_lnmr,ELR,0.2,bkl,0.3760267669521614
A,perclass_lnmr,ELR,0.2,mel,0.29579131138793363
A,perclass_lnmr,ELR,0.2,bcc,0.37057555615298965
A,perclass_lnmr,ELR,0.2,akiec,0.21702193168175196
A,perclass_lnmr,ELR,0.2,vasc,0.39457427572651693
A,perclass_lnmr,ELR,0.2,df,0.1668353705118411
A,perclass_lnmr,AsyCo,0.2,nv,0.2338634520855305
A,perclass_lnmr,AsyCo,0.2,bkl,0.2618942137091348
A,perclass_lnmr,AsyCo,0.2,mel,0.17130524479694006
A,perclass_lnmr,AsyCo,0.2,bcc,0.21010269240091423
A,perclass_lnmr,AsyCo,0.2,akiec,0.06669937966600355
A,perclass_lnmr,AsyCo,0.2,vasc,0.027361111111111114
A,perclass_lnmr,AsyCo,0.2,df,0.11967627960275021
A,perclass_lnmr,baseline,0.3,nv,0.36193049241774966
A,perclass_lnmr,baseline,0.3,bkl,0.36025966483433997
A,perclass_lnmr,baseline,0.3,mel,0.339264012109934
A,perclass_lnmr,baseline,0.3,bcc,0.38407913217755885
A,perclass_lnmr,baseline,0.3,akiec,0.22858638474250298
A,perclass_lnmr,baseline,0.3,vasc,0.35004854043906497
A,perclass_lnmr,baseline,0.3,df,0.2170277208171945
A,perclass_lnmr,SCE,0.3,nv,0.4176397856583153
A,perclass_lnmr,SCE,0.3,bkl,0.3862673706552632
A,perclass_lnmr,SCE,0.3,mel,0.34121368560142107
A,perclass_lnmr,SCE,0.3,bcc,0.34306885268461457
A,perclass_lnmr,SCE,0.3,akiec,0.26639156572380773
A,perclass_lnmr,SCE,0.3,vasc,0.29348034344512497
A,perclass_lnmr,SCE,0.3,df,0.21196658312447786
A,perclass_lnmr,ELR,0.3,nv,0.32796220908049545
A,perclass_lnmr,ELR,0.3,bkl,0.3665521618466492
A,perclass_lnmr,ELR,0.3,mel,0.3104299298866481
A,perclass_lnmr,ELR,0.3,bcc,0.36889442369894765
A,perclass_lnmr,ELR,0.3,akiec,0.1940782877344966
A,perclass_lnmr,ELR,0.3,vasc,0.3400444030017788
A,perclass_lnmr,ELR,0.3,df,0.23666841345788714
A,perclass_lnmr,AsyCo,0.3,nv,0.20392430071218487
A,perclass_lnmr,AsyCo,0.3,bkl,0.25577048516386214
A,perclass_lnmr,AsyCo,0.3,mel,0.1636973859803202
A,perclass_lnmr,AsyCo,0.3,bcc,0.22482318311123115
A,perclass_lnmr,AsyCo,0.3,akiec,0.06722023459719317
A,perclass_lnmr,AsyCo,0.3,vasc,0.008711433756805807
A,perclass_lnmr,AsyCo,0.3,df,0.1375807701070859
A,perclass_lnmr,baseline,0.4,nv,0.31820954520731604
A,perclass_lnmr,baseline,0.4,bkl,0.3355508827426632
A,perclass_lnmr,baseline,0.4,mel,0.3369883292577125
A,perclass_lnmr,baseline,0.4,bcc,0.33900056276598745
A,perclass_lnmr,baseline,0.4,akiec,0.2015966453873066
A,perclass_lnmr,baseline,0.4,vasc,0.33612914273147004
A,perclass_lnmr,baseline,0.4,df,0.23073731656620283
A,perclass_lnmr,SCE,0.4,nv,0.466072942499843
A,perclass_lnmr,SCE,0.4,bkl,0.3565311290945446
A,perclass_lnmr,SCE,0.4,mel,0.3487663331766859
A,perclass_lnmr,SCE,0.4,bcc,0.2781710854387581
A,perclass_lnmr,SCE,0.4,akiec,0.21915692267721262
A,perclass_lnmr,SCE,0.4,vasc,0.2616907807317757
A,perclass_lnmr,SCE,0.4,df,0.24348280667721217
A,perclass_lnmr,ELR,0.4,nv,0.28831176868365593
A,perclass_lnmr,ELR,0.4,bkl,0.3361740528925668
A,perclass_lnmr,ELR,0.4,mel,0.31394960324912036
A,perclass_lnmr,ELR,0.4,bcc,0.32043188611913476
A,perclass_lnmr,ELR,0.4,akiec,0.18678067890351419
A,perclass_lnmr,ELR,0.4,vasc,0.32182585005356434
A,perclass_lnmr,ELR,0.4,df,0.2714658770171602
A,perclass_lnmr,AsyCo,0.4,nv,0.22152045222557284
A,perclass_lnmr,AsyCo,0.4,bkl,0.24838157208088232
A,perclass_lnmr,AsyCo,0.4,mel,0.17446162649449687
A,perclass_lnmr,AsyCo,0.4,bcc,0.22279626801049943
A,perclass_lnmr,AsyCo,0.4,akiec,0.06766155261538512
A,perclass_lnmr,AsyCo,0.4,vasc,0.05179892025808541
A,perclass_lnmr,AsyCo,0.4,df,0.19998548051950255
A,perclass_lnmr,baseline,0.5,nv,0.28694991588609886
A,perclass_lnmr,baseline,0.5,bkl,0.31723277936724653
A,perclass_lnmr,baseline,0.5,mel,0.32020887734501324
A,perclass_lnmr,baseline,0.5,bcc,0.30447311805533983
A,perclass_lnmr,baseline,0.5,akiec,0.1822603588619792
A,perclass_lnmr,baseline,0.5,vasc,0.27042262049260934
A,perclass_lnmr,baseline,0.5,df,0.2616806367943122
A,perclass_lnmr,SCE,0.5,nv,0.4476930285520263
A,perclass_lnmr,SCE,0.5,bkl,0.3430228267312647
A,perclass_lnmr,SCE,0.5,mel,0.3423801816997245
A,perclass_lnmr,SCE,0.5,bcc,0.2625008566056177
A,perclass_lnmr,SCE,0.5,akiec,0.18135229710501952
A,perclass_lnmr,SCE,0.5,vasc,0.23172548832171985
A,perclass_lnmr,SCE,0.5,df,0.2405206434628917
A,perclass_lnmr,ELR,0.5,nv,0.2524708004368048
A,perclass_lnmr,ELR,0.5,bkl,0.31659297711728135
A,perclass_lnmr,ELR,0.5,mel,0.2935951324879601
A,perclass_lnmr,ELR,0.5,bcc,0.30609899277025576
A,perclass_lnmr,ELR,0.5,akiec,0.16253897118099267
A,perclass_lnmr,ELR,0.5,vasc,0.30372621800734173
A,perclass_lnmr,ELR,0.5,df,0.23254957331440224
A,perclass_lnmr,AsyCo,0.5,nv,0.20681346264704073
A,perclass_lnmr,AsyCo,0.5,bkl,0.24372907874795474
A,perclass_lnmr,AsyCo,0.5,mel,0.15179205840669557
A,perclass_lnmr,AsyCo,0.5,bcc,0.23657393048371564
A,perclass_lnmr,AsyCo,0.5,akiec,0.060840745476266334
A,perclass_lnmr,AsyCo,0.5,vasc,0.07686976737551254
A,perclass_lnmr,AsyCo,0.5,df,0.2120618990576156
AP,perclass_f1,baseline,0.0,nv,0.7653964512138153
AP,perclass_f1,baseline,0.0,bkl,0.5764385864704814
AP,perclass_f1,baseline,0.0,mel,0.39135277872594254
AP,perclass_f1,baseline,0.0,bcc,0.6560582791349017
AP,perclass_f1,baseline,0.0,akiec,0.4961782946598109
AP,perclass_f1,baseline,0.0,vasc,0.7016594516594516
AP,perclass_f1,baseline,0.0,df,0.38711875371612103
AP,perclass_f1,SCE,0.0,nv,0.8920683895888004
AP,perclass_f1,SCE,0.0,bkl,0.6923086050658522
AP,perclass_f1,SCE,0.0,mel,0.4938961259435831
AP,perclass_f1,SCE,0.0,bcc,0.7362221397584778
AP,perclass_f1,SCE,0.0,akiec,0.5599440976535567
AP,perclass_f1,SCE,0.0,vasc,0.8079226348700033
AP,perclass_f1,SCE,0.0,df,0.5194304388422035
AP,perclass_f1,ELR,0.0,nv,0.09382200869302892
AP,perclass_f1,ELR,0.0,bkl,0.6098594851962236
