protocol,method,tau,fold,nta,lnmr,residual
AP,SCE,0.3,1,0.3037360504609412,0.537117903930131,0.15914604560892776
AP,SCE,0.3,2,0.2966867469879518,0.5381526104417671,0.16516064257028118
AP,SCE,0.3,3,0.3290640394088669,0.5310344827586206,0.1399014778325125
AP,SCE,0.3,4,0.3782278481012658,0.4835443037974684,0.13822784810126587
AP,SCE,0.3,5,0.325922182920667,0.5199595755432036,0.1541182415361294
AP,SCE,0.3,6,0.315531602155806,0.5051445369916707,0.17932386085252328
AP,SCE,0.3,7,0.3614697120158888,0.4721946375372393,0.16633565044687199
AP,SCE,0.3,8,0.3058470764617691,0.519240379810095,0.17491254372813592
AP,SCE,0.3,9,0.3439363817097415,0.4930417495029821,0.16302186878727642
AP,SCE,0.4,0,0.2338006820765441,0.566123531640773,0.20007578628268285
AP,SCE,0.4,1,0.2067833698030634,0.5769511305616338,0.21626549963530273
AP,SCE,0.4,2,0.2232824427480916,0.5446564885496183,0.23206106870229004
AP,SCE,0.4,3,0.1733185513673318,0.5554323725055432,0.271249076127125
AP,SCE,0.4,4,0.2776934749620637,0.5003793626707133,0.2219271623672231
AP,SCE,0.4,5,0.2380422691879866,0.5216907675194661,0.24026696329254726
AP,SCE,0.4,6,0.2437223042836041,0.5350812407680945,0.22119645494830142
AP,SCE,0.4,7,0.224536160545248,0.526694433926543,0.24876940552820892
AP,SCE,0.4,8,0.2396296296296296,0.5166666666666667,0.24370370370370364
AP,SCE,0.4,9,0.2427184466019417,0.4917849141150112,0.2654966392830472
AP,SCE,0.5,0,0.1560902255639097,0.5395488721804511,0.30436090225563917
AP,SCE,0.5,1,0.146441073512252,0.5781796966161027,0.2753792298716453
AP,SCE,0.5,2,0.1377551020408163,0.5999399759903962,0.2623049219687875
AP,SCE,0.5,3,0.1905469678953626,0.5252675386444708,0.2841854934601665
AP,SCE,0.5,4,0.1747223056139297,0.5556889822876013,0.2695887120984689
AP,SCE,0.5,5,0.1376854599406528,0.56973293768546,0.2925816023738873
AP,SCE,0.5,6,0.1635127143701951,0.5461265523358959,0.290360733293909
AP,SCE,0.5,7,0.1793395940624053,0.5480157528021812,0.27264465313541353
AP,SCE,0.5,8,0.2105734767025089,0.5062724014336918,0.2831541218637993
AP,SCE,0.5,9,0.1752021563342318,0.5306978137166817,0.29410002994908646
AP,baseline,0.0,0,,,
AP,baseline,0.0,1,,,
AP,baseline,0.0,2,,,
AP,baseline,0.0,3,,,
AP,baseline,0.0,4,,,
AP,baseline,0.0,5,,,
AP,baseline,0.0,6,,,
AP,baseline,0.0,7,,,
AP,baseline,0.0,8,,,
AP,baseline,0.0,9,,,
AP,baseline,0.1,0,0.125,0.6507009345794392,0.22429906542056077
AP,baseline,0.1,1,0.1255868544600939,0.7018779342723005,0.17253521126760563
AP,baseline,0.1,2,0.1141868512110726,0.7393310265282583,0.14648212226066903
AP,baseline,0.1,3,0.1310507674144037,0.7260920897284534,0.1428571428571429
AP,baseline,0.1,4,0.1268292682926829,0.7048780487804878,0.1682926829268293
AP,baseline,0.1,5,0.1116389548693586,0.7078384798099763,0.18052256532066513
AP,baseline,0.1,6,0.1055045871559633,0.7064220183486238,0.18807339449541283
AP,baseline,0.1,7,0.1272727272727272,0.6443181818181818,0.228409090909091
AP,baseline,0.1,8,0.1069819819819819,0.6925675675675675,0.2004504504504505
AP,baseline,0.1,9,0.1201866977829638,0.6569428238039673,0.22287047841306895
AP,baseline,0.2,0,0.1234745154343144,0.6525484565685571,0.22397702799712849
AP,baseline,0.2,1,0.1215827338129496,0.658273381294964,0.22014388489208636
AP,baseline,0.2,2,0.1131123919308357,0.6743515850144092,0.21253602305475516
AP,baseline,0.2,3,0.1180811808118081,0.6708487084870849,0.21107011070110704
AP,baseline,0.2,4,0.1216417910447761,0.6895522388059702,0.1888059701492537
AP,baseline,0.2,5,0.1247248716067498,0.6911225238444607,0.18415260454878946
AP,baseline,0.2,6,0.1100786275911365,0.6397426733380986,0.25017869907076484
AP,baseline,0.2,7,0.1124555160142348,0.6277580071174377,0.25978647686832756
AP,baseline,0.2,8,0.0962643678160919,0.6954022988505747,0.20833333333333337
AP,baseline,0.2,9,0.1191176470588235,0.6257352941176471,0.2551470588235294
AP,baseline,0.3,0,0.1074055909759686,0.6365865620402158,0.2560078469838156
AP,baseline,0.3,1,0.1048034934497816,0.6225133430373605,0.27268316351285793
AP,baseline,0.3,2,0.1079317269076305,0.6119477911646586,0.2801204819277109
AP,baseline,0.3,3,0.1133004926108374,0.6399014778325123,0.2467980295566503
AP,baseline,0.3,4,0.110379746835443,0.6131645569620253,0.27645569620253163
AP,baseline,0.3,5,0.1147043961596766,0.6139464375947449,0.2713491662455785
AP,baseline,0.3,6,0.1077902988731014,0.6197942185203331,0.27241548260656545
AP,baseline,0.3,7,0.1082423038728897,0.6151936444885799,0.2765640516385304
AP,baseline,0.3,8,0.1019490254872563,0.6266866566716641,0.2713643178410796
AP,baseline,0.3,9,0.1163021868787276,0.5984095427435387,0.28528827037773363
AP,baseline,0.4,0,0.1091322470632815,0.5934065934065934,0.2974611595301251
AP,baseline,0.4,1,0.1010211524434719,0.6021152443471919,0.29686360320933625
AP,baseline,0.4,2,0.0958015267175572,0.5675572519083969,0.33664122137404595
AP,baseline,0.4,3,0.0968218773096821,0.5613451589061346,0.3418329637841834
AP,baseline,0.4,4,0.1001517450682852,0.5792867981790591,0.3205614567526557
AP,baseline,0.4,5,0.1027067111605487,0.5583982202447163,0.33889506859473495
AP,baseline,0.4,6,0.104135893648449,0.5782865583456426,0.3175775480059084
AP,baseline,0.4,7,0.1071563801590306,0.5744036349867474,0.318439984854222
AP,baseline,0.4,8,0.1088888888888888,0.5607407407407408,0.3303703703703704
AP,baseline,0.4,9,0.0982076176250933,0.5276325616131441,0.3741598207617626
AP,baseline,0.5,0,0.0962406015037594,0.5299248120300752,0.3738345864661654
AP,baseline,0.5,1,0.0977246207701283,0.5166277712952159,0.3856476079346558
AP,baseline,0.5,2,0.095438175270108,0.5489195678271308,0.3556422569027612
AP,baseline,0.5,3,0.111474435196195,0.5416171224732461,0.34690844233055884
AP,baseline,0.5,4,0.1014710297208045,0.5394776343440408,0.3590513359351547
AP,baseline,0.5,5,0.1008902077151335,0.5474777448071216,0.3516320474777449
AP,baseline,0.5,6,0.0943228858663512,0.5121230041395624,0.39355410999408647
AP,baseline,0.5,7,0.1011814601635868,0.5089366858527719,0.3898818539836414
AP,baseline,0.5,8,0.1057347670250896,0.519115890083632,0.3751493428912783
AP,baseline,0.5,9,0.0970350404312668,0.5043426175501647,0.3986223420185685
S,AsyCo,0.0,0,,,
S,AsyCo,0.0,1,,,
S,AsyCo,0.0,2,,,
S,AsyCo,0.0,3,,,
S,AsyCo,0.0,4,,,
S,AsyCo,0.0,5,,,
S,AsyCo,0.0,6,,,
S,AsyCo,0.0,7,,,
S,AsyCo,0.0,8,,,
S,AsyCo,0.0,9,,,
S,AsyCo,0.1,0,0.1086448598130841,0.2476635514018691,0.6436915887850467
S,AsyCo,0.1,1,0.1115023474178403,0.2711267605633803,0.6173708920187795
S,AsyCo,0.1,2,0.0818915801614763,0.1718569780853517,0.7462514417531719
S,AsyCo,0.1,3,0.1180637544273908,0.2361275088547816,0.6458087367178276
S,AsyCo,0.1,4,0.0865853658536585,0.2573170731707317,0.6560975609756098
S,AsyCo,0.1,5,0.1033254156769596,0.2244655581947743,0.672209026128266
S,AsyCo,0.1,6,0.1020642201834862,0.2580275229357798,0.639908256880734
S,AsyCo,0.1,7,0.0818181818181818,0.2068181818181818,0.7113636363636364
S,AsyCo,0.1,8,0.1475225225225225,0.2105855855855855,0.641891891891892
S,AsyCo,0.1,9,0.1003500583430571,0.3068844807467911,0.5927654609101518
S,AsyCo,0.2,0,0.0703517587939698,0.1945441493180186,0.7351040918880116
S,AsyCo,0.2,1,0.1158273381294964,0.2640287769784172,0.6201438848920864
S,AsyCo,0.2,2,0.1174351585014409,0.2161383285302593,0.6664265129682998
S,AsyCo,0.2,3,0.1099630996309963,0.2583025830258302,0.6317343173431735
S,AsyCo,0.2,4,0.0955223880597015,0.2201492537313432,0.6843283582089553
S,AsyCo,0.2,5,0.1129860601614086,0.2553191489361702,0.6316947909024213
S,AsyCo,0.2,6,0.1136526090064331,0.2337383845604002,0.6526090064331667
S,AsyCo,0.2,7,0.1074733096085409,0.2768683274021352,0.6156583629893239
S,AsyCo,0.2,8,0.091235632183908,0.2327586206896551,0.6760057471264369
S,AsyCo,0.2,9,0.0963235294117647,0.2463235294117647,0.6573529411764706
S,AsyCo,0.3,0,0.0868072584600294,0.262873957822462,0.6503187837175086
S,AsyCo,0.3,1,0.0980106744298884,0.2130033964095099,0.6889859291606016
S,AsyCo,0.3,2,0.0983935742971887,0.2233935742971887,0.6782128514056227
S,AsyCo,0.3,3,0.0847290640394088,0.2354679802955665,0.6798029556650247
S,AsyCo,0.3,4,0.0956962025316455,0.2217721518987341,0.6825316455696204
S,AsyCo,0.3,5,0.0949974734714502,0.2011116725618999,0.70389085396665
S,AsyCo,0.3,6,0.0955414012738853,0.20578147966683,0.6986771190592846
S,AsyCo,0.3,7,0.0844091360476663,0.2477656405163853,0.6678252234359484
S,AsyCo,0.3,8,0.0949525237381309,0.223888055972014,0.6811594202898551
S,AsyCo,0.3,9,0.0954274353876739,0.2420477137176938,0.6625248508946324
S,AsyCo,0.4,0,0.0780598711633194,0.1985600606290261,0.7233800682076545
S,AsyCo,0.4,1,0.0988329686360321,0.2392414296134208,0.6619256017505472
S,AsyCo,0.4,2,0.1190839694656488,0.2408396946564885,0.6400763358778627
S,AsyCo,0.4,3,0.1056910569105691,0.3063562453806356,0.5879526977087952
S,AsyCo,0.4,4,0.1069802731411229,0.2075113808801214,0.6855083459787557
S,AsyCo,0.4,5,0.0897293288839451,0.1961438635520949,0.71412680756396
S,AsyCo,0.4,6,0.0926883308714918,0.233751846381093,0.6735598227474152
S,AsyCo,0.4,7,0.0802726240060583,0.1972737599394169,0.7224536160545248
S,AsyCo,0.4,8,0.0733333333333333,0.2322222222222222,0.6944444444444445
S,AsyCo,0.4,9,0.1773711725168036,0.1814787154592979,0.6411501120238985
S,AsyCo,0.5,0,0.0583458646616541,0.2273684210526315,0.7142857142857144
S,AsyCo,0.5,1,0.0819719953325554,0.1826137689614936,0.735414235705951
S,AsyCo,0.5,2,0.07953181272509,0.2358943577430972,0.6845738295318128
S,AsyCo,0.5,3,0.074910820451843,0.2193816884661117,0.7057074910820453
S,AsyCo,0.5,4,0.1218853197238066,0.214350045031522,0.6637646352446714
S,AsyCo,0.5,5,0.087833827893175,0.1893175074183976,0.7228486646884275
S,AsyCo,0.5,6,0.0946185688941454,0.2158486102897693,0.6895328208160852
S,AsyCo,0.5,7,0.0960315056043623,0.1932747652226598,0.7106937291729778
S,AsyCo,0.5,8,0.0887096774193548,0.2284946236559139,0.6827956989247314
S,AsyCo,0.5,9,0.0697813716681641,0.1880802635519616,0.7421383647798743
S,ELR,0.0,0,,,
S,ELR,0.0,1,,,
S,ELR,0.0,2,,,
S,ELR,0.0,3,,,
S,ELR,0.0,4,,,
S,ELR,0.0,5,,,
S,ELR,0.0,6,,,
S,ELR,0.0,7,,,
S,ELR,0.0,8,,,
S,ELR,0.0,9,,,
S,ELR,0.1,0,0.1063084112149532,0.3714953271028037,0.5221962616822431
S,ELR,0.1,1,0.1115023474178403,0.4389671361502347,0.44953051643192504
S,ELR,0.1,2,0.1026528258362168,0.4936562860438293,0.4036908881199539
S,ELR,0.1,3,0.1286894923258559,0.4746162927981109,0.3966942148760332
S,ELR,0.1,4,0.1219512195121951,0.4402439024390244,0.4378048780487805
S,ELR,0.1,5,0.1140142517814726,0.4370546318289786,0.4489311163895488
S,ELR,0.1,6,0.1077981651376146,0.4231651376146789,0.46903669724770647
S,ELR,0.1,7,0.1034090909090909,0.4556818181818182,0.4409090909090909
S,ELR,0.1,8,0.1137387387387387,0.4245495495495495,0.46171171171171177
S,ELR,0.1,9,0.0945157526254375,0.4504084014002333,0.45507584597432915
S,ELR,0.2,0,0.1055276381909547,0.3725771715721464,0.5218951902368989
S,ELR,0.2,1,0.1107913669064748,0.4079136690647482,0.481294964028777
S,ELR,0.2,2,0.0929394812680115,0.4322766570605187,0.47478386167146974
S,ELR,0.2,3,0.1143911439114391,0.447970479704797,0.4376383763837639
S,ELR,0.2,4,0.1082089552238805,0.4388059701492537,0.45298507462686577
S,ELR,0.2,5,0.1129860601614086,0.4372707263389582,0.44974321349963325
S,ELR,0.2,6,0.1036454610436025,0.3559685489635454,0.540385989992852
S,ELR,0.2,7,0.0861209964412811,0.3857651245551601,0.5281138790035588
S,ELR,0.2,8,0.1020114942528735,0.4281609195402299,0.46982758620689663
S,ELR,0.2,9,0.0977941176470588,0.4433823529411764,0.4588235294117648
S,ELR,0.3,0,0.0961255517410495,0.3776360961255517,0.5262383521333988
S,ELR,0.3,1,0.0819990295972828,0.3381853469189714,0.5798156234837458
S,ELR,0.3,2,0.091867469879518,0.3519076305220883,0.5562248995983937
S,ELR,0.3,3,0.0896551724137931,0.3477832512315271,0.5625615763546798
S,ELR,0.3,4,0.0926582278481012,0.3513924050632911,0.5559493670886078
S,ELR,0.3,5,0.0889338049519959,0.3855482566953007,0.5255179383527034
S,ELR,0.3,6,0.0940715335619794,0.3571778539931406,0.54875061244488
S,ELR,0.3,7,0.0809334657398212,0.3530287984111221,0.5660377358490567
S,ELR,0.3,8,0.0984507746126936,0.3748125937031484,0.526736631684158
S,ELR,0.3,9,0.0859840954274353,0.3891650099403578,0.5248508946322068
S,ELR,0.4,0,0.0890488821523304,0.3444486547934823,0.5665024630541873
S,ELR,0.4,1,0.0754923413566739,0.3129102844638949,0.6115973741794312
S,ELR,0.4,2,0.0858778625954198,0.3416030534351145,0.5725190839694658
S,ELR,0.4,3,0.08130081300813,0.344050258684405,0.5746489283074651
S,ELR,0.4,4,0.0766312594840667,0.3482549317147193,0.575113808801214
S,ELR,0.4,5,0.0715609936967,0.3218390804597701,0.60659992584353
S,ELR,0.4,6,0.0801329394387001,0.3020679468242245,0.6177991137370753
S,ELR,0.4,7,0.0768648239303294,0.3169254070427868,0.6062097690268838
S,ELR,0.4,8,0.0785185185185185,0.3488888888888889,0.5725925925925925
S,ELR,0.4,9,0.0750560119492158,0.3342046303211352,0.5907393577296489
S,ELR,0.5,0,0.0595488721804511,0.2547368421052631,0.6857142857142857
S,ELR,0.5,1,0.0752625437572928,0.3168028004667444,0.6079346557759628
S,ELR,0.5,2,0.0744297719087635,0.3112244897959184,0.6143457382953181
S,ELR,0.5,3,0.0734244946492271,0.294589774078478,0.631985731272295
S,ELR,0.5,4,0.0708495947163014,0.2861002701891323,0.6430501350945663
S,ELR,0.5,5,0.0703264094955489,0.2824925816023739,0.6471810089020772
S,ELR,0.5,6,0.0700768775872265,0.3051448846836191,0.6247782377291544
S,ELR,0.5,7,0.0760375643744319,0.3008179339594062,0.6231445016661619
S,ELR,0.5,8,0.0737753882915173,0.291816009557945,0.6344086021505377
S,ELR,0.5,9,0.0619946091644204,0.3045822102425876,0.6334231805929921
S,SCE,0.0,0,,,
S,SCE,0.0,1,,,
S,SCE,0.0,2,,,
S,SCE,0.0,3,,,
S,SCE,0.0,4,,,
S,SCE,0.0,5,,,
S,SCE,0.0,6,,,
S,SCE,0.0,7,,,
S,SCE,0.0,8,,,
S,SCE,0.0,9,,,
S,SCE,0.1,0,0.4509345794392523,0.3960280373831775,0.1530373831775702
S,SCE,0.1,1,0.4436619718309859,0.4389671361502347,0.11737089201877943
S,SCE,0.1,2,0.4048442906574394,0.4648212226066897,0.1303344867358709
S,SCE,0.1,3,0.4817001180637544,0.4144037780401416,0.10389610389610404
S,SCE,0.1,4,0.4341463414634146,0.4304878048780488,0.13536585365853665
S,SCE,0.1,5,0.4026128266033254,0.4536817102137767,0.1437054631828979
S,SCE,0.1,6,0.4598623853211009,0.4139908256880734,0.1261467889908257
S,SCE,0.1,7,0.4147727272727273,0.4193181818181818,0.1659090909090909
S,SCE,0.1,8,0.4391891891891892,0.4313063063063063,0.12950450450450446
S,SCE,0.1,9,0.4189031505250875,0.425904317386231,0.15519253208868145
S,SCE,0.2,0,0.3575017946877243,0.4773869346733668,0.16511127063890885
S,SCE,0.2,1,0.3654676258992805,0.4553956834532374,0.1791366906474821
S,SCE,0.2,2,0.3602305475504322,0.4610951008645533,0.17867435158501455
S,SCE,0.2,3,0.3623616236162361,0.4656826568265683,0.17195571955719557
S,SCE,0.2,4,0.3485074626865672,0.4798507462686567,0.17164179104477612
S,SCE,0.2,5,0.3749082905355833,0.4468085106382978,0.17828319882611893
S,SCE,0.2,6,0.3559685489635454,0.4224446032880629,0.22158684774839177
S,SCE,0.2,7,0.3601423487544484,0.4377224199288256,0.202135231316726
S,SCE,0.2,8,0.3254310344827586,0.4619252873563218,0.2126436781609195
S,SCE,0.2,9,0.3830882352941177,0.4441176470588235,0.17279411764705888
S,SCE,0.3,0,0.258950465914664,0.4845512506130456,0.2564982834722904
S,SCE,0.3,1,0.294517224648229,0.4332848131974769,0.27219796215429404
S,SCE,0.3,2,0.3012048192771084,0.4487951807228915,0.2500000000000001
S,SCE,0.3,3,0.2985221674876847,0.4492610837438424,0.25221674876847294
S,SCE,0.3,4,0.3189873417721519,0.450126582278481,0.23088607594936716
S,SCE,0.3,5,0.2991409802930773,0.4633653360282971,0.23749368367862556
S,SCE,0.3,6,0.2733953944145026,0.4532092111709946,0.2733953944145027
S,SCE,0.3,7,0.2979145978152929,0.4344587884806355,0.26762661370407165
S,SCE,0.3,8,0.3023488255872064,0.4577711144427786,0.23988005997001494
S,SCE,0.3,9,0.3136182902584493,0.4512922465208747,0.2350894632206761
S,SCE,0.4,0,0.1815081470253884,0.5388404698749526,0.279651383099659
S,SCE,0.4,1,0.2049598832968636,0.4795769511305616,0.31546316557257487
S,SCE,0.4,2,0.1763358778625954,0.4889312977099236,0.334732824427481
S,SCE,0.4,3,0.1541019955654102,0.5051736881005173,0.3407243163340725
S,SCE,0.4,4,0.2720030349013657,0.4123672230652503,0.315629742033384
S,SCE,0.4,5,0.1668520578420467,0.489432703003337,0.34371523915461627
S,SCE,0.4,6,0.2108567208271787,0.4597488921713442,0.32939438700147705
S,SCE,0.4,7,0.2052252934494509,0.4570238546005301,0.33775085195001897
S,SCE,0.4,8,0.2029629629629629,0.457037037037037,0.3400000000000001
S,SCE,0.4,9,0.2027632561613144,0.4533233756534727,0.3439133681852129
S,SCE,0.5,0,0.1413533834586466,0.4610526315789474,0.39759398496240606
S,SCE,0.5,1,0.1201866977829638,0.5017502917152858,0.3780630105017504
S,SCE,0.5,2,0.1356542617046818,0.4891956782713085,0.37515006002400964
S,SCE,0.5,3,0.1251486325802616,0.4821640903686088,0.39268727705112966
S,SCE,0.5,4,0.128189732812969,0.4776343440408286,0.3941759231462024
S,SCE,0.5,5,0.1299703264094955,0.5047477744807122,0.36528189910979236
S,SCE,0.5,6,0.1274393849793021,0.4568302779420461,0.4157303370786518
S,SCE,0.5,7,0.1750984550136322,0.4650106028476219,0.3598909421387459
S,SCE,0.5,8,0.1830943847072879,0.4537037037037037,0.3632019115890084
S,SCE,0.5,9,0.1617250673854447,0.4624138963761605,0.37586103623839484
S,baseline,0.0,0,,,
S,baseline,0.0,1,,,
S,baseline,0.0,2,,,
S,baseline,0.0,3,,,
S,baseline,0.0,4,,,
S,baseline,0.0,5,,,
S,baseline,0.0,6,,,
S,baseline,0.0,7,,,
S,baseline,0.0,8,,,
S,baseline,0.0,9,,,
S,baseline,0.1,0,0.1109813084112149,0.4158878504672897,0.4731308411214954
S,baseline,0.1,1,0.1185446009389671,0.454225352112676,0.42723004694835687
S,baseline,0.1,2,0.1084198385236447,0.5098039215686274,0.3817762399077279
S,baseline,0.1,3,0.1204250295159386,0.4899645808736718,0.38961038961038963
S,baseline,0.1,4,0.1060975609756097,0.4780487804878048,0.41585365853658546
S,baseline,0.1,5,0.1057007125890736,0.4881235154394299,0.40617577197149646
S,baseline,0.1,6,0.1112385321100917,0.4644495412844037,0.4243119266055046
S,baseline,0.1,7,0.1125,0.4613636363636363,0.42613636363636365
S,baseline,0.1,8,0.1137387387387387,0.4403153153153153,0.44594594594594594
S,baseline,0.1,9,0.0921820303383897,0.4574095682613769,0.4504084014002334
S,baseline,0.2,0,0.1069633883704235,0.4199569274946159,0.4730796841349606
S,baseline,0.2,1,0.1050359712230215,0.4294964028776978,0.46546762589928065
S,baseline,0.2,2,0.1023054755043227,0.4265129682997118,0.4711815561959655
S,baseline,0.2,3,0.1121771217712177,0.4782287822878229,0.40959409594095936
S,baseline,0.2,4,0.1007462686567164,0.4514925373134328,0.44776119402985076
S,baseline,0.2,5,0.1129860601614086,0.4622157006603081,0.42479823917828335
S,baseline,0.2,6,0.1115082201572551,0.3995711222301644,0.48892065761258047
S,baseline,0.2,7,0.096085409252669,0.4120996441281139,0.49181494661921715
S,baseline,0.2,8,0.0991379310344827,0.4152298850574712,0.48563218390804613
S,baseline,0.2,9,0.0941176470588235,0.4522058823529412,0.4536764705882353
S,baseline,0.3,0,0.0936733692986758,0.4080431584109857,0.49828347229033854
S,baseline,0.3,1,0.0873362445414847,0.3600194080543425,0.5526443474041728
S,baseline,0.3,2,0.0998995983935742,0.4201807228915662,0.4799196787148596
S,baseline,0.3,3,0.0995073891625615,0.4009852216748768,0.49950738916256165
S,baseline,0.3,4,0.100759493670886,0.3929113924050633,0.5063291139240507
S,baseline,0.3,5,0.0843860535624052,0.4082870136432541,0.5073269327943406
S,baseline,0.3,6,0.0975012248897599,0.375796178343949,0.526702596766291
S,baseline,0.3,7,0.0908639523336643,0.3709036742800397,0.538232373386296
S,baseline,0.3,8,0.1009495252373813,0.368815592203898,0.5302348825587206
S,baseline,0.3,9,0.088469184890656,0.3747514910536779,0.5367793240556661
S,baseline,0.4,0,0.0939749905267146,0.3732474422129594,0.5327775672603259
S,baseline,0.4,1,0.0798687089715536,0.3581327498176513,0.5619985412107951
S,baseline,0.4,2,0.0839694656488549,0.3572519083969465,0.5587786259541987
S,baseline,0.4,3,0.082039911308204,0.3540280857354028,0.5639320029563932
S,baseline,0.4,4,0.0830804248861912,0.3482549317147193,0.5686646433990896
S,baseline,0.4,5,0.0863922877271042,0.3444568038561365,0.5691509084167594
S,baseline,0.4,6,0.086410635155096,0.3511816838995569,0.5624076809453471
S,baseline,0.4,7,0.0848163574403635,0.3578190079515335,0.5573646346081029
S,baseline,0.4,8,0.0848148148148148,0.3722222222222222,0.5429629629629631
S,baseline,0.4,9,0.0877520537714712,0.3741598207617625,0.5380881254667662
S,baseline,0.5,0,0.0676691729323308,0.2962406015037594,0.6360902255639098
S,baseline,0.5,1,0.0764294049008168,0.3319719953325554,0.5915985997666278
S,baseline,0.5,2,0.0822328931572629,0.3469387755102041,0.5708283313325331
S,baseline,0.5,3,0.0811533888228299,0.3323424494649227,0.5865041617122475
S,baseline,0.5,4,0.0774542179525668,0.3029120384268988,0.6196337436205344
S,baseline,0.5,5,0.0792284866468842,0.3050445103857567,0.6157270029673592
S,baseline,0.5,6,0.076581904198699,0.3083973979893554,0.6150206978119456
S,baseline,0.5,7,0.0763405028779157,0.3168736746440472,0.6067858224780371
S,baseline,0.5,8,0.0773596176821983,0.318100358422939,0.6045400238948626
S,baseline,0.5,9,0.0721772985923929,0.3165618448637317,0.6112608565438755
SP,AsyCo,0.0,0,,,
SP,AsyCo,0.0,1,,,
SP,AsyCo,0.0,2,,,
SP,AsyCo,0.0,3,,,
SP,AsyCo,0.0,4,,,
SP,AsyCo,0.0,5,,,
SP,AsyCo,0.0,6,,,
SP,AsyCo,0.0,7,,,
SP,AsyCo,0.0,8,,,
SP,AsyCo,0.0,9,,,
SP,AsyCo,0.1,0,0.1764018691588785,0.2663551401869158,0.5572429906542058
SP,AsyCo,0.1,1,0.2629107981220657,0.357981220657277,0.37910798122065725
SP,AsyCo,0.1,2,0.1672433679354094,0.2779700115340254,0.5547866205305652
SP,AsyCo,0.1,3,0.1853600944510035,0.3624557260920897,0.45218417945690687
SP,AsyCo,0.1,4,0.1963414634146341,0.2865853658536585,0.5170731707317073
SP,AsyCo,0.1,5,0.1211401425178147,0.2957244655581947,0.5831353919239906
SP,AsyCo,0.1,6,0.1479357798165137,0.3016055045871559,0.5504587155963303
SP,AsyCo,0.1,7,0.2113636363636363,0.2863636363636364,0.5022727272727273
SP,AsyCo,0.1,8,0.1948198198198198,0.3918918918918919,0.41328828828828834
SP,AsyCo,0.1,9,0.1236872812135355,0.4049008168028005,0.47141190198366406
SP,AsyCo,0.2,0,0.167264895908112,0.3711414213926777,0.4615936826992103
SP,AsyCo,0.2,1,0.1381294964028777,0.3884892086330935,0.47338129496402886
SP,AsyCo,0.2,2,0.1296829971181556,0.3991354466858789,0.4711815561959655
SP,AsyCo,0.2,3,0.1261992619926199,0.2686346863468635,0.6051660516605166
SP,AsyCo,0.2,4,0.1634328358208955,0.2955223880597015,0.541044776119403
SP,AsyCo,0.2,5,0.1584739545121056,0.4269992663242846,0.41452677916360975
SP,AsyCo,0.2,6,0.1336669049320943,0.3380986418870622,0.5282344531808435
SP,AsyCo,0.2,7,0.1900355871886121,0.3530249110320285,0.4569395017793594
SP,AsyCo,0.2,8,0.1329022988505747,0.2830459770114942,0.584051724137931
SP,AsyCo,0.2,9,0.1220588235294117,0.3294117647058823,0.548529411764706
SP,AsyCo,0.3,0,0.1230995586071603,0.3182932810201079,0.5586071603727318
SP,AsyCo,0.3,1,0.1882581271227559,0.2406598738476467,0.5710819990295974
SP,AsyCo,0.3,2,0.0943775100401606,0.2163654618473895,0.6892570281124499
SP,AsyCo,0.3,3,0.10935960591133,0.2970443349753695,0.5935960591133005
SP,AsyCo,0.3,4,0.0967088607594936,0.180759493670886,0.7225316455696205
SP,AsyCo,0.3,5,0.1202627589691763,0.2632642748863062,0.6164729661445175
SP,AsyCo,0.3,6,0.0975012248897599,0.253797158255757,0.6487016168544831
SP,AsyCo,0.3,7,0.102780536246276,0.3162859980139026,0.5809334657398213
SP,AsyCo,0.3,8,0.1344327836081959,0.3178410794602698,0.5477261369315343
SP,AsyCo,0.3,9,0.0834990059642147,0.2912524850894632,0.6252485089463221
SP,AsyCo,0.4,0,0.1405835543766578,0.3277756726032588,0.5316407730200834
SP,AsyCo,0.4,1,0.1028446389496717,0.3293216630196937,0.5678336980306347
SP,AsyCo,0.4,2,0.1526717557251908,0.3561068702290076,0.49122137404580163
SP,AsyCo,0.4,3,0.1836659275683665,0.377309682187731,0.4390243902439025
SP,AsyCo,0.4,4,0.1733687405159332,0.2701062215477997,0.5565250379362672
SP,AsyCo,0.4,5,0.2080088987764182,0.2580645161290322,0.5339265850945496
SP,AsyCo,0.4,6,0.1115214180206794,0.3437961595273264,0.5446824224519942
SP,AsyCo,0.4,7,0.1192730026505111,0.2885270730783794,0.5921999242711096
SP,AsyCo,0.4,8,0.1144444444444444,0.3351851851851852,0.5503703703703704
SP,AsyCo,0.4,9,0.2206870799103809,0.2464525765496639,0.5328603435399553
SP,AsyCo,0.5,0,0.0866165413533834,0.2658646616541353,0.6475187969924814
SP,AsyCo,0.5,1,0.1306884480746791,0.3494749124854142,0.5198366394399068
SP,AsyCo,0.5,2,0.0972388955582232,0.3604441776710684,0.5423169267707084
SP,AsyCo,0.5,3,0.105231866825208,0.3228299643281807,0.5719381688466113
SP,AsyCo,0.5,4,0.1323926748724107,0.3509456619633743,0.516661663164215
SP,AsyCo,0.5,5,0.1456973293768546,0.3077151335311572,0.5465875370919882
SP,AsyCo,0.5,6,0.0981667652276759,0.3098758131283264,0.5919574216439978
SP,AsyCo,0.5,7,0.1526810057558315,0.3032414419872766,0.5440775522568919
