trial,state,value,duration_s,param_lambda,param_beta
58,COMPLETE,0.598676986774261,1019.010541,0.7964302866577259,0.550694325847844
59,COMPLETE,0.6556666979702414,1763.85872,0.528834400701691,0.5988715452619261
60,COMPLETE,0.6596805304517261,1757.890923,0.5557795419087347,0.6501851168926615
61,COMPLETE,0.6728006144034453,1752.666227,0.5072399649659711,0.6292410620504484
62,COMPLETE,0.5342652965584975,558.688047,0.5663805066936485,0.6657621794491119
63,COMPLETE,0.5654053350062135,763.252057,0.5482618115586707,0.5580937918685571
64,COMPLETE,0.5311249445209644,526.250076,0.6478617421732148,0.7290281256181782
65,COMPLETE,0.6420065758006388,1746.885685,0.634381331161664,0.6770963539032465
66,COMPLETE,0.35587380361573884,399.646205,6.6884823960274815,0.6564350437234622
67,COMPLETE,0.5479012445948527,637.877061,0.543786613858846,0.6279630041455772
68,COMPLETE,0.536610610335638,560.257369,0.5502240584762561,0.6450032221568747
69,COMPLETE,0.6412617048568905,1747.194172,0.501973784635447,0.7886326883341603
70,COMPLETE,0.5210842886184146,514.472404,0.8027713607541511,0.8470210889614229
71,COMPLETE,0.6634417960348145,1761.100065,0.706083350488571,0.6188759535152828
72,COMPLETE,0.6460131814019036,1743.872786,0.5495241776641384,0.6027512819580262
73,COMPLETE,0.5770447923389377,773.158482,0.5206866649531706,0.6017293585301945
74,COMPLETE,0.5917961237189168,924.764215,0.6065555069522387,0.9468833759322095
75,COMPLETE,0.5759190039030706,776.540387,0.5157965018310023,0.6413074373311543
76,COMPLETE,0.664018297868779,1753.949293,0.531655617849658,0.5025413252793393
77,COMPLETE,0.5399036240614009,606.81271,0.7775338800589385,0.528210699218408
78,COMPLETE,0.5481702049150513,642.409932,0.850422329944085,0.886391581885039
79,COMPLETE,0.5307978003579101,529.25331,0.5346458748277853,0.5134051939896205
80,COMPLETE,0.5633085788391675,752.852551,0.5876472490756303,0.5323646007000552
81,COMPLETE,0.5925624756359944,940.460154,0.5025257049215998,0.5321216312077112
82,COMPLETE,0.5705595751837336,773.898286,0.5038253767404426,0.5968355476824233
83,COMPLETE,0.5158833994198098,421.876546,0.901626639573262,0.5025004002621272
84,COMPLETE,0.5600100163960342,743.592626,0.737589265656663,0.876467044835324
85,COMPLETE,0.446602158044055,413.154614,3.8415537302668468,0.924740492188833
86,COMPLETE,0.5613544909453239,753.52779,0.5188044621006008,0.9248622549756516
87,COMPLETE,0.5711412379831948,791.985472,0.5005411061157284,0.8454872151318976
88,COMPLETE,0.5167952859818147,424.314222,1.075115926676477,0.749346342841243
89,COMPLETE,0.5243159534057955,501.328317,1.1102076716234075,0.6457051596088089
90,COMPLETE,0.5246574572028859,513.422418,0.5573063964497086,0.500755812211046
91,COMPLETE,0.5291137480744628,540.642936,0.8651893975717503,0.6115475083799112
92,COMPLETE,0.5599198069473381,753.09477,0.5049559140431582,0.6214677160994202
93,COMPLETE,0.5184125371998661,420.358184,0.9328646060153022,0.6077966479958506
94,COMPLETE,0.5086829895597553,418.018979,0.8297917058802252,0.6081997104562069
95,COMPLETE,0.6296862095525612,1320.263891,0.5264779153405306,0.6561856458267015
96,COMPLETE,0.49804342266551876,416.51436,0.9501551838016268,0.5796972158805817
97,COMPLETE,0.14285714285714296,409.624038,14.75980155398446,0.507011810741066
98,COMPLETE,0.5332044543182448,535.573274,0.5281748342684365,0.5971192058829582
99,COMPLETE,0.5792933711518657,790.310598,0.5492718176717762,0.8879009501673379
