trial,state,value,duration_s,param_lambda_u,param_K,param_temperature,param_warmup_epochs
0,COMPLETE,0.40044143543346405,3339.367921,9.363502971184062,1,0.29356270912614957,23
1,COMPLETE,0.3580812066888036,3339.326746,15.02787529358022,3,0.38636872540532546,8
2,COMPLETE,0.4421851878070175,3322.769173,7.606056073988443,4,0.4691084864014136,12
3,COMPLETE,0.3524868990317884,3331.304327,11.401749605425898,1,0.7056586389260788,8
4,COMPLETE,0.46699987299041795,3474.473839,1.626289824631988,2,0.7631747698841177,14
5,COMPLETE,0.45329251587953345,3328.380196,3.050955871119471,3,0.4837833070670582,15
6,COMPLETE,0.4592055605320741,3319.945398,13.667756983581992,2,0.6984249841083139,24
7,COMPLETE,0.4586610586386414,3282.561898,2.2123125512979875,4,0.871553131863947,12
8,COMPLETE,0.42410118677217384,3230.82772,7.023362742184519,5,0.8291835769724931,9
9,COMPLETE,0.4599198262031038,3252.232729,0.13805292809005998,1,0.5188492964082044,7
10,COMPLETE,0.4095661556683831,3203.004762,21.577585646889837,1,0.7972046337535481,18
11,COMPLETE,0.4327069865373486,3185.904697,22.180318564408164,4,0.8282253849659207,15
12,COMPLETE,0.4201944172925984,3235.408903,13.068320734549852,5,0.485766985807245,15
13,COMPLETE,0.3560814691546704,767.219854,22.689161848152324,3,0.467313589685326,8
14,COMPLETE,0.45965758362719616,3240.315592,23.242441308564327,3,0.9194192488674833,16
15,COMPLETE,0.3312810693989656,726.533954,4.742314150334026,1,0.25650467519840003,9
16,COMPLETE,0.5090382201730179,3217.359818,0.16145334658239197,2,0.6729355939076695,19
17,COMPLETE,0.4546795480695168,3230.531951,6.299394455634335,2,0.8073187452250524,16
18,COMPLETE,0.46082349711647697,3265.689068,2.7927825564431243,2,0.4983460202346766,23
19,COMPLETE,0.4341434275013768,3234.913867,3.423654721702909,2,0.6724854118175446,12
20,COMPLETE,0.39406413062337614,766.678538,1.7793552013085905,1,0.7427886614892132,19
21,COMPLETE,0.4317415561904248,3251.621043,6.69031448490902,2,0.4802978057569266,23
22,COMPLETE,0.5051070710075983,3223.593595,0.8539450547711229,2,0.6296505732655255,25
23,COMPLETE,0.5160388222948654,3229.667183,0.2534684643148697,4,0.7580715989204194,25
24,COMPLETE,0.49831743814761464,3301.77033,2.3256173578993513,4,0.8710648980095784,24
25,COMPLETE,0.5165655504818915,3264.364569,0.47252692447563016,4,0.541832774364094,24
26,COMPLETE,0.48011254614655596,3221.614632,3.120021474790828,4,0.409255575026846,25
27,COMPLETE,0.521889430521702,3284.990163,0.16485504049326352,4,0.5865897203025954,24
28,RUNNING,,,3.9099291505276113,4,0.5961400660026208,19
29,COMPLETE,0.49619121164642443,3364.671401,6.286606921003526,3,0.6556555807863226,25
30,COMPLETE,0.5145587602041474,3341.13502,0.10823951932792547,4,0.692414088450488,25
31,COMPLETE,0.49358376123157227,3559.152864,0.25229788496707245,4,0.621811702432619,18
32,COMPLETE,0.5086894633332669,3354.066139,2.9806311605761926,4,0.6292351151713776,25
33,COMPLETE,0.5028040602771398,3385.779466,3.003291230980274,5,0.6350711656313075,23
34,COMPLETE,0.5060543641103141,3495.100842,0.8682369780497843,4,0.6677318764609463,25
35,COMPLETE,0.4522604068520451,2372.311342,2.6478193770068303,1,0.4432730993358073,25
36,COMPLETE,0.4866520622557289,3385.405838,0.7163881752730017,4,0.26821981368035264,17
37,COMPLETE,0.5053769466768188,3430.024276,0.9865526569975979,3,0.5995639727891316,22
38,COMPLETE,0.441901393576957,817.611706,21.50465837108302,3,0.4505244868748913,25
39,COMPLETE,0.5112886210764203,3390.250102,0.06426813235698381,4,0.524999943102767,23
40,COMPLETE,0.5132415705463366,3368.892619,0.39548343561744187,5,0.8782943141693089,24
41,COMPLETE,0.45255386023591165,1067.726436,15.37363697252221,5,0.2984073581719962,25
42,COMPLETE,0.5079466331078443,3608.225809,1.869946264888331,5,0.9968658938015423,25
43,COMPLETE,0.5044055339084046,3704.224292,3.799739609690507,3,0.933222057086441,25
44,COMPLETE,0.48874664803195317,3616.589365,3.9897453557033113,4,0.7427676492038654,20
45,COMPLETE,0.5056839939805912,3597.344578,2.6369357513442875,5,0.8400267148646039,20
46,COMPLETE,0.5008146908389947,3655.493148,0.7778228367277616,2,0.910597619344683,22
47,COMPLETE,0.4102554627095186,847.239099,23.998588053934967,4,0.3949143441588939,17
48,COMPLETE,0.5119578574760766,3610.102204,0.2705316619919036,4,0.7269571121965626,24
49,COMPLETE,0.48779604042459257,3644.6014,11.32394751413318,4,0.5755464974566824,25
50,COMPLETE,0.44030962260624185,893.476677,0.3967789380531907,1,0.9442408506242241,24
51,COMPLETE,0.49527115848372033,3919.406044,0.6738180892917192,1,0.6244014020446668,25
52,COMPLETE,0.510506186272055,3855.222622,1.725548355095924,4,0.7736769248162046,25
53,COMPLETE,0.5090808816287791,3628.862267,0.413079213179418,4,0.8255064163833997,23
54,COMPLETE,0.5069715640731502,3589.938545,0.38702632310385116,4,0.59221971202106,24
55,COMPLETE,0.44682884443459325,850.551538,16.457112878710298,4,0.6634380904538911,8
56,COMPLETE,0.512679125485981,3572.919858,1.1954250624247504,5,0.7365507893089089,25
57,RUNNING,,,0.2497446767976429,5,0.8011904545181189,24
58,COMPLETE,0.503363725206421,3510.987432,0.23817449049973174,5,0.7032279836656065,23
59,COMPLETE,0.4661106970550243,929.74068,4.002305107640029,5,0.7465190421630844,23
60,COMPLETE,0.4292865734201632,779.913931,14.682427425249134,4,0.9698280594590647,19
61,COMPLETE,0.42936861068029675,877.885587,11.262379966998068,3,0.31501394157070584,17
62,COMPLETE,0.461188897280757,846.732224,16.635903983569346,5,0.8317887784665506,14
63,COMPLETE,0.46585255861238223,869.546501,3.645202337136803,5,0.7851451494359469,25
64,COMPLETE,0.4792418203116471,1367.427989,5.5429972375230925,4,0.5759021564546485,22
65,COMPLETE,0.4732719001023085,962.734291,1.2715509532230669,4,0.6987648118837264,25
66,COMPLETE,0.4623681100148449,804.264065,0.20027125422311856,4,0.6569598031107279,25
67,COMPLETE,0.34122738124681373,805.965327,21.093951636516636,2,0.8635115137102465,7
68,COMPLETE,0.3967322388682645,824.32243,12.298298361992364,1,0.7716818208712862,23
69,COMPLETE,0.41537625996234623,774.743607,21.17490308471664,5,0.5752102218159216,11
70,COMPLETE,0.48866366732392097,3534.496103,1.4025910548977512,5,0.7785081504831048,24
71,COMPLETE,0.45361940406680434,774.960283,8.128781948052296,4,0.8611833667550404,25
72,COMPLETE,0.3467676582085238,745.498379,15.270496035741676,1,0.43673551415262224,14
73,COMPLETE,0.4864985711997079,3558.22582,0.9055876020139482,4,0.48523873287727504,22
74,COMPLETE,0.4626293888624321,777.725382,0.8128330357432962,4,0.6998507811652221,21
75,COMPLETE,0.4600952693952305,785.172208,1.2432595490421297,3,0.7177159716264759,25
76,COMPLETE,0.47751324173828547,1871.856741,1.6348044130181352,4,0.46159158722430726,22
77,COMPLETE,0.46205164634382784,779.043821,1.997295882736291,4,0.5200705140959253,23
78,COMPLETE,0.49514380873613817,3556.442555,0.19496787492994527,4,0.5960878871301817,25
79,COMPLETE,0.4705225806078003,868.426414,5.130196006687013,2,0.7407525718824596,22
80,COMPLETE,0.49533113228358305,3560.513306,0.050556149461475686,4,0.7978897828189995,22
81,COMPLETE,0.47124189026934465,875.493716,0.507133976117553,5,0.4619171263921484,23
82,COMPLETE,0.40185300660788525,754.658144,0.8308588527258003,1,0.7913915151277168,25
83,COMPLETE,0.441929627840682,781.888888,1.3968370719660732,5,0.979001422301506,19
84,COMPLETE,0.4382823689822633,776.339749,19.53364721961014,3,0.7654383490657946,25
85,COMPLETE,0.45401830749774774,795.002042,2.5681001806983197,4,0.7658430730985599,25
86,COMPLETE,0.4666104307077745,820.762654,0.2732844551234064,4,0.832880229956107,25
87,COMPLETE,0.4454860383985597,773.930645,0.7407175814376805,2,0.7469228862125464,25
88,COMPLETE,0.4916220565683972,3559.529544,0.18865610310992298,5,0.8296981189801497,22
89,COMPLETE,0.46597494654185956,803.29841,3.1360233162009035,3,0.4258090986027833,24
90,COMPLETE,0.359849330614974,783.0792,9.590871895949144,5,0.27087803731217835,10
91,COMPLETE,0.4617846226522673,791.029535,9.486591553398284,3,0.8302640344479215,18
92,COMPLETE,0.3915912692049498,780.626646,22.991000152949155,2,0.3307247271665447,21
93,COMPLETE,0.49688911487529347,3344.173787,5.20135906491714,4,0.7303057391938587,23
94,COMPLETE,0.5009798178855391,3368.496076,0.4519875632823348,4,0.9704209656804323,17
95,COMPLETE,0.4120028230785966,747.004631,0.6427105601347977,1,0.4811812744029229,20
96,COMPLETE,0.5038304509530726,3379.409008,2.854646371523134,4,0.9647266530580236,23
97,COMPLETE,0.49919345516432967,3357.106198,3.072947871351461,4,0.768920315022833,22
98,COMPLETE,0.5270420032746642,3335.605121,1.6069864142645618,4,0.7452846309990724,25
99,COMPLETE,0.5258406821527174,3268.855452,0.1895653920131132,4,0.7588164809372127,25
100,COMPLETE,0.5241510941338035,3359.272549,0.3948802493901682,4,0.33631752045375307,25
101,COMPLETE,0.3453982667157948,733.1264,21.321269309449843,1,0.40607208429593855,6
